Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount
3237,28/07/2012,2,8,6,3,9,4,0,0,0.00,0.00,1,1,6666.00,6666.00,40,9,26640.00,666.00,366,94,24156.00,66.00,3595,940,23727.00,6.60
3235,21/07/2012,3,0,1,7,3,4,1,0,66664.00,66664.00,6,1,39996.00,6666.00,34,6,22644.00,666.00,434,104,28644.00,66.00,3664,940,24182.40,6.60
3233,14/07/2012,4,1,2,2,9,0,0,0,0.00,0.00,6,2,39996.00,6666.00,34,8,22644.00,666.00,399,113,26334.00,66.00,3690,997,24354.00,6.60
3231,07/07/2012,8,1,0,1,9,8,0,0,0.00,0.00,4,1,26664.00,6666.00,58,17,38628.00,666.00,361,85,23826.00,66.00,3650,945,24090.00,6.60
3229,30/06/2012,9,7,2,9,1,7,0,0,0.00,0.00,7,3,46662.00,6666.00,38,8,25308.00,666.00,449,122,29634.00,66.00,4321,1159,28518.60,6.60
3227,23/06/2012,3,5,5,7,2,2,1,0,147217.15,147217.15,3,1,19998.00,6666.00,54,15,35964.00,666.00,385,100,25410.00,66.00,3733,970,24637.80,6.60
3225,16/06/2012,9,1,5,4,2,0,0,0,0.00,0.00,6,2,39996.00,6666.00,57,9,37962.00,666.00,360,82,23760.00,66.00,3669,912,24215.40,6.60
3223,09/06/2012,3,4,9,2,3,8,0,0,0.00,0.00,1,0,6666.00,6666.00,38,10,25308.00,666.00,358,95,23628.00,66.00,3807,1013,25126.20,6.60
3221,02/06/2012,0,7,0,3,4,1,0,0,0.00,0.00,3,1,19998.00,6666.00,43,14,28638.00,666.00,358,87,23628.00,66.00,3712,984,24499.20,6.60
3219,26/05/2012,8,9,7,6,8,2,0,0,0.00,0.00,3,1,19998.00,6666.00,42,9,27972.00,666.00,326,81,21516.00,66.00,3723,943,24571.80,6.60
3217,19/05/2012,7,0,7,4,6,0,0,0,0.00,0.00,6,1,39996.00,6666.00,46,8,30636.00,666.00,395,99,26070.00,66.00,3769,955,24875.40,6.60
3215,12/05/2012,2,9,2,0,7,5,0,0,0.00,0.00,5,0,33330.00,6666.00,40,11,26640.00,666.00,396,98,26136.00,66.00,4320,1162,28512.00,6.60
3213,05/05/2012,1,0,1,3,0,7,1,0,51916.95,51916.95,7,4,46662.00,6666.00,31,9,20646.00,666.00,376,98,24816.00,66.00,3642,953,24037.20,6.60
3211,28/04/2012,9,3,9,1,3,6,0,0,0.00,0.00,9,4,59994.00,6666.00,34,6,22644.00,666.00,356,95,23496.00,66.00,3600,921,23760.00,6.60
3209,21/04/2012,0,3,2,1,8,0,0,0,0.00,0.00,4,2,26664.00,6666.00,32,5,21312.00,666.00,353,108,23298.00,66.00,3413,940,22525.80,6.60
3207,14/04/2012,1,0,9,1,2,6,1,1,97868.85,97868.85,2,1,13332.00,6666.00,39,14,25974.00,666.00,381,96,25146.00,66.00,3720,950,24552.00,6.60
3205,07/04/2012,4,1,6,2,2,2,0,0,0.00,0.00,2,0,13332.00,6666.00,26,3,17316.00,666.00,424,103,27984.00,66.00,3451,929,22776.60,6.60
3203,31/03/2012,2,7,7,1,8,7,0,0,0.00,0.00,2,2,13332.00,6666.00,39,10,25974.00,666.00,406,99,26796.00,66.00,4200,1097,27720.00,6.60
3201,24/03/2012,7,3,7,7,5,3,1,0,29171.40,29171.40,2,2,13332.00,6666.00,35,7,23310.00,666.00,360,102,23760.00,66.00,3487,900,23014.20,6.60
3199,17/03/2012,1,1,9,8,6,1,1,1,68375.35,68375.35,4,1,26664.00,6666.00,33,5,21978.00,666.00,350,105,23100.00,66.00,3751,924,24756.60,6.60
3197,10/03/2012,0,5,5,4,3,9,0,0,0.00,0.00,1,0,6666.00,6666.00,43,9,28638.00,666.00,337,92,22242.00,66.00,3535,874,23331.00,6.60
3195,03/03/2012,2,1,0,2,7,2,0,0,0.00,0.00,4,2,26664.00,6666.00,46,19,30636.00,666.00,388,100,25608.00,66.00,3582,933,23641.20,6.60
3193,25/02/2012,1,9,0,9,7,1,1,0,169422.35,169422.35,4,1,26664.00,6666.00,36,11,23976.00,666.00,419,116,27654.00,66.00,3935,1019,25971.00,6.60
3191,18/02/2012,7,5,7,1,5,3,0,0,0.00,0.00,4,1,26664.00,6666.00,48,9,31968.00,666.00,378,87,24948.00,66.00,3896,1039,25713.60,6.60
3189,11/02/2012,6,0,6,6,4,3,0,0,0.00,0.00,3,0,19998.00,6666.00,42,13,27972.00,666.00,409,120,26994.00,66.00,4120,1147,27192.00,6.60
3187,04/02/2012,2,1,7,8,1,1,0,0,0.00,0.00,3,1,19998.00,6666.00,30,2,19980.00,666.00,361,119,23826.00,66.00,3786,974,24987.60,6.60
3185,28/01/2012,6,7,1,9,8,6,0,0,0.00,0.00,4,2,26664.00,6666.00,37,11,24642.00,666.00,333,82,21978.00,66.00,3495,869,23067.00,6.60
3183,21/01/2012,1,8,3,5,1,8,0,0,0.00,0.00,2,0,13332.00,6666.00,40,7,26640.00,666.00,348,89,22968.00,66.00,3586,967,23667.60,6.60
3181,14/01/2012,1,1,5,0,9,3,0,0,0.00,0.00,7,3,46662.00,6666.00,35,12,23310.00,666.00,369,105,24354.00,66.00,3747,927,24730.20,6.60
3179,07/01/2012,6,0,0,8,6,0,0,0,0.00,0.00,5,2,33330.00,6666.00,31,5,20646.00,666.00,342,82,22572.00,66.00,3594,936,23720.40,6.60
3177,31/12/2011,5,7,6,8,5,7,2,0,120293.30,60146.65,4,1,26664.00,6666.00,54,20,35964.00,666.00,485,134,32010.00,66.00,4949,1308,32663.40,6.60
3175,24/12/2011,4,9,8,9,7,9,0,0,0.00,0.00,4,2,26664.00,6666.00,28,8,18648.00,666.00,373,92,24618.00,66.00,3711,937,24492.60,6.60
3173,17/12/2011,9,0,3,9,1,7,0,0,0.00,0.00,0,0,0.00,0.00,27,8,17982.00,666.00,372,90,24552.00,66.00,3564,900,23522.40,6.60
3171,10/12/2011,6,3,6,8,2,6,0,0,0.00,0.00,4,0,26664.00,6666.00,41,11,27306.00,666.00,344,91,22704.00,66.00,3648,921,24076.80,6.60
3169,03/12/2011,4,3,6,4,8,4,1,0,118154.90,118154.90,3,2,19998.00,6666.00,28,7,18648.00,666.00,384,111,25344.00,66.00,3574,918,23588.40,6.60
3167,26/11/2011,0,7,3,7,8,5,0,0,0.00,0.00,2,2,13332.00,6666.00,34,6,22644.00,666.00,368,93,24288.00,66.00,3608,927,23812.80,6.60
3165,19/11/2011,3,0,0,9,1,3,0,0,0.00,0.00,0,0,0.00,0.00,36,10,23976.00,666.00,370,87,24420.00,66.00,3564,874,23522.40,6.60
3163,12/11/2011,8,4,2,4,4,4,0,0,0.00,0.00,4,0,26664.00,6666.00,32,7,21312.00,666.00,372,95,24552.00,66.00,3605,910,23793.00,6.60
3161,05/11/2011,6,2,5,4,2,4,1,0,22034.75,22034.75,4,0,26664.00,6666.00,28,8,18648.00,666.00,322,103,21252.00,66.00,3575,880,23595.00,6.60
3159,29/10/2011,5,2,7,0,8,7,1,1,282146.65,282146.65,3,0,19998.00,6666.00,46,8,30636.00,666.00,360,92,23760.00,66.00,3976,1002,26241.60,6.60
3157,22/10/2011,5,9,4,0,4,0,0,0,0.00,0.00,8,2,53328.00,6666.00,56,20,37296.00,666.00,459,124,30294.00,66.00,4520,1239,29832.00,6.60
3155,15/10/2011,0,0,2,2,7,2,0,0,0.00,0.00,7,1,46662.00,6666.00,34,9,22644.00,666.00,386,99,25476.00,66.00,3807,961,25126.20,6.60
3153,08/10/2011,6,6,0,9,0,4,0,0,0.00,0.00,1,1,6666.00,6666.00,37,10,24642.00,666.00,368,94,24288.00,66.00,3710,958,24486.00,6.60
3151,01/10/2011,2,5,6,5,9,0,0,0,0.00,0.00,4,0,26664.00,6666.00,33,9,21978.00,666.00,438,110,28908.00,66.00,3878,1014,25594.80,6.60
3149,24/09/2011,4,7,8,3,9,3,0,0,0.00,0.00,3,0,19998.00,6666.00,36,11,23976.00,666.00,407,107,26862.00,66.00,3739,1001,24677.40,6.60
3147,17/09/2011,6,1,9,5,4,3,0,0,0.00,0.00,3,0,19998.00,6666.00,39,8,25974.00,666.00,351,100,23166.00,66.00,3757,1015,24796.20,6.60
3145,10/09/2011,3,4,6,9,1,2,0,0,0.00,0.00,3,0,19998.00,6666.00,49,11,32634.00,666.00,439,110,28974.00,66.00,4436,1151,29277.60,6.60
3143,03/09/2011,0,9,1,0,6,2,0,0,0.00,0.00,3,2,19998.00,6666.00,52,14,34632.00,666.00,397,105,26202.00,66.00,3881,992,25614.60,6.60
3141,27/08/2011,5,6,5,3,0,4,0,0,0.00,0.00,3,0,19998.00,6666.00,26,4,17316.00,666.00,349,78,23034.00,66.00,3549,886,23423.40,6.60
3139,20/08/2011,9,6,5,0,0,4,0,0,0.00,0.00,4,2,26664.00,6666.00,35,6,23310.00,666.00,356,89,23496.00,66.00,3605,880,23793.00,6.60
3137,13/08/2011,5,5,9,6,8,6,0,0,0.00,0.00,4,2,26664.00,6666.00,28,5,18648.00,666.00,375,95,24750.00,66.00,3725,972,24585.00,6.60
3135,06/08/2011,0,0,3,9,0,1,1,0,16666.00,16666.00,5,1,33330.00,6666.00,50,13,33300.00,666.00,379,87,25014.00,66.00,3777,944,24928.20,6.60
3133,30/07/2011,9,9,8,7,9,7,1,0,414067.75,414067.75,2,2,13332.00,6666.00,54,9,35964.00,666.00,423,100,27918.00,66.00,4283,1130,28267.80,6.60
3131,23/07/2011,8,2,9,8,2,4,0,0,0.00,0.00,2,1,13332.00,6666.00,46,11,30636.00,666.00,456,113,30096.00,66.00,4173,1060,27541.80,6.60
3129,16/07/2011,0,0,3,0,8,2,0,0,0.00,0.00,4,0,26664.00,6666.00,55,12,36630.00,666.00,465,127,30690.00,66.00,5023,1291,33151.80,6.60
3127,09/07/2011,1,4,4,0,7,1,0,0,0.00,0.00,2,0,13332.00,6666.00,42,12,27972.00,666.00,398,102,26268.00,66.00,4012,1025,26479.20,6.60
3125,02/07/2011,7,2,2,1,5,7,0,0,0.00,0.00,2,1,13332.00,6666.00,33,9,21978.00,666.00,414,113,27324.00,66.00,3950,1054,26070.00,6.60
3123,25/06/2011,1,7,5,1,9,2,0,0,0.00,0.00,6,1,39996.00,6666.00,39,14,25974.00,666.00,420,116,27720.00,66.00,4029,1037,26591.40,6.60
3121,18/06/2011,3,0,6,9,5,4,0,0,0.00,0.00,2,1,13332.00,6666.00,41,11,27306.00,666.00,431,117,28446.00,66.00,3868,1004,25528.80,6.60
3119,11/06/2011,6,6,2,7,0,0,0,0,0.00,0.00,3,1,19998.00,6666.00,50,9,33300.00,666.00,393,115,25938.00,66.00,3912,976,25819.20,6.60
3117,04/06/2011,9,2,9,0,2,4,0,0,0.00,0.00,5,1,33330.00,6666.00,47,10,31302.00,666.00,383,95,25278.00,66.00,3858,966,25462.80,6.60
3115,28/05/2011,0,4,6,2,9,1,0,0,0.00,0.00,5,0,33330.00,6666.00,47,11,31302.00,666.00,430,111,28380.00,66.00,3902,990,25753.20,6.60
3113,21/05/2011,0,5,8,1,9,5,0,0,0.00,0.00,8,2,53328.00,6666.00,36,8,23976.00,666.00,379,96,25014.00,66.00,3703,925,24439.80,6.60
3111,14/05/2011,3,1,4,7,0,1,0,0,0.00,0.00,4,3,26664.00,6666.00,41,15,27306.00,666.00,437,97,28842.00,66.00,4540,1177,29964.00,6.60
3109,07/05/2011,8,5,9,9,5,1,0,0,0.00,0.00,0,0,0.00,0.00,45,11,29970.00,666.00,383,96,25278.00,66.00,3780,987,24948.00,6.60
3107,30/04/2011,4,1,4,2,5,5,0,0,0.00,0.00,4,2,26664.00,6666.00,59,16,39294.00,666.00,343,72,22638.00,66.00,3709,905,24479.40,6.60
3105,23/04/2011,6,0,8,0,6,0,0,0,0.00,0.00,5,2,33330.00,6666.00,29,14,19314.00,666.00,351,101,23166.00,66.00,3576,906,23601.60,6.60
3103,16/04/2011,3,5,3,9,5,3,0,0,0.00,0.00,1,1,6666.00,6666.00,32,11,21312.00,666.00,376,103,24816.00,66.00,3632,920,23971.20,6.60
3101,09/04/2011,1,5,6,6,1,6,1,0,20332.75,20332.75,3,1,19998.00,6666.00,38,9,25308.00,666.00,400,101,26400.00,66.00,3658,900,24142.80,6.60
3099,02/04/2011,8,1,5,3,0,6,1,0,129818.30,129818.30,6,1,39996.00,6666.00,32,10,21312.00,666.00,395,100,26070.00,66.00,3785,969,24981.00,6.60
3097,26/03/2011,5,1,9,4,3,4,0,0,0.00,0.00,3,0,19998.00,6666.00,32,6,21312.00,666.00,408,104,26928.00,66.00,4276,1103,28221.60,6.60
3095,19/03/2011,4,1,0,0,1,4,0,0,0.00,0.00,6,1,39996.00,6666.00,36,11,23976.00,666.00,352,86,23232.00,66.00,3588,922,23680.80,6.60
3093,12/03/2011,4,3,1,8,8,1,0,0,0.00,0.00,1,0,6666.00,6666.00,31,8,20646.00,666.00,370,85,24420.00,66.00,3624,923,23918.40,6.60
3091,05/03/2011,0,3,4,5,8,7,0,0,0.00,0.00,4,1,26664.00,6666.00,35,10,23310.00,666.00,359,86,23694.00,66.00,3633,937,23977.80,6.60
3089,26/02/2011,9,0,8,4,5,2,1,0,37624.70,37624.70,2,0,13332.00,6666.00,25,8,16650.00,666.00,369,102,24354.00,66.00,3645,886,24057.00,6.60
3087,19/02/2011,7,9,1,3,0,5,1,0,59182.30,59182.30,3,1,19998.00,6666.00,28,7,18648.00,666.00,374,92,24684.00,66.00,3737,974,24664.20,6.60
3085,12/02/2011,1,8,6,0,1,3,0,0,0.00,0.00,2,0,13332.00,6666.00,52,13,34632.00,666.00,408,105,26928.00,66.00,4145,1059,27357.00,6.60
3083,05/02/2011,6,9,5,6,0,8,1,0,16666.00,16666.00,5,0,33330.00,6666.00,32,8,21312.00,666.00,349,87,23034.00,66.00,3606,901,23799.60,6.60
3081,29/01/2011,1,9,3,7,3,7,1,0,87386.35,87386.35,2,0,13332.00,6666.00,39,11,25974.00,666.00,360,87,23760.00,66.00,3715,879,24519.00,6.60
3079,22/01/2011,7,3,3,2,1,1,0,0,0.00,0.00,4,1,26664.00,6666.00,36,8,23976.00,666.00,406,103,26796.00,66.00,3796,924,25053.60,6.60
3077,15/01/2011,5,7,4,0,1,9,0,0,0.00,0.00,2,0,13332.00,6666.00,48,8,31968.00,666.00,344,83,22704.00,66.00,3779,904,24941.40,6.60
3075,08/01/2011,7,7,6,0,2,6,0,0,0.00,0.00,5,1,33330.00,6666.00,39,8,25974.00,666.00,385,99,25410.00,66.00,3717,897,24532.20,6.60
3073,31/12/2010,7,2,3,7,8,4,1,0,147270.90,147270.90,5,1,33330.00,6666.00,41,7,27306.00,666.00,503,118,33198.00,66.00,4688,1127,30940.80,6.60
3071,25/12/2010,9,6,8,6,2,1,0,0,0.00,0.00,5,4,33330.00,6666.00,32,9,21312.00,666.00,369,100,24354.00,66.00,3663,882,24175.80,6.60
3069,18/12/2010,8,8,3,9,8,5,0,0,0.00,0.00,2,0,13332.00,6666.00,31,5,20646.00,666.00,402,115,26532.00,66.00,3712,938,24499.20,6.60
3067,11/12/2010,8,7,1,8,6,0,0,0,0.00,0.00,1,0,6666.00,6666.00,40,10,26640.00,666.00,365,83,24090.00,66.00,3706,890,24459.60,6.60
3065,04/12/2010,4,3,9,4,7,5,0,0,0.00,0.00,4,2,26664.00,6666.00,28,6,18648.00,666.00,374,86,24684.00,66.00,3681,921,24294.60,6.60
3063,27/11/2010,6,0,9,9,4,7,0,0,0.00,0.00,5,0,33330.00,6666.00,47,15,31302.00,666.00,387,81,25542.00,66.00,3701,937,24426.60,6.60
3061,20/11/2010,1,0,6,1,3,0,1,0,23064.65,23064.65,2,0,13332.00,6666.00,46,10,30636.00,666.00,383,84,25278.00,66.00,3756,945,24789.60,6.60
3059,13/11/2010,3,5,3,1,9,8,2,0,260772.90,130386.45,2,1,13332.00,6666.00,38,10,25308.00,666.00,417,100,27522.00,66.00,3953,985,26089.80,6.60
3057,06/11/2010,1,8,6,4,3,6,0,0,0.00,0.00,3,0,19998.00,6666.00,32,7,21312.00,666.00,398,83,26268.00,66.00,4035,1001,26631.00,6.60
3055,30/10/2010,9,9,8,7,0,9,0,0,0.00,0.00,5,0,33330.00,6666.00,43,11,28638.00,666.00,449,122,29634.00,66.00,4637,1253,30604.20,6.60
3053,23/10/2010,0,4,2,9,3,2,0,0,0.00,0.00,3,1,19998.00,6666.00,36,10,23976.00,666.00,393,107,25938.00,66.00,3697,879,24400.20,6.60
3051,16/10/2010,9,3,9,1,0,9,0,0,0.00,0.00,3,1,19998.00,6666.00,25,11,16650.00,666.00,377,88,24882.00,66.00,3889,1020,25667.40,6.60
3049,09/10/2010,8,1,2,2,0,2,0,0,0.00,0.00,1,0,6666.00,6666.00,46,10,30636.00,666.00,400,93,26400.00,66.00,3672,880,24235.20,6.60
3047,02/10/2010,7,5,5,7,2,5,0,0,0.00,0.00,3,0,19998.00,6666.00,30,4,19980.00,666.00,340,79,22440.00,66.00,3612,873,23839.20,6.60
3045,25/09/2010,3,3,3,9,0,7,0,0,0.00,0.00,1,0,6666.00,6666.00,38,13,25308.00,666.00,382,98,25212.00,66.00,3718,925,24538.80,6.60
3043,18/09/2010,7,4,2,5,0,9,0,0,0.00,0.00,5,3,33330.00,6666.00,36,7,23976.00,666.00,393,100,25938.00,66.00,3670,897,24222.00,6.60
3041,11/09/2010,8,2,8,3,8,6,1,0,51850.75,51850.75,5,3,33330.00,6666.00,43,10,28638.00,666.00,439,107,28974.00,66.00,4302,1103,28393.20,6.60
3039,04/09/2010,8,7,3,3,6,0,0,0,0.00,0.00,3,0,19998.00,6666.00,24,6,15984.00,666.00,377,98,24882.00,66.00,3750,934,24750.00,6.60
3037,28/08/2010,3,1,5,4,0,2,1,0,148042.15,148042.15,2,1,13332.00,6666.00,40,10,26640.00,666.00,388,96,25608.00,66.00,3904,998,25766.40,6.60
3035,21/08/2010,2,0,1,5,8,9,0,0,0.00,0.00,3,1,19998.00,6666.00,39,5,25974.00,666.00,408,109,26928.00,66.00,3973,986,26221.80,6.60
3033,14/08/2010,2,2,9,0,1,9,0,0,0.00,0.00,5,1,33330.00,6666.00,32,10,21312.00,666.00,395,87,26070.00,66.00,3925,945,25905.00,6.60
3031,07/08/2010,7,1,7,4,8,6,0,0,0.00,0.00,4,4,26664.00,6666.00,49,13,32634.00,666.00,367,94,24222.00,66.00,3761,979,24822.60,6.60
3029,31/07/2010,6,6,3,3,7,4,0,0,0.00,0.00,4,2,26664.00,6666.00,38,7,25308.00,666.00,395,99,26070.00,66.00,3912,900,25819.20,6.60
3027,24/07/2010,8,0,2,3,4,7,0,0,0.00,0.00,3,0,19998.00,6666.00,32,9,21312.00,666.00,385,94,25410.00,66.00,3705,956,24453.00,6.60
3025,17/07/2010,7,7,3,4,0,1,0,0,0.00,0.00,6,0,39996.00,6666.00,46,9,30636.00,666.00,403,112,26598.00,66.00,4323,1093,28531.80,6.60
3023,10/07/2010,0,2,9,5,3,5,1,1,246100.75,246100.75,4,1,26664.00,6666.00,42,13,27972.00,666.00,412,112,27192.00,66.00,4123,1007,27211.80,6.60
3021,03/07/2010,4,6,8,0,0,9,0,0,0.00,0.00,7,3,46662.00,6666.00,41,11,27306.00,666.00,400,101,26400.00,66.00,3904,951,25766.40,6.60
3019,26/06/2010,2,4,4,3,8,3,0,0,0.00,0.00,2,0,13332.00,6666.00,40,10,26640.00,666.00,383,110,25278.00,66.00,3919,941,25865.40,6.60
3017,19/06/2010,1,3,8,4,8,2,0,0,0.00,0.00,2,1,13332.00,6666.00,35,10,23310.00,666.00,391,96,25806.00,66.00,3783,935,24967.80,6.60
3015,12/06/2010,7,8,3,3,3,1,0,0,0.00,0.00,3,2,19998.00,6666.00,42,11,27972.00,666.00,384,92,25344.00,66.00,3835,976,25311.00,6.60
3013,05/06/2010,6,4,5,1,8,0,0,0,0.00,0.00,4,1,26664.00,6666.00,46,11,30636.00,666.00,378,93,24948.00,66.00,3773,964,24901.80,6.60
3011,29/05/2010,6,6,1,4,2,4,0,0,0.00,0.00,4,1,26664.00,6666.00,34,3,22644.00,666.00,377,104,24882.00,66.00,3908,980,25792.80,6.60
3009,22/05/2010,9,9,9,5,9,2,0,0,0.00,0.00,6,3,39996.00,6666.00,37,13,24642.00,666.00,420,93,27720.00,66.00,3694,919,24380.40,6.60
3007,15/05/2010,7,7,8,6,0,3,0,0,0.00,0.00,4,2,26664.00,6666.00,36,6,23976.00,666.00,422,112,27852.00,66.00,4166,1024,27495.60,6.60
3005,08/05/2010,9,6,5,2,9,0,0,0,0.00,0.00,2,1,13332.00,6666.00,40,13,26640.00,666.00,369,97,24354.00,66.00,3740,897,24684.00,6.60
3003,01/05/2010,1,9,3,6,1,4,0,0,0.00,0.00,6,0,39996.00,6666.00,32,6,21312.00,666.00,361,88,23826.00,66.00,3828,925,25264.80,6.60
3001,24/04/2010,1,9,6,6,5,2,1,0,86507.00,86507.00,4,1,26664.00,6666.00,33,7,21978.00,666.00,413,97,27258.00,66.00,3861,921,25482.60,6.60
2999,17/04/2010,8,0,8,1,9,6,0,0,0.00,0.00,2,1,13332.00,6666.00,43,14,28638.00,666.00,359,90,23694.00,66.00,3795,976,25047.00,6.60
2997,10/04/2010,2,1,6,3,7,5,0,0,0.00,0.00,3,1,19998.00,6666.00,33,8,21978.00,666.00,374,89,24684.00,66.00,3794,935,25040.40,6.60
2995,03/04/2010,5,0,7,5,1,0,0,0,0.00,0.00,5,1,6666.00,6666.00,32,10,6660.00,666.00,385,102,6732.00,66.00,3566,934,6164.40,6.60
2993,27/03/2010,2,0,7,0,6,2,1,0,16666.00,16666.00,7,3,46662.00,6666.00,52,12,34632.00,666.00,430,96,28380.00,66.00,4197,1040,27700.20,6.60
2991,20/03/2010,4,3,5,9,7,8,1,1,51354.05,51354.05,4,0,26664.00,6666.00,47,13,31302.00,666.00,353,83,23298.00,66.00,3813,1004,25165.80,6.60
2989,13/03/2010,8,9,2,2,7,6,0,0,0.00,0.00,5,1,33330.00,6666.00,26,7,17316.00,666.00,370,94,24420.00,66.00,3762,976,24829.20,6.60
2987,06/03/2010,7,4,9,2,9,9,0,0,0.00,0.00,5,0,33330.00,6666.00,35,9,23310.00,666.00,360,90,23760.00,66.00,3806,939,25119.60,6.60
2985,27/02/2010,4,2,7,5,6,6,1,0,109088.30,109088.30,1,0,6666.00,6666.00,26,6,3996.00,666.00,385,93,6138.00,66.00,3780,923,6091.80,6.60
2983,20/02/2010,7,1,3,9,3,1,0,0,0.00,0.00,4,1,26664.00,6666.00,37,5,24642.00,666.00,377,91,24882.00,66.00,3876,976,25581.60,6.60
2981,13/02/2010,0,2,5,1,3,8,0,0,0.00,0.00,1,0,6666.00,6666.00,38,8,25308.00,666.00,477,122,31482.00,66.00,4264,1067,28142.40,6.60
2979,06/02/2010,0,8,1,0,6,2,1,0,113690.55,113690.55,4,1,26664.00,6666.00,36,6,23976.00,666.00,423,111,27918.00,66.00,3838,943,25330.80,6.60
2977,30/01/2010,3,3,7,6,4,3,0,0,0.00,0.00,2,0,13332.00,6666.00,36,12,23976.00,666.00,374,94,24684.00,66.00,3965,1017,26169.00,6.60
2975,23/01/2010,9,7,9,5,2,3,0,0,0.00,0.00,4,1,26664.00,6666.00,40,9,26640.00,666.00,389,99,25674.00,66.00,3783,968,24967.80,6.60
2973,16/01/2010,6,2,1,8,4,6,0,0,0.00,0.00,4,2,26664.00,6666.00,25,6,16650.00,666.00,391,92,25806.00,66.00,3828,885,25264.80,6.60
2971,09/01/2010,6,9,2,1,5,1,0,0,0.00,0.00,4,2,13332.00,6666.00,41,6,3996.00,666.00,341,83,5478.00,66.00,3577,879,5801.20,6.60
2969,02/01/2010,2,4,0,9,7,6,1,0,358362.45,358362.45,1,1,6666.00,6666.00,67,17,44622.00,666.00,532,117,35112.00,66.00,4947,1302,32650.20,6.60
2967,26/12/2009,6,6,7,1,5,7,0,0,0.00,0.00,1,1,6666.00,6666.00,38,11,25308.00,666.00,388,94,25608.00,66.00,3926,976,25911.60,6.60
2965,19/12/2009,8,7,7,0,0,3,0,0,0.00,0.00,3,2,19998.00,6666.00,31,13,20646.00,666.00,399,103,26334.00,66.00,3934,1035,25964.40,6.60
2963,12/12/2009,5,7,6,1,6,6,0,0,0.00,0.00,1,0,6666.00,6666.00,42,16,27972.00,666.00,391,90,25806.00,66.00,4010,1003,26466.00,6.60
2961,05/12/2009,3,8,7,1,3,4,0,0,0.00,0.00,5,1,33330.00,6666.00,39,7,25974.00,666.00,379,90,25014.00,66.00,3965,957,26169.00,6.60
2959,28/11/2009,0,2,1,5,3,3,0,0,0.00,0.00,5,2,33330.00,6666.00,43,13,28638.00,666.00,450,110,29700.00,66.00,4104,1051,27086.40,6.60
2957,21/11/2009,7,4,0,2,4,1,0,0,0.00,0.00,6,0,39996.00,6666.00,36,8,23976.00,666.00,412,96,27192.00,66.00,3957,980,26116.20,6.60
2955,14/11/2009,4,3,1,9,9,5,0,0,0.00,0.00,2,0,13332.00,6666.00,53,14,35298.00,666.00,402,116,26532.00,66.00,3887,1042,25654.20,6.60
2953,07/11/2009,1,7,7,3,4,1,0,0,0.00,0.00,4,2,26664.00,6666.00,36,6,23976.00,666.00,404,95,26664.00,66.00,3873,956,25561.80,6.60
2951,31/10/2009,4,0,1,1,8,5,0,0,0.00,0.00,6,1,39996.00,6666.00,35,11,23310.00,666.00,430,110,28380.00,66.00,4415,1091,29139.00,6.60
2949,24/10/2009,5,5,4,0,1,6,0,0,0.00,0.00,0,0,0.00,0.00,38,12,25308.00,666.00,369,79,24354.00,66.00,3839,960,25337.40,6.60
2947,17/10/2009,4,8,5,6,6,9,0,0,0.00,0.00,6,0,39996.00,6666.00,37,9,24642.00,666.00,357,82,23562.00,66.00,3851,962,25416.60,6.60
2945,10/10/2009,6,1,1,2,5,9,0,0,0.00,0.00,8,2,53328.00,6666.00,47,14,31302.00,666.00,382,84,25212.00,66.00,3856,938,25449.60,6.60
2943,03/10/2009,0,4,8,9,9,9,0,0,0.00,0.00,4,1,26664.00,6666.00,45,13,29970.00,666.00,398,89,26268.00,66.00,3750,906,24750.00,6.60
2941,26/09/2009,7,6,5,9,6,2,1,0,129513.50,129513.50,5,1,33330.00,6666.00,36,7,23976.00,666.00,406,113,26796.00,66.00,3757,995,24796.20,6.60
2939,19/09/2009,6,3,0,2,1,6,0,0,0.00,0.00,2,1,13332.00,6666.00,48,9,31968.00,666.00,421,95,27786.00,66.00,3998,1014,26386.80,6.60
2937,12/09/2009,1,0,6,9,6,4,0,0,0.00,0.00,6,0,39996.00,6666.00,40,12,26640.00,666.00,446,120,29436.00,66.00,4278,1000,28234.80,6.60
2935,05/09/2009,2,8,6,3,6,7,0,0,0.00,0.00,5,0,33330.00,6666.00,36,9,23976.00,666.00,407,95,26862.00,66.00,3969,1044,26195.40,6.60
2933,29/08/2009,3,2,8,1,0,0,0,0,0.00,0.00,2,0,13332.00,6666.00,46,11,30636.00,666.00,374,107,24684.00,66.00,3766,908,24855.60,6.60
2931,22/08/2009,0,9,5,5,1,6,0,0,0.00,0.00,3,0,19998.00,6666.00,34,16,22644.00,666.00,365,77,24090.00,66.00,3736,954,24657.60,6.60
2929,15/08/2009,3,6,3,2,1,4,1,1,88188.80,88188.80,5,1,33330.00,6666.00,42,9,27972.00,666.00,408,94,26928.00,66.00,3822,920,25225.20,6.60
