Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount
2927,08/08/2009,1,8,8,3,9,7,0,0,0.00,0.00,3,1,19998.00,6666.00,22,8,14652.00,666.00,420,98,27720.00,66.00,3853,922,25429.80,6.60
2925,01/08/2009,1,2,1,2,3,4,0,0,0.00,0.00,3,0,19998.00,6666.00,38,8,25308.00,666.00,408,98,26928.00,66.00,4343,1050,28663.80,6.60
2923,25/07/2009,0,6,2,1,1,0,3,1,49998.00,16666.00,3,1,19998.00,6666.00,38,12,25308.00,666.00,400,94,26400.00,66.00,3926,1061,25911.60,6.60
2921,18/07/2009,3,0,4,2,6,1,1,1,118148.75,118148.75,4,0,26664.00,6666.00,39,9,25974.00,666.00,395,102,26070.00,66.00,3860,987,25476.00,6.60
2919,11/07/2009,0,2,6,6,7,4,0,0,0.00,0.00,1,0,6666.00,6666.00,35,7,23310.00,666.00,376,95,24816.00,66.00,3955,962,26103.00,6.60
2917,04/07/2009,1,8,0,8,6,5,0,0,0.00,0.00,0,0,0.00,0.00,45,15,29970.00,666.00,408,113,26928.00,66.00,3868,975,25528.80,6.60
2915,27/06/2009,5,9,4,2,0,7,0,0,0.00,0.00,5,1,33330.00,6666.00,43,7,28638.00,666.00,378,77,24948.00,66.00,3954,1012,26096.40,6.60
2913,20/06/2009,6,3,1,6,5,9,1,0,86528.15,86528.15,5,2,33330.00,6666.00,47,10,31302.00,666.00,419,106,27654.00,66.00,4446,1122,29343.60,6.60
2911,13/06/2009,8,0,6,9,7,6,0,0,0.00,0.00,5,3,33330.00,6666.00,37,10,24642.00,666.00,370,91,24420.00,66.00,3751,979,24756.60,6.60
2909,06/06/2009,9,1,8,3,3,3,0,0,0.00,0.00,5,1,33330.00,6666.00,41,7,27306.00,666.00,394,83,26004.00,66.00,3839,977,25337.40,6.60
2907,30/05/2009,1,2,9,7,8,5,0,0,0.00,0.00,4,1,26664.00,6666.00,34,12,22644.00,666.00,410,109,27060.00,66.00,3915,992,25839.00,6.60
2905,23/05/2009,9,8,2,5,4,0,0,0,0.00,0.00,5,2,33330.00,6666.00,41,11,27306.00,666.00,392,108,25872.00,66.00,3775,1008,24915.00,6.60
2903,16/05/2009,0,3,6,3,9,0,1,0,121617.85,121617.85,4,1,26664.00,6666.00,45,12,29970.00,666.00,444,134,29304.00,66.00,4483,1164,29587.80,6.60
2901,09/05/2009,4,6,0,3,8,6,0,0,0.00,0.00,10,1,66660.00,6666.00,37,16,24642.00,666.00,392,93,25872.00,66.00,4047,1012,26710.20,6.60
2899,02/05/2009,2,8,7,4,5,5,0,0,0.00,0.00,5,0,33330.00,6666.00,44,13,29304.00,666.00,395,95,26070.00,66.00,3879,997,25601.40,6.60
2897,25/04/2009,6,2,9,4,6,4,0,0,0.00,0.00,2,0,13332.00,6666.00,26,9,17316.00,666.00,389,110,25674.00,66.00,3733,929,24637.80,6.60
2895,18/04/2009,1,4,4,0,5,3,0,0,0.00,0.00,3,1,19998.00,6666.00,41,13,27306.00,666.00,373,102,24618.00,66.00,3816,916,25185.60,6.60
2893,11/04/2009,6,0,1,1,1,4,1,0,17440.95,17440.95,4,1,26664.00,6666.00,39,7,25974.00,666.00,381,102,25146.00,66.00,3753,986,24769.80,6.60
2891,04/04/2009,9,5,8,0,5,1,1,0,39646.70,39646.70,3,2,19998.00,6666.00,48,10,31968.00,666.00,344,103,22704.00,66.00,3748,945,24736.80,6.60
2889,28/03/2009,2,4,9,5,2,2,0,0,0.00,0.00,11,2,73326.00,6666.00,47,11,31302.00,666.00,454,119,29964.00,66.00,4514,1162,29792.40,6.60
2887,21/03/2009,2,7,4,2,2,2,1,0,89965.90,89965.90,1,0,6666.00,6666.00,33,11,21978.00,666.00,427,102,28182.00,66.00,3970,1031,26202.00,6.60
2885,14/03/2009,8,0,5,4,0,3,0,0,0.00,0.00,5,2,33330.00,6666.00,41,10,27306.00,666.00,340,91,22440.00,66.00,3672,959,24235.20,6.60
2883,07/03/2009,5,2,0,1,2,4,0,0,0.00,0.00,2,0,13332.00,6666.00,36,15,23976.00,666.00,372,96,24552.00,66.00,3871,1001,25548.60,6.60
2881,28/02/2009,8,6,2,6,7,5,1,0,127994.05,127994.05,3,1,19998.00,6666.00,41,7,27306.00,666.00,415,101,27390.00,66.00,3907,1042,25786.20,6.60
2879,21/02/2009,6,0,9,2,1,2,0,0,0.00,0.00,3,0,19998.00,6666.00,22,4,14652.00,666.00,372,105,24552.00,66.00,3955,1020,26103.00,6.60
2877,14/02/2009,4,3,7,8,8,2,0,0,0.00,0.00,8,5,53328.00,6666.00,39,5,25974.00,666.00,414,114,27324.00,66.00,4245,1105,28017.00,6.60
2875,07/02/2009,7,9,2,9,2,1,0,0,0.00,0.00,5,0,33330.00,6666.00,42,8,27972.00,666.00,376,83,24816.00,66.00,3841,1037,25350.60,6.60
2873,31/01/2009,2,7,3,1,4,4,0,0,0.00,0.00,5,0,33330.00,6666.00,36,9,23976.00,666.00,353,93,23298.00,66.00,3933,1050,25957.80,6.60
2871,24/01/2009,3,2,0,7,9,1,0,0,0.00,0.00,5,2,33330.00,6666.00,52,16,34632.00,666.00,387,107,25542.00,66.00,3828,1009,25264.80,6.60
2869,17/01/2009,1,3,8,6,8,0,1,0,51213.50,51213.50,3,2,19998.00,6666.00,39,13,25974.00,666.00,399,94,26334.00,66.00,3951,969,26076.60,6.60
2867,10/01/2009,6,9,2,0,5,0,0,0,0.00,0.00,3,0,19998.00,6666.00,38,18,25308.00,666.00,379,118,25014.00,66.00,3911,960,25812.60,6.60
2865,03/01/2009,6,0,0,6,8,1,1,0,79977.55,79977.55,8,3,53328.00,6666.00,49,11,32634.00,666.00,559,149,36894.00,66.00,5245,1339,34617.00,6.60
2863,27/12/2008,0,7,1,5,2,3,0,0,0.00,0.00,3,2,19998.00,6666.00,34,9,22644.00,666.00,371,96,24486.00,66.00,3810,913,25146.00,6.60
2861,20/12/2008,2,0,5,5,1,2,0,0,0.00,0.00,3,2,19998.00,6666.00,29,8,19314.00,666.00,392,100,25872.00,66.00,4013,1080,26485.80,6.60
2859,13/12/2008,9,4,7,4,9,3,1,0,77526.05,77526.05,3,1,19998.00,6666.00,43,8,28638.00,666.00,415,104,27390.00,66.00,3986,1032,26307.60,6.60
2857,06/12/2008,2,6,4,4,9,6,0,0,0.00,0.00,5,1,33330.00,6666.00,34,8,22644.00,666.00,416,115,27456.00,66.00,3918,957,25858.80,6.60
2855,29/11/2008,7,5,3,4,7,6,0,0,0.00,0.00,1,0,6666.00,6666.00,39,9,25974.00,666.00,424,121,27984.00,66.00,3818,940,25198.80,6.60
2853,22/11/2008,9,8,5,1,4,3,1,0,269700.80,269700.80,4,0,26664.00,6666.00,48,14,31968.00,666.00,432,118,28512.00,66.00,4081,1050,26934.60,6.60
2851,15/11/2008,7,8,9,8,9,1,0,0,0.00,0.00,2,1,13332.00,6666.00,50,13,33300.00,666.00,435,112,28710.00,66.00,4182,1013,27601.20,6.60
2849,08/11/2008,2,3,5,6,2,4,0,0,0.00,0.00,4,2,26664.00,6666.00,49,13,32634.00,666.00,409,103,26994.00,66.00,4136,1078,27297.60,6.60
2847,01/11/2008,0,4,9,7,0,4,0,0,0.00,0.00,6,2,39996.00,6666.00,37,14,24642.00,666.00,475,139,31350.00,66.00,4558,1246,30082.80,6.60
2845,25/10/2008,9,0,5,0,2,0,0,0,0.00,0.00,4,1,26664.00,6666.00,39,11,25974.00,666.00,422,112,27852.00,66.00,3956,1014,26109.60,6.60
2843,18/10/2008,7,1,8,4,9,7,0,0,0.00,0.00,5,2,33330.00,6666.00,35,13,23310.00,666.00,384,98,25344.00,66.00,3945,995,26037.00,6.60
2841,11/10/2008,9,7,6,8,8,6,0,0,0.00,0.00,7,2,46662.00,6666.00,39,10,25974.00,666.00,415,89,27390.00,66.00,3994,1072,26360.40,6.60
2839,04/10/2008,0,0,0,8,4,8,0,0,0.00,0.00,5,2,33330.00,6666.00,29,10,19314.00,666.00,393,91,25938.00,66.00,4094,1005,27020.40,6.60
2837,27/09/2008,5,0,4,9,5,0,0,0,0.00,0.00,6,1,39996.00,6666.00,52,9,34632.00,666.00,396,100,26136.00,66.00,3967,1043,26182.20,6.60
2835,20/09/2008,6,1,2,9,7,0,0,0,0.00,0.00,5,0,33330.00,6666.00,37,8,24642.00,666.00,381,104,25146.00,66.00,3956,967,26109.60,6.60
2833,13/09/2008,1,1,0,0,9,4,0,0,0.00,0.00,4,1,26664.00,6666.00,42,14,27972.00,666.00,418,105,27588.00,66.00,4153,1024,27409.80,6.60
2831,06/09/2008,4,5,1,1,5,0,0,0,0.00,0.00,3,0,19998.00,6666.00,39,11,25974.00,666.00,430,88,28380.00,66.00,3953,960,26089.80,6.60
2829,30/08/2008,9,4,6,1,9,4,0,0,0.00,0.00,2,0,13332.00,6666.00,38,9,25308.00,666.00,379,84,25014.00,66.00,3926,1021,25911.60,6.60
2827,23/08/2008,0,7,0,3,7,3,2,0,40248.60,20124.30,3,1,19998.00,6666.00,35,15,23310.00,666.00,456,119,30096.00,66.00,4366,1132,28815.60,6.60
2825,16/08/2008,2,2,2,3,1,8,1,0,33332.00,33332.00,3,1,19998.00,6666.00,51,14,33966.00,666.00,454,113,29964.00,66.00,3983,1075,26287.80,6.60
2823,09/08/2008,8,1,5,5,6,5,0,0,0.00,0.00,5,3,33330.00,6666.00,38,8,25308.00,666.00,403,103,26598.00,66.00,3938,1003,25990.80,6.60
2821,02/08/2008,4,8,6,8,5,6,1,0,85421.90,85421.90,0,0,0.00,0.00,33,6,21978.00,666.00,366,103,24156.00,66.00,4010,1051,26466.00,6.60
2819,26/07/2008,1,7,1,0,8,1,0,0,0.00,0.00,4,1,26664.00,6666.00,46,11,30636.00,666.00,408,114,26928.00,66.00,3907,1040,25786.20,6.60
2817,19/07/2008,8,4,0,9,3,6,0,0,0.00,0.00,4,1,26664.00,6666.00,43,10,28638.00,666.00,404,106,26664.00,66.00,3881,987,25614.60,6.60
2815,12/07/2008,9,3,6,2,9,4,1,0,35585.80,35585.80,2,0,13332.00,6666.00,35,10,23310.00,666.00,402,95,26532.00,66.00,3927,1000,25918.20,6.60
2813,05/07/2008,5,1,4,0,3,3,1,0,115879.05,115879.05,2,0,13332.00,6666.00,30,10,19980.00,666.00,396,111,26136.00,66.00,4011,992,26472.60,6.60
2811,28/06/2008,2,0,2,5,9,6,0,0,0,0,3,3,19998,6666,47,13,31302,666,441,100,29106,66,3992,1065,26347.2,6.6
2809,21/06/2008,9,8,1,9,9,0,0,0,0,0,3,1,19998,6666,36,10,23976,666,436,99,28776,66,3840,1003,25344,6.6
2807,14/06/2008,5,6,9,8,0,7,0,0,0.00,0.00,2,1,13332.00,6666.00,37,11,24642.00,666.00,397,106,26202.00,66.00,3753,899,24769.80,6.60
2805,07/06/2008,1,9,1,0,4,3,1,1,333434.60,333434.60,11,3,73326.00,6666.00,36,9,23976.00,666.00,409,104,26994.00,66.00,4211,1082,27792.60,6.60
2803,31/05/2008,1,3,2,5,6,8,0,0,0,0,4,0,26664,6666,34,4,22644,666,469,131,30954,66,4717,1221,31132.2,6.6
2801,24/05/2008,4,0,1,2,2,5,0,0,0,0,9,5,59994,6666,43,11,28638,666,395,78,26070,66,3953,1040,26089.8,6.6
2799,17/05/2008,5,9,9,1,7,0,0,0,0,0,4,0,26664,6666,45,16,29970,666,369,108,24354,66,3858,977,25462.8,6.6
2797,10/05/2008,6,8,7,7,9,8,0,0,0,0,6,2,39996,6666,39,9,25974,666,402,111,26532,66,4111,1075,27132.6,6.6
2795,03/05/2008,6,5,5,9,7,4,0,0,0,0,4,1,26664,6666,39,7,25974,666,404,110,26664,66,3980,1063,26268,6.6
2793,26/04/2008,4,1,0,1,8,7,0,0,0,0,5,0,33330,6666,36,9,23976,666,384,104,25344,66,3887,1035,25654.2,6.6
2791,19/04/2008,2,8,4,3,0,7,0,0,0,0,1,1,6666,6666,32,7,21312,666,431,119,28446,66,4037,1163,26644.2,6.6
2789,12/04/2008,1,5,6,6,2,2,0,0,0,0,4,1,26664,6666,57,22,37962,666,465,140,30690,66,4602,1273,30373.2,6.6
2787,05/04/2008,0,0,6,6,9,1,0,0,0,0,2,0,13332,6666,39,9,25974,666,388,112,25608,66,3904,1017,25766.4,6.6
2785,29/03/2008,1,6,7,7,4,7,0,0,0,0,3,0,19998,6666,37,4,24642,666,382,93,25212,66,3876,1051,25581.6,6.6
2783,22/03/2008,2,0,8,5,0,6,0,0,0,0,2,0,13332,6666,31,9,20646,666,419,128,27654,66,3865,1035,25509,6.6
2781,15/03/2008,4,7,2,7,5,1,0,0,0,0,3,1,19998,6666,30,10,19980,666,388,99,25608,66,3904,1069,25766.4,6.6
2779,08/03/2008,3,5,2,6,1,1,1,1,185895.05,185895.05,2,1,13332,6666,43,10,28638,666,424,113,27984,66,4161,1137,27462.6,6.6
2777,01/03/2008,3,7,0,1,2,2,0,0,0,0,6,2,39996,6666,46,7,30636,666,431,132,28446,66,3948,1087,26056.8,6.6
2775,23/02/2008,3,6,8,6,1,4,0,0,0,0,4,1,26664,6666,41,6,27306,666,423,121,27918,66,3895,1091,25707,6.6
2773,16/02/2008,0,4,1,1,5,4,0,0,0,0,4,1,26664,6666,47,13,31302,666,470,134,31020,66,4756,1348,31389.6,6.6
2771,09/02/2008,4,8,0,8,8,1,0,0,0,0,7,0,46662,6666,44,8,29304,666,399,108,26334,66,4039,1139,26657.4,6.6
2769,02/02/2008,9,0,4,8,2,2,0,0,0,0,6,1,39996,6666,38,14,25308,666,386,95,25476,66,3926,1043,25911.6,6.6
2767,26/01/2008,6,5,3,9,4,8,0,0,0,0,4,1,26664,6666,45,14,29970,666,407,104,26862,66,3803,982,25099.8,6.6
2765,19/01/2008,3,4,2,5,2,8,0,0,0,0,2,0,13332,6666,46,16,30636,666,412,114,27192,66,3796,951,25053.6,6.6
2763,12/01/2008,3,4,7,1,0,2,0,0,0,0,6,2,39996,6666,45,15,29970,666,394,91,26004,66,3887,1084,25654.2,6.6
2761,05/01/2008,2,1,9,0,3,1,1,0,84491.25,84491.25,3,3,19998,6666,43,10,28638,666,385,99,25410,66,4034,1131,26624.4,6.6
2759,29/12/2007,0,2,2,3,0,2,0,0,0,0,5,1,33330,6666,58,11,38628,666,560,155,36960,66,5341,1501,35250.6,6.6
2757,22/12/2007,7,5,0,3,8,0,0,0,0,0,5,3,33330,6666,36,9,23976,666,397,121,26202,66,3889,1075,25667.4,6.6
2755,15/12/2007,1,4,5,4,3,0,0,0,0,0,4,0,26664,6666,33,10,21978,666,431,109,28446,66,3983,1093,26287.8,6.6
2753,08/12/2007,5,4,2,0,7,4,2,0,33332,16666,2,0,13332,6666,45,15,29970,666,431,124,28446,66,3804,1038,25106.4,6.6
2751,01/12/2007,3,6,7,4,7,2,1,0,96354.9,96354.9,6,2,39996,6666,48,12,31968,666,376,91,24816,66,4063,1078,26815.8,6.6
2749,24/11/2007,4,9,4,0,5,1,0,0,0,0,2,0,13332,6666,35,13,23310,666,375,117,24750,66,4002,1081,26413.2,6.6
2747,17/11/2007,5,7,9,6,1,3,0,0,0,0,1,0,6666,6666,32,9,21312,666,432,121,28512,66,4068,1122,26848.8,6.6
2745,10/11/2007,8,8,1,1,6,2,1,0,46018.25,46018.25,6,1,39996,6666,43,8,28638,666,398,103,26268,66,4044,1076,26690.4,6.6
2743,03/11/2007,5,1,7,6,7,7,0,0,0,0,4,2,26664,6666,44,13,29304,666,464,136,30624,66,4586,1273,30267.6,6.6
2741,27/10/2007,7,4,7,4,8,9,1,0,107807.25,107807.25,3,1,19998,6666,43,12,28638,666,440,125,29040,66,3952,1086,26083.2,6.6
2739,20/10/2007,0,2,3,3,8,6,0,0,0,0,2,1,13332,6666,40,13,26640,666,419,107,27654,66,3955,1081,26103,6.6
2737,13/10/2007,9,7,1,8,8,0,0,0,0,0,2,0,13332,6666,35,12,23310,666,420,118,27720,66,4050,1037,26730,6.6
2735,06/10/2007,6,2,8,8,8,7,0,0,0,0,3,1,19998,6666,54,6,35964,666,387,98,25542,66,4101,1122,27066.6,6.6
2733,29/09/2007,1,1,0,5,3,1,2,1,33332,16666,4,3,26664,6666,35,8,23310,666,428,122,28248,66,4144,1106,27350.4,6.6
2731,22/09/2007,6,3,5,4,9,0,1,1,70600.55,70600.55,5,2,33330,6666,38,15,25308,666,421,120,27786,66,3980,1111,26268,6.6
2729,15/09/2007,1,2,0,4,8,7,0,0,0,0,5,2,33330,6666,44,9,29304,666,514,146,33924,66,4932,1431,32551.2,6.6
2727,08/09/2007,6,1,0,7,8,1,0,0,0,0,3,0,19998,6666,35,11,23310,666,419,102,27654,66,4092,1119,27007.2,6.6
2725,01/09/2007,3,6,2,9,5,5,1,0,24856.7,24856.7,3,1,19998,6666,41,10,27306,666,431,137,28446,66,4162,1071,27469.2,6.6
2723,25/08/2007,5,3,2,3,6,3,1,0,16666,16666,6,1,39996,6666,37,9,24642,666,406,100,26796,66,4122,1104,27205.2,6.6
2721,18/08/2007,5,6,8,7,8,5,1,1,71091.2,71091.2,4,0,26664,6666,45,10,29970,666,404,106,26664,66,4012,1111,26479.2,6.6
2719,11/08/2007,7,0,9,3,9,9,0,0,0,0,3,1,19998,6666,51,19,33966,666,425,110,28050,66,4149,1108,27383.4,6.6
2717,04/08/2007,7,7,5,3,3,3,0,0,0,0,5,1,33330,6666,51,7,33966,666,417,102,27522,66,4187,1135,27634.2,6.6
2715,28/07/2007,5,0,8,1,2,7,0,0,0,0,7,4,46662,6666,39,11,25974,666,408,114,26928,66,4040,1107,26664,6.6
2713,21/07/2007,1,3,3,6,8,2,1,0,136490.85,136490.85,6,3,39996,6666,43,10,28638,666,486,144,32076,66,5016,1373,33105.6,6.6
2711,14/07/2007,2,2,1,7,7,7,0,0,0,0,7,3,46662,6666,52,16,34632,666,393,91,25938,66,4157,1143,27436.2,6.6
2709,07/07/2007,4,7,7,8,8,5,0,0,0,0,2,1,13332,6666,39,4,25974,666,445,113,29370,66,3990,1086,26334,6.6
2707,30/06/2007,2,1,9,0,8,5,0,0,0,0,7,1,46662,6666,40,16,26640,666,406,114,26796,66,4100,1134,27060,6.6
2705,23/06/2007,0,0,9,1,8,5,0,0,0,0,5,1,33330,6666,34,7,22644,666,429,111,28314,66,3921,1069,25878.6,6.6
2703,16/06/2007,7,0,4,4,7,3,0,0,0,0,7,2,46662,6666,47,17,31302,666,404,98,26664,66,3920,1058,25872,6.6
2701,09/06/2007,7,1,9,6,8,7,0,0,0,0,4,0,26664,6666,46,8,30636,666,390,96,25740,66,4039,1085,26657.4,6.6
2699,02/06/2007,5,5,5,1,1,4,1,0,39944.3,39944.3,3,1,19998,6666,52,13,34632,666,450,105,29700,66,4145,1088,27357,6.6
2697,26/05/2007,1,7,8,1,9,5,0,0,0,0,4,2,26664,6666,52,19,34632,666,482,145,31812,66,4675,1355,30855,6.6
2695,19/05/2007,1,6,0,2,7,6,2,0,66664,33332,7,1,46662,6666,41,9,27306,666,409,107,26994,66,4094,1120,27020.4,6.6
2693,12/05/2007,5,0,2,4,4,5,0,0,0,0,5,2,33330,6666,41,12,27306,666,423,116,27918,66,4026,1070,26571.6,6.6
2691,05/05/2007,8,0,0,5,5,2,0,0,0,0,8,4,53328,6666,40,15,26640,666,410,123,27060,66,3965,1104,26169,6.6
2689,28/04/2007,7,4,0,5,0,8,1,0,158405.3,158405.3,2,0,13332,6666,37,14,24642,666,409,109,26994,66,4018,1124,26518.8,6.6
2687,21/04/2007,9,5,9,3,5,6,0,0,0,0,2,1,13332,6666,56,17,37296,666,431,127,28446,66,4230,1182,27918,6.6
2685,14/04/2007,1,6,1,0,7,1,0,0,0,0,5,1,33330,6666,48,12,31968,666,449,120,29634,66,4094,1080,27020.4,6.6
2683,07/04/2007,6,3,7,8,6,1,0,0,0,0,3,0,19998,6666,46,12,30636,666,410,112,27060,66,4181,1151,27594.6,6.6
2681,31/03/2007,1,3,3,6,3,6,0,0,0,0,1,0,6666,6666,55,15,36630,666,522,149,34452,66,4994,1402,32960.4,6.6
2679,24/03/2007,9,0,3,9,2,1,0,0,0,0,5,1,33330,6666,41,9,27306,666,439,119,28974,66,4066,1118,26835.6,6.6
2677,17/03/2007,2,5,2,2,4,0,1,0,51515,51515,6,3,39996,6666,39,6,25974,666,423,125,27918,66,4033,1084,26617.8,6.6
2675,10/03/2007,4,8,2,1,4,4,0,0,0,0,5,1,33330,6666,39,13,25974,666,412,121,27192,66,4043,1099,26683.8,6.6
2673,03/03/2007,4,0,3,5,6,8,0,0,0,0,4,1,26664,6666,46,15,30636,666,399,108,26334,66,4112,1181,27139.2,6.6
2671,24/02/2007,0,5,2,5,2,1,1,0,88719.55,88719.55,6,2,39996,6666,32,10,21312,666,421,131,27786,66,4180,1105,27588,6.6
2669,17/02/2007,7,1,6,3,4,9,0,0,0,0,6,0,39996,6666,49,18,32634,666,528,152,34848,66,4921,1384,32478.6,6.6
2667,10/02/2007,1,8,1,9,8,6,0,0,0,0,7,4,46662,6666,32,16,21312,666,406,103,26796,66,4110,1074,27126,6.6
2665,03/02/2007,2,0,8,6,2,7,0,0,0,0,7,3,46662,6666,40,10,26640,666,380,100,25080,66,4145,1097,27357,6.6
2663,27/01/2007,4,1,7,4,5,0,0,0,0,0,3,1,19998,6666,47,9,31302,666,410,94,27060,66,4073,1111,26881.8,6.6
2661,20/01/2007,5,4,8,3,8,6,0,0,0,0,2,1,161317.7,80658.85,44,10,29304,666,380,109,25080,66,4110,1127,27126,6.6
2659,13/01/2007,3,0,5,2,0,0,0,0,0,0,7,0,46662,6666,56,15,37296,666,424,120,27984,66,4163,1106,27475.8,6.6
2657,06/01/2007,5,6,9,6,0,4,0,0,0,0,3,2,19998,6666,38,9,25308,666,398,104,26268,66,3995,1093,26367,6.6
2655,30/12/2006,1,8,7,6,1,1,0,0,0,0,3,3,19998,6666,60,17,39960,666,580,153,38280,66,5974,1587,39428.4,6.6
2653,23/12/2006,6,7,1,1,6,1,0,0,0,0,5,3,33330,6666,50,13,33300,666,422,125,27852,66,4202,1186,27733.2,6.6
2651,16/12/2006,4,5,6,5,9,7,1,0,102747.55,102747.55,1,0,6666,6666,45,19,29970,666,404,113,26664,66,4081,1082,26934.6,6.6
2649,09/12/2006,2,0,5,5,9,9,0,0,0,0,6,1,39996,6666,39,9,25974,666,430,122,28380,66,4207,1113,27766.2,6.6
2647,02/12/2006,0,0,2,5,0,7,0,0,0,0,5,0,33330,6666,49,23,32634,666,432,105,28512,66,4268,1167,28168.8,6.6
2645,25/11/2006,6,8,7,0,3,2,0,0,0,0,2,0,13332,6666,50,16,33300,666,401,108,26466,66,4123,1074,27211.8,6.6
2643,18/11/2006,8,3,2,5,9,9,0,0,0,0,7,3,159371.1,22767.3,40,10,26640,666,455,124,30030,66,4274,1097,28208.4,6.6
2641,11/11/2006,2,2,0,9,7,0,0,0,0,0,4,1,26664,6666,46,15,30636,666,420,112,27720,66,4171,1106,27528.6,6.6
2639,04/11/2006,1,1,3,1,4,3,0,0,0,0,5,1,33330,6666,47,14,31302,666,518,165,34188,66,5084,1369,33554.4,6.6
2637,28/10/2006,3,9,9,3,7,0,0,0,0,0,3,0,19998,6666,42,8,27972,666,411,101,27126,66,4120,1061,27192,6.6
2635,21/10/2006,4,2,4,0,2,4,0,0,0,0,3,1,19998,6666,49,13,32634,666,452,113,29832,66,4295,1101,28347,6.6
2633,14/10/2006,7,5,4,7,3,4,0,0,0,0,1,0,165030.8,165030.8,46,12,30636,666,462,127,30492,66,4195,1091,27687,6.6
2631,07/10/2006,2,0,2,7,1,3,0,0,0,0,4,0,26664,6666,33,10,21978,666,431,116,28446,66,4192,1131,27667.2,6.6
2629,30/09/2006,7,5,4,3,5,5,0,0,0,0,5,1,33330,6666,49,11,32634,666,440,115,29040,66,4295,1132,28347,6.6
2627,23/09/2006,6,4,0,6,5,2,0,0,0,0,1,1,6666,6666,45,6,29970,666,440,113,29040,66,4289,1136,28307.4,6.6
2625,16/09/2006,4,2,2,3,0,6,0,0,0,0,3,3,19998,6666,54,13,35964,666,510,133,33660,66,5025,1391,33165,6.6
2623,09/09/2006,2,4,7,8,1,7,0,0,0,0,5,3,157863.25,31572.65,46,14,30636,666,442,127,29172,66,4344,1118,28670.4,6.6
2621,02/09/2006,4,1,9,3,0,6,0,0,0,0,2,0,13332,6666,43,10,28638,666,400,104,26400,66,4233,1164,27937.8,6.6
2619,26/08/2006,7,0,5,8,7,4,0,0,0,0,3,1,19998,6666,49,10,32634,666,441,128,29106,66,4306,1152,28419.6,6.6
2617,19/08/2006,6,7,9,5,1,3,0,0,0,0,7,3,46662,6666,50,10,33300,666,455,123,30030,66,4197,1138,27700.2,6.6
2615,12/08/2006,1,6,4,2,2,2,0,0,0,0,3,2,19998,6666,38,7,25308,666,455,117,30030,66,4183,1129,27607.8,6.6
2613,05/08/2006,2,8,2,6,8,0,1,1,21826.2,21826.2,5,1,33330,6666,33,6,21978,666,442,112,29172,66,4145,1147,27357,6.6
2611,29/07/2006,7,9,0,9,9,8,0,0,0,0,6,0,174011.7,29001.95,41,12,27306,666,525,152,34650,66,5365,1479,35409,6.6
2609,22/07/2006,4,5,4,0,6,4,0,0,0,0,5,0,33330,6666,54,13,35964,666,443,124,29238,66,4337,1148,28624.2,6.6
2607,15/07/2006,4,5,1,7,4,1,0,0,0,0,3,1,19998,6666,47,15,31302,666,391,104,25806,66,4217,1126,27832.2,6.6
2605,08/07/2006,5,2,5,2,2,9,0,0,0,0,4,0,26664,6666,38,7,25308,666,421,129,27786,66,4244,1118,28010.4,6.6
2603,01/07/2006,9,5,1,3,6,3,0,0,0,0,3,0,19998,6666,39,12,25974,666,417,97,27522,66,4142,1109,27337.2,6.6
2601,24/06/2006,6,6,2,4,1,6,0,0,0,0,2,0,168704.9,84352.45,42,9,27972,666,445,123,29370,66,4301,1145,28386.6,6.6
2599,17/06/2006,4,5,1,0,8,2,0,0,0,0,3,3,19998,6666,29,10,19314,666,413,113,27258,66,4206,1141,27759.6,6.6
2597,10/06/2006,4,6,8,9,9,3,0,0,0,0,2,0,13332,6666,49,16,32634,666,441,111,29106,66,4187,1164,27634.2,6.6
2595,03/06/2006,5,5,2,5,3,6,0,0,0,0,6,2,39996,6666,50,21,33300,666,546,152,36036,66,5488,1513,36220.8,6.6
2593,27/05/2006,1,0,6,5,6,3,0,0,0,0,5,1,33330,6666,33,6,21978,666,415,114,27390,66,4210,1132,27786,6.6
2591,20/05/2006,4,0,7,0,8,9,0,0,0,0,5,0,153380.25,30676.05,47,12,31302,666,458,130,30228,66,4349,1225,28703.4,6.6
2589,13/05/2006,1,5,5,1,5,6,0,0,0,0,2,1,13332,6666,49,17,32634,666,440,116,29040,66,4394,1151,29000.4,6.6
2587,06/05/2006,7,9,9,2,3,6,0,0,0,0,5,0,33330,6666,47,9,31302,666,457,103,30162,66,4104,1098,27086.4,6.6
2585,29/04/2006,1,1,2,6,5,3,0,0,0,0,4,1,26664,6666,50,9,33300,666,441,121,29106,66,4423,1114,29191.8,6.6
2583,22/04/2006,4,9,2,6,4,9,0,0,0,0,3,1,19998,6666,42,8,27972,666,429,104,28314,66,4236,1158,27957.6,6.6
2581,15/04/2006,4,0,9,8,2,8,0,0,0,0,7,1,159671.4,22810.2,39,10,25974,666,425,115,28050,66,4341,1193,28650.6,6.6
