Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Powerball Number,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount,Division 8 winners,Division 8 winners in WA,Division 8 prize pool,Division 8 amount,Division 9 winners,Division 9 winners in WA,Division 9 prize pool,Division 9 amount
423,24/06/2004,36,45,41,18,11,,,37,0,0,1843086.33,0,6,1,688316.4,114719.4,48,9,314659.2,6555.4,2100,275,245805,117.05,2443,398,137663.05,56.35,27380,3606,614681,22.45,99752,13408,1072334,10.75
422,17/06/2004,13,32,21,2,16,,,6,1,1,15000000,15000000,33,7,1866092.25,56548.25,165,18,853074.75,5170.15,6778,640,666616.3,98.35,8412,924,373072.2,44.35,82550,8862,1667510,20.2,297682,33030,2902399.5,9.75
421,10/06/2004,19,34,15,17,25,,,30,0,0,7084371.07,0,24,1,1240870.8,51702.95,126,13,567258.3,4502.05,4534,478,443198.5,97.75,5399,508,248084.05,45.95,56277,6036,1108656.9,19.7,201664,21815,1935974.4,9.6
420,03/06/2004,11,17,4,36,22,,,14,0,0,3765051.51,0,26,1,769535,29597.5,63,8,351788.85,5583.95,2854,305,274840.2,96.3,3573,362,153996.3,43.1,34985,3812,687455.25,19.65,136625,15180,1195468.75,8.75
419,27/05/2004,9,8,3,42,24,,,18,0,0,1701457,0,9,1,634947.75,70549.75,83,17,290263.45,3497.15,2605,369,226765.25,87.05,2681,344,126945.35,47.35,32054,4044,567355.8,17.7,101815,12749,987605.5,9.7
418,20/05/2004,15,39,9,29,31,,,25,1,1,2000000,2000000,11,1,668440.3,60767.3,77,9,305574.5,3968.5,2455,285,238748.75,97.25,2876,343,133734,46.5,29617,3581,596782.55,20.15,110763,14093,1041172.2,9.4
417,13/05/2004,45,36,23,7,25,,,33,1,1,9000000,9000000,25,4,1231375,49255,109,9,562914.15,5164.35,3924,340,439684.2,112.05,4523,491,246277.35,54.45,54331,5472,1100202.75,20.25,187169,19438,1918482.25,10.25
416,06/05/2004,42,26,11,14,20,,,31,0,0,3951437.79,0,19,0,833856.8,43887.2,85,14,381191,4484.6,2896,302,297853.6,102.85,3398,385,166841.8,49.1,36040,4023,744226,20.65,132344,14801,1296971.2,9.8
415,29/04/2004,7,30,9,17,33,,,45,0,0,1716255.64,0,19,1,640241.1,33696.9,60,6,292683,4878.05,2578,302,228668.6,88.7,2643,340,128053.35,48.45,31584,3906,571670.4,18.1,110009,13300,995581.45,9.05
414,22/04/2004,9,34,5,28,32,,,6,1,1,5000000,5000000,15,0,866251.5,57750.1,63,3,395999.1,6285.7,2599,265,309410.95,119.05,3241,328,173231.45,53.45,36346,3908,774169.8,21.3,128838,13817,1346357.1,10.45
413,15/04/2004,10,11,34,4,25,,,2,0,0,1716082.15,0,6,1,641098.5,106849.75,50,4,293072.5,5861.45,2180,231,229009,105.05,2470,263,128193,51.9,28141,3269,572669.35,20.35,103539,12305,999151.35,9.65
412,08/04/2004,31,12,43,45,7,,,7,2,0,5000000,2500000,7,1,888794.55,126970.65,81,15,406304.1,5016.1,3205,356,317455.25,99.05,2976,368,177816,59.75,41949,4866,792836.1,18.9,131592,15091,1381716,10.5
411,01/04/2004,39,34,32,1,25,,,42,0,0,1664983.06,0,5,1,622089.75,124417.95,32,2,284384,8887,1606,167,222190.1,138.35,1803,229,124407,69,23658,2773,555963,23.5,78184,9385,969481.6,12.4
410,25/03/2004,31,21,5,11,12,,,8,1,0,2000000,2000000,21,1,674168.25,32103.25,92,17,308190.8,3349.9,3007,324,240710.35,80.05,3485,345,134869.5,38.7,33923,3680,602133.25,17.75,129032,14759,1051610.8,8.15
409,18/03/2004,31,35,17,23,42,,,24,1,0,5000000,5000000,14,3,887270.3,63376.45,64,6,405609.6,6337.65,2795,306,316813.25,113.35,3140,309,177410,56.5,36563,3741,791588.95,21.65,129374,13338,1384301.8,10.7
408,11/03/2004,1,22,4,37,25,,,27,0,0,1886795.29,0,12,1,705120.6,58760.05,62,8,322341.1,5199.05,2465,261,251799.75,102.15,2592,271,141004.8,54.4,32008,3748,628957.2,19.65,104318,11652,1100554.9,10.55
407,04/03/2004,5,11,24,40,28,,,22,1,0,9000000,9000000,100,5,1320640,13206.4,113,13,603719.45,5342.65,4723,429,471591.55,99.85,5455,550,264022,48.4,60582,5922,1178319.9,19.45,207664,19806,2055873.6,9.9
406,26/02/2004,40,6,19,30,26,,,23,0,0,4437052.96,0,15,1,971124.75,64741.65,86,4,443944.9,5162.15,3434,346,346834,101,4098,393,194245.2,47.4,43552,4238,866684.8,19.9,155302,15470,1514194.5,9.75
405,19/02/2004,7,44,11,38,19,,,32,0,0,1837474.88,0,14,4,685113.1,48936.65,73,15,313195.55,4290.35,2281,265,244637.25,107.25,3296,309,136948.8,41.55,28948,3123,612250.2,21.15,116928,12931,1064044.8,9.1
404,12/02/2004,38,3,6,24,7,,,30,1,0,15000000,15000000,34,2,1694481.8,49837.7,134,9,774620.5,5780.75,5833,608,605173.75,103.75,6303,599,338786.25,53.75,74864,7281,1512252.8,20.2,264011,25137,2640110,10
403,05/02/2004,1,18,19,33,31,,,19,0,0,8090749.2,0,19,2,1333455.15,70181.85,117,10,609581.7,5210.1,4852,476,476223.8,98.15,5166,480,266565.6,51.6,64117,6483,1189370.35,18.55,203587,19518,2076587.4,10.2
402,29/01/2004,5,12,6,34,45,,,19,0,0,4517856.29,0,20,4,957302,47865.1,71,3,437622.7,6163.7,3603,349,341924.7,94.9,3314,389,191383.5,57.75,47641,4907,855155.95,17.95,141476,14986,1492571.8,10.55
401,22/01/2004,45,24,33,34,4,,,36,0,0,1955944.25,0,12,1,729904.2,60825.35,60,8,333672,5561.2,2343,289,260658.75,111.25,2444,288,146029,59.75,29998,3502,650956.6,21.7,102845,12754,1136437.25,11.05
400,15/01/2004,17,23,9,40,6,,,28,1,0,20000000,20000000,53,8,2552405.8,48158.6,235,14,1166810.25,4965.15,8977,839,911614.35,101.55,10117,923,510402.65,50.45,116126,11077,2276069.6,19.6,395796,38091,3977749.8,10.05
399,08/01/2004,42,34,38,26,27,,,8,0,0,10832847.52,0,31,2,1819377.6,58689.6,150,19,831712.5,5544.75,6159,610,649774.5,105.5,7262,725,363826.2,50.1,81331,8041,1622553.45,19.95,276587,28040,2835016.75,10.25
398,01/01/2004,1,36,33,45,18,,,42,0,0,5959551.92,0,14,1,976278.8,69734.2,85,15,446301,5250.6,3009,377,348743.1,115.9,3515,465,195258.25,55.55,39702,4838,871458.9,21.95,139452,16325,1520026.8,10.9
397,25/12/2003,3,10,30,24,18,,,9,0,0,3344197.59,0,15,1,599630.25,39975.35,79,7,274118.15,3469.85,2499,336,214164.3,85.7,2837,398,119863.25,42.25,30653,4204,534894.85,17.45,100839,13858,932760.75,9.25
396,18/12/2003,30,36,22,40,3,,,12,0,0,1736556.49,0,10,1,647997.5,64799.75,55,7,296227.25,5385.95,2357,320,231457.4,98.2,2279,249,129561.15,56.85,30219,3737,578693.85,19.15,95100,11539,1008060,10.6
395,11/12/2003,2,22,27,19,36,,,29,1,0,30000000,30000000,63,6,3568411.35,56641.45,344,26,1631282.4,4742.1,13586,1176,1274366.8,93.8,14772,1260,713487.6,48.3,168406,15897,3182873.4,18.9,576763,50684,5565762.95,9.65
394,04/12/2003,31,39,12,42,19,,,43,0,0,18426069.76,0,49,6,2423520.4,49459.6,224,31,1107892.8,4945.95,8347,782,865583.9,103.7,9923,993,484738.55,48.85,104263,10059,2163457.25,20.75,371956,35801,3775353.4,10.15
393,27/11/2003,40,42,43,26,35,,,37,0,0,11935748.57,0,32,1,1802894.4,56340.45,156,14,824179.2,5283.2,5921,557,643908.75,108.75,6415,629,360523,56.2,75519,7318,1608554.7,21.3,259653,27111,2804252.4,10.8
392,20/11/2003,35,4,12,16,26,,,22,0,0,7102248.32,0,21,2,1185980.25,56475.25,99,14,542163.6,5476.4,4210,437,423526,100.6,4464,463,237261.6,53.15,54546,5843,1058192.4,19.4,185695,20144,1847665.25,9.95
391,13/11/2003,20,35,29,19,34,,,5,0,0,3925753.61,0,26,4,853918,32843,87,8,390360.3,4486.9,3067,325,305013.15,99.45,3296,354,170732.8,51.8,38908,4132,762596.8,19.6,135509,13746,1327988.2,9.8
390,06/11/2003,45,8,44,36,39,,,15,0,0,1636949.45,0,10,0,611915.5,61191.55,43,2,279732.2,6505.4,1737,226,218514.6,125.8,2162,200,122369.2,56.6,24857,3023,546854,22,84096,10324,954489.6,11.35
389,30/10/2003,11,35,19,28,3,,,45,1,0,2000000,2000000,29,1,664556.75,22915.75,113,11,303794.85,2688.45,3028,360,237395.2,78.4,5623,570,132983.95,23.65,34497,4259,593348.4,17.2,125051,14670,1037923.3,8.3
388,23/10/2003,43,21,29,38,26,,,4,1,0,15000000,15000000,26,4,1875328,72128,167,19,857294.5,5133.5,6092,601,669815.4,109.95,7255,622,375083.5,51.7,79482,8113,1673096.1,21.05,283988,27875,2925076.4,10.3
387,16/10/2003,18,42,2,12,26,,,12,0,0,7676248.49,0,30,1,1260024,42000.8,100,7,576010,5760.1,4769,467,449955.15,94.35,5200,574,251940,48.45,58830,5942,1123653,19.1,201168,20641,1961388,9.75
386,09/10/2003,6,37,11,38,34,,,16,0,0,4299043.5,0,15,4,893020.5,59534.7,64,10,408236.8,6378.7,2970,324,318978,107.4,3133,365,178581,57,36962,4054,796531.1,21.55,130498,14144,1389803.7,10.65
385,02/10/2003,45,24,30,44,1,,,13,0,0,1905478.96,0,8,0,712262,89032.75,49,8,325605,6645,2429,298,254437.75,104.75,2283,227,142459.2,62.4,32737,3890,636734.65,19.45,95742,10548,1110607.2,11.6
384,25/09/2003,2,33,31,14,26,,,44,1,0,15000000,15000000,79,5,1657080.3,20975.7,188,14,757517.8,4029.35,5752,659,591880.8,102.9,7102,633,331308.3,46.65,70398,7606,1478358,21,250139,25344,2576431.7,10.3
383,18/09/2003,44,39,19,27,29,,,41,0,0,7124878.42,0,16,3,1104880.8,69055.05,116,13,505087.2,4354.2,3855,375,394559.25,102.35,5257,548,221056.85,42.05,46180,4471,985943,21.35,186432,19325,1724496,9.25
382,11/09/2003,11,34,23,42,25,,,10,0,0,4168898.29,0,19,1,874090.25,46004.75,94,11,399584.6,4250.9,2998,301,312241.7,104.15,3247,355,174850.95,53.85,39170,4177,779483,19.9,130788,14103,1360195.2,10.4
381,04/09/2003,3,12,45,35,5,,,42,0,0,1825839.6,0,8,1,681506,85188.25,45,3,311546.25,6923.25,2138,286,243411.3,113.85,2492,254,136312.4,54.7,28613,3531,608026.25,21.25,109975,13311,1061258.75,9.65
380,28/08/2003,9,12,13,27,5,,,42,1,0,9000000,9000000,30,2,1308846,43628.2,137,18,598326.95,4367.35,4833,479,467351.1,96.7,6816,798,261734.4,38.4,57940,5721,1167491,20.15,246861,24831,2036603.25,8.25
379,21/08/2003,45,17,34,26,24,,,36,0,0,4299884.69,0,14,2,925335.6,66095.4,61,11,423010.6,6934.6,2911,288,330544.05,113.55,3005,337,185108,61.6,37498,3722,826830.9,22.05,130033,13586,1443366.3,11.1
378,14/08/2003,36,42,30,34,24,,,15,0,0,1824538.51,0,18,2,680533.2,37807.4,55,10,311102,5656.4,2057,253,243034.55,118.15,2481,310,136082.85,54.85,27738,3233,607462.2,21.9,94062,11705,1058197.5,11.25
377,07/08/2003,11,32,13,4,44,,,17,1,0,9000000,9000000,15,1,1245780,83052,112,9,569497.6,5084.8,4505,416,444868.75,98.75,4887,459,249237,51,57564,5527,1110985.2,19.3,190134,19354,1939366.8,10.2
376,31/07/2003,35,25,39,2,24,,,36,0,0,3940128.22,0,17,1,795991,46823,52,5,363880.4,6997.7,2356,254,284251.4,120.65,2550,351,159247.5,62.45,31740,3592,710976,22.4,109725,13401,1239892.5,11.3
375,24/07/2003,20,12,17,33,18,,,19,0,0,1808716.71,0,15,4,676160.25,45077.35,55,5,309102.75,5620.05,2658,336,241479.3,90.85,2407,313,135273.4,56.2,33673,4359,604430.35,17.95,102384,12951,1054555.2,10.3
374,17/07/2003,9,16,34,24,25,,,11,1,0,15000000,15000000,30,4,1847586,61586.2,160,18,844608,5278.8,6517,651,659846.25,101.25,7015,697,369690.5,52.7,83834,8347,1651529.8,19.7,279663,29081,2880528.9,10.3
373,10/07/2003,16,17,5,22,18,,,17,0,0,7491147.04,0,24,2,1259552.4,52481.35,136,8,575796.8,4233.8,4978,479,449762.3,90.35,5542,524,251883.9,45.45,60927,5802,1124103.15,18.45,208631,21102,1961131.4,9.4
372,03/07/2003,4,24,32,8,2,,,12,0,0,4116575.95,0,18,3,885636.9,49202.05,101,5,404863.55,4008.55,3966,420,316288.5,79.75,4510,437,177017.5,39.25,41306,4672,791009.9,19.15,150497,16422,1377047.55,9.15
371,26/06/2003,31,33,7,14,6,,,28,0,0,1742462.06,0,11,2,650752.85,59159.35,53,6,297486.35,5612.95,2361,315,232440.45,98.45,2268,269,130183.2,57.4,30796,4081,580504.6,18.85,98486,11752,1014405.8,10.3
370,19/06/2003,35,31,16,5,6,,,38,1,0,9000000,9000000,19,2,1217683.4,64088.6,91,7,556656.1,6117.1,3841,398,434801.2,113.2,4387,459,243478.5,55.5,49739,5045,1086797.15,21.85,182477,18763,1897760.8,10.4
369,12/06/2003,43,8,2,4,36,,,29,0,0,3705897.17,0,13,3,731545.75,56272.75,54,7,334422,6193,2554,278,261274.2,102.3,2461,286,146306.45,59.45,33250,3785,653362.5,19.65,109414,12300,1137905.6,10.4
368,05/06/2003,29,5,1,25,9,,,31,0,0,1745386.51,0,27,3,651420.9,24126.7,91,8,297792.95,3272.45,2539,319,232699.35,91.65,3333,414,130320.3,39.1,29363,3281,581387.4,19.8,118596,13957,1013995.8,8.55
367,29/05/2003,38,7,10,9,29,,,42,1,0,2000000,2000000,13,3,674681.8,51898.6,61,3,308425.15,5056.15,2441,286,240926.7,98.7,2878,295,134978.2,46.9,28517,3411,601708.7,21.1,113290,13505,1047932.5,9.25
366,22/05/2003,41,40,37,34,3,,,18,1,1,9000000,9000000,25,4,1303916.25,52156.65,98,11,596075.2,6082.4,4132,426,465676.4,112.7,4496,484,260768,58,56165,5805,1165423.75,20.75,182735,19598,2028358.5,11.1
365,15/05/2003,4,33,8,36,21,,,26,0,0,4383741.35,0,18,3,948751.2,52708.4,85,9,433716.75,5102.55,3371,337,338785.5,100.5,3579,350,189687,53,44543,4481,846317,19,144064,15134,1476656,10.25
364,08/05/2003,19,22,26,9,5,,,7,0,0,1840862.35,0,21,5,688047.15,32764.15,116,8,314534,2711.5,3175,331,245745,77.4,3873,429,137685.15,35.55,36196,4161,613522.2,16.95,131003,15679,1074224.6,8.2
363,01/05/2003,31,15,24,38,25,,,38,1,1,15000000,15000000,36,7,1814940,50415,156,19,829686,5318.5,6396,591,648234.6,101.35,6773,806,363032.8,53.6,78036,7540,1619247,20.75,273488,26755,2830600.8,10.35
362,24/04/2003,23,33,17,13,38,,,26,0,0,7293818.67,0,18,2,1224410.4,68022.8,137,9,559727.2,4085.6,4721,430,437400.65,92.65,5535,600,244923.75,44.25,57249,5276,1093455.9,19.1,203580,20795,1903473,9.35
361,17/04/2003,3,39,9,21,29,,,4,0,0,4011423.06,0,23,3,874450.8,38019.6,99,15,399747.15,4037.85,3320,332,312246,94.05,4246,529,174935.2,41.2,39696,4303,780026.4,19.65,150016,16335,1365145.6,9.1
360,10/04/2003,21,23,4,6,44,,,32,0,0,1671899.28,0,7,0,623889.7,89127.1,44,4,285205.8,6481.95,1975,212,222780,112.8,2327,220,124727.2,53.6,25552,2810,557033.6,21.8,94714,10719,970818.5,10.25
359,03/04/2003,1,42,11,16,41,,,39,1,0,9000000,9000000,23,3,1176358,51146,90,12,537763.5,5975.15,3487,334,420183.5,120.5,3944,401,235259.6,59.65,46838,4462,1049171.2,22.4,164660,16550,1827726,11.1
358,27/03/2003,44,22,14,13,1,,,18,0,0,4039221.66,0,10,0,860975,86097.5,61,15,393587.25,6452.25,3008,298,307417.6,102.2,2914,291,172217.4,59.1,39488,3901,768041.6,19.45,126686,13789,1342871.6,10.6
357,20/03/2003,14,40,41,43,12,,,24,0,0,1734509.6,0,13,0,648301.55,49869.35,32,2,296366.4,9261.45,1868,251,231538.6,123.95,2047,256,129677.45,63.35,25509,3182,579054.3,22.7,87937,10227,1011275.5,11.5
356,13/03/2003,30,4,29,35,18,,,4,1,0,5000000,5000000,21,1,888242.25,42297.25,91,7,406055.65,4462.15,3430,353,317275,92.5,3756,367,177658.8,47.3,39950,4522,793007.5,19.85,140031,14711,1386306.9,9.9
355,06/03/2003,37,38,45,8,24,,,11,0,0,2000000,0,9,0,666246.15,74027.35,40,6,304570,7614.25,2011,216,237901.3,118.3,2135,232,133224,62.4,28096,3225,594230.4,21.15,91045,10881,1037913,11.4
354,27/02/2003,15,1,6,39,12,,,28,1,0,2000000,2000000,14,2,703236.8,50231.2,69,10,321481.35,4659.15,2581,347,251131.3,97.3,2542,256,140699.7,55.35,33088,3891,628672,19,105871,11967,1095764.85,10.35
353,20/02/2003,4,38,21,24,26,,,18,2,0,9000000,4500000,20,2,1255166,62758.3,139,10,573792,4128,4672,371,448278.4,95.95,4850,452,250987.5,51.75,58594,5391,1122075.1,19.15,190682,17708,1954490.5,10.25
352,13/02/2003,4,5,39,10,30,,,25,0,0,4100224.2,0,7,0,824735.1,117819.3,83,9,377023.35,4542.45,3062,301,294564.4,96.2,2914,340,164932.4,56.6,38154,3896,736372.2,19.3,128163,13962,1281630,10
351,06/02/2003,28,1,23,42,35,,,40,0,0,1888516.09,0,10,1,704484.5,70448.45,57,9,322050,5650,2264,271,251643.6,111.15,2249,345,140899.85,62.65,29719,3250,628556.85,21.15,101003,11438,1095882.55,10.85
350,30/01/2003,23,30,3,31,40,,,18,1,0,23336702.93,23336702.93,36,4,2520491.4,70013.65,225,15,1152225,5121,8606,761,900187.6,104.6,9400,1049,504310,53.65,113699,10633,2251240.2,19.8,374800,38203,3916660,10.45
349,23/01/2003,10,11,19,45,39,,,8,0,0,16578300.9,0,24,0,1925641.2,80235.05,189,17,880295.85,4657.65,7425,657,687555,92.6,6904,613,385243.2,55.8,94278,8478,1720573.5,18.25,294699,27893,2991194.85,10.15
348,16/01/2003,35,45,23,38,10,,,19,0,0,11414222.31,0,17,1,1668963.1,98174.3,144,10,762955.2,5298.3,5887,536,596058.75,101.25,6300,485,333900,53,76526,7114,1488430.7,19.45,244770,21556,2594562,10.6
347,09/01/2003,24,20,15,13,41,,,32,0,0,6937928.71,0,28,5,1309067.2,46752.4,112,9,598432.8,5343.15,4082,375,467593.1,114.55,5327,554,261822.05,49.15,53728,5180,1168584,21.75,202442,19624,2034542.1,10.05
346,02/01/2003,43,12,31,28,9,,,6,0,0,3427486.71,0,14,3,818895,58492.5,76,5,374353.2,4925.7,2828,269,292415.2,103.4,3122,420,163748.9,52.45,35962,3803,731826.7,20.35,123986,13807,1277055.8,10.3
345,26/12/2002,26,9,5,10,8,,,2,0,0,1236530.76,0,10,1,462026.5,46202.65,47,4,211213.3,4493.9,2145,231,165057.75,76.95,2841,326,92474.55,32.55,22787,2489,412444.7,18.1,89496,10756,720442.8,8.05
344,19/12/2002,28,34,8,39,42,,,1,2,0,16435141.8,8217570.9,20,3,1767400,88370,179,18,807952.3,4513.7,5569,487,631246.15,113.35,6849,693,353408.4,51.6,72454,6512,1579497.2,21.8,266540,24802,2758689,10.35
343,12/12/2002,6,7,10,40,27,,,40,0,0,11709050.86,0,27,1,1529577,56651,151,15,699235.7,4630.7,5497,439,546401.8,99.4,6185,547,305848.25,49.45,68514,6007,1366854.3,19.95,245810,22301,2384357,9.7
342,05/12/2002,37,25,12,16,29,,,22,0,0,7615775.21,0,23,2,1245486.8,54151.6,97,8,569365.75,5869.75,4364,473,444909.8,101.95,4725,474,249007.5,52.7,55437,5916,1111511.85,20.05,192061,20042,1939816.1,10.1
341,28/11/2002,23,35,22,6,11,,,42,0,0,4279537.98,0,18,3,903150.9,50175.05,105,6,412870.5,3932.1,3234,322,322591.5,99.75,4312,391,180672.8,41.9,40068,4385,807370.2,20.15,153989,16471,1408999.35,9.15
340,21/11/2002,21,40,14,44,41,,,16,0,0,1864112.4,0,8,0,695224.4,86903.05,46,4,317816.3,6909.05,1950,220,248332.5,127.35,2181,267,139038.75,63.75,26085,2986,620823,23.8,96477,11640,1080542.4,11.2
339,14/11/2002,36,32,33,1,30,,,31,2,0,12000000,6000000,65,0,1616618.25,24871.05,141,20,739023.3,5241.3,4923,582,577467.9,117.3,6175,535,323261.25,52.35,63833,6071,1442625.8,22.6,230305,21478,2521839.75,10.95
338,07/11/2002,35,30,8,33,36,,,1,0,0,7174871.25,0,14,3,1178907.1,84207.65,80,5,538928,6736.6,3662,395,420946.9,114.95,4343,445,235824.9,54.3,47084,4788,1052327.4,22.35,170085,18390,1836918,10.8
337,31/10/2002,45,19,14,7,16,,,24,0,0,4017958.66,0,8,1,844843.2,105605.4,69,10,386213.7,5597.3,2982,303,301778.4,101.2,3242,315,168908.2,52.1,37919,4023,754588.1,19.9,133340,14858,1313399,9.85
336,24/10/2002,45,25,21,33,5,,,22,0,0,1753094.16,0,13,2,654183.4,50321.8,56,2,299054,5340.25,2209,306,233601.75,105.75,2736,250,130780.8,47.8,27645,3646,584691.75,21.15,101227,12374,1017331.35,10.05
335,17/10/2002,11,4,5,28,27,,,16,1,0,2000000,2000000,20,3,641663,32083.15,65,6,293332,4512.8,2716,300,229230.4,84.4,3498,462,128376.6,36.7,30624,3496,572668.8,18.7,125246,14365,1001968,8
334,10/10/2002,19,8,45,28,29,,,22,1,0,2000000,2000000,12,6,703273.8,58606.15,68,8,321497.2,4727.9,2721,366,251148.3,92.3,2829,343,140601.3,49.7,32570,4217,628601,19.3,117834,14976,1095856.2,9.3
333,03/10/2002,18,23,4,1,32,,,35,1,0,5000000,5000000,10,0,974826.5,97482.65,122,17,445635.5,3652.75,3282,358,348220.2,106.1,3955,401,194981.5,49.3,40398,4453,870576.9,21.55,147901,15609,1515985.25,10.25
332,26/09/2002,6,27,38,24,41,,,35,0,0,1949601.74,0,27,1,728412.75,26978.25,65,7,332988.5,5122.9,2099,260,260171.05,123.95,2421,323,145623.15,60.15,28892,3493,650070,22.5,102350,12410,1136085,11.1
331,19/09/2002,25,41,37,34,1,,,40,2,0,35282186.04,17641093.02,124,9,4549708.8,36691.2,361,36,2079865.4,5761.4,14443,1747,1624837.5,112.5,16521,1936,910307.1,55.1,187645,22373,4062514.25,21.65,644916,79427,7094076,11
330,12/09/2002,26,27,22,8,32,,,32,0,0,23105580.11,0,52,4,2502845.8,48131.65,214,32,1144161.7,5346.55,8278,873,894024,108,9510,953,500701.5,52.65,108778,10912,2235387.9,20.55,388251,38089,3901922.55,10.05
329,05/09/2002,41,39,8,12,26,,,18,0,0,16407149.06,0,36,4,1874469.6,52068.6,192,23,856896,4463,6518,704,669398.6,102.7,7215,691,374819.25,51.95,86173,8462,1671756.2,19.4,286010,30186,2917302,10.2
328,29/08/2002,21,9,45,3,29,,,11,0,0,11382715.9,0,28,4,1549189.6,55328.2,145,13,708201.75,4884.15,6172,609,553319.8,89.65,6308,706,309722.8,49.1,77540,7547,1384089,17.85,251336,24997,2412825.6,9.6
327,22/08/2002,16,36,18,39,29,,,33,0,0,7234422.04,0,20,2,1156432,57821.6,87,9,528655.5,6076.5,3931,388,412951.55,105.05,4475,434,231357.5,51.7,50714,4945,1032029.9,20.35,174689,18007,1799296.7,10.3
326,15/08/2002,15,36,41,32,6,,,26,0,0,4134916.28,0,12,3,866164.8,72180.4,66,8,395960.4,5999.4,2800,288,309400,110.5,2866,278,173249.7,60.45,37160,3923,772928,20.8,117287,12767,1348800.5,11.5
325,08/08/2002,3,42,21,16,14,,,3,0,0,1814528.35,0,12,1,677278.8,56439.9,52,4,309613.2,5954.1,2229,240,241846.5,108.5,2418,336,135408,56,29639,3551,604635.6,20.4,100899,12138,1054394.55,10.45
324,01/08/2002,2,13,31,14,23,,,31,1,0,2000000,2000000,14,0,702027.9,50144.85,76,14,320925.2,4222.7,2912,412,250723.2,86.1,3167,362,140456.45,44.35,33171,4102,626931.9,18.9,117589,14139,1093577.7,9.3
323,25/07/2002,34,33,39,38,41,,,20,1,0,17436695.99,17436695.99,50,4,2057360,41147.2,165,9,940508.25,5700.05,6696,667,734886,109.75,7937,775,411533.45,51.85,92704,9757,1835539.2,19.8,295861,29733,3210091.85,10.85
322,18/07/2002,36,12,40,45,37,,,19,0,0,11931179.31,0,27,0,1656898.2,61366.6,131,21,757442,5782,5751,526,591777.9,102.9,6108,573,331359,54.25,75007,7078,1477637.9,19.7,237944,22820,2581692.4,10.85
321,11/07/2002,20,41,34,27,26,,,26,0,0,7493002.92,0,24,4,1282688.4,53445.35,132,14,586370.4,4442.2,4509,403,458114.4,101.6,6448,911,256630.4,39.8,57607,5393,1146379.3,19.9,188581,19547,1998958.6,10.6
320,04/07/2002,43,11,36,10,21,,,21,0,0,4060084.93,0,20,4,866982,43349.1,89,12,396334.8,4453.2,3430,472,309557.5,90.25,3487,380,173478.25,49.75,40925,5226,773482.5,18.9,134157,14363,1348277.85,10.05
319,27/06/2002,45,20,42,8,12,,,1,0,0,1735469.39,0,12,2,647083.2,53923.6,54,11,295809.3,5477.95,1956,195,231101.4,118.15,2304,282,129369.6,56.15,27712,3002,577795.2,20.85,92663,9858,1005393.55,10.85
318,20/06/2002,10,24,16,23,33,,,16,1,0,2000000,2000000,11,3,697995.65,63454.15,58,3,319084.1,5501.45,2414,313,249245.5,103.25,2685,267,139620,52,30158,3431,622762.7,20.65,106427,11720,1085555.4,10.2
317,13/06/2002,22,21,15,44,9,,,9,1,0,20000000,20000000,47,4,2822328.85,60049.55,247,42,1290204.5,5223.5,10353,1116,1007864.55,97.35,10483,1137,564509.55,53.85,135532,13484,2520895.2,18.6,431850,42214,4404870,10.2
316,06/06/2002,42,3,6,30,32,,,37,0,0,11607528.64,0,29,1,1744976.4,60171.6,144,10,797702.4,5539.6,5604,534,623164.8,111.2,6175,624,348887.5,56.5,73204,7206,1559245.2,21.3,247679,25881,2712085.05,10.95
315,30/05/2002,9,45,15,34,42,,,4,0,0,6929475.13,0,19,1,1192833.3,62780.7,73,7,545295.4,7469.8,3610,392,425980,118,4201,446,238616.8,56.8,48791,5003,1066083.35,21.85,163634,18146,1857245.9,11.35
314,23/05/2002,12,32,18,17,19,,,11,0,0,3735294.88,0,21,3,798122.85,38005.85,64,5,364857.6,5700.9,2800,292,285040,101.8,3269,352,159690.65,48.85,37702,4271,712567.8,18.9,126026,14343,1241356.1,9.85
313,16/05/2002,13,3,15,8,28,,,40,0,0,1596052.99,0,18,3,595927.8,33107.1,68,10,272425,4006.25,2438,308,212837.4,87.3,3711,455,119123.1,32.1,29159,3617,532151.75,18.25,120534,15335,928111.8,7.7
312,09/05/2002,23,41,36,43,14,,,39,1,0,5000000,5000000,17,1,786780.4,46281.2,55,3,359669.75,6539.45,2401,286,281037.05,117.05,2666,305,157294,59,30621,3591,702751.95,22.95,110987,12406,1226406.35,11.05
311,02/05/2002,5,18,20,45,24,,,28,0,0,1599733.93,0,11,1,597722.95,54338.45,48,5,273244.8,5692.6,2152,293,213478.4,99.2,2332,289,119515,51.25,27957,3656,533978.7,19.1,89165,11544,931774.25,10.45
