Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Powerball Number,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount,Division 8 winners,Division 8 winners in WA,Division 8 prize pool,Division 8 amount,Division 9 winners,Division 9 winners in WA,Division 9 prize pool,Division 9 amount
1081,02/02/2017,40,35,31,20,28,23,,3,0,0,0.00,0.00,6,0,334012.50,55668.75,51,9,349429.05,6851.55,981,170,195268.05,199.05,2137,312,149055.75,69.75,31017,4357,1299612.30,41.90,41307,5685,1166922.75,28.25,188111,26439,2671176.20,14.20
1080,26/01/2017,36,38,23,8,40,6,,2,0,0,0.00,0.00,1,1,232621.95,232621.95,39,9,243358.05,6239.95,777,121,135975.00,175.00,1457,185,103811.25,71.25,21378,2714,905358.30,42.35,30210,3926,812649.00,26.90,126428,16454,1858491.60,14.70
1079,19/01/2017,32,22,31,33,10,35,,19,0,0,0.00,0.00,2,0,211993.10,105996.55,32,2,221777.60,6930.55,710,77,123930.50,174.55,1451,208,94605.20,65.20,20265,2633,824785.50,40.70,25576,3613,740425.20,28.95,120226,16130,1695186.60,14.10
1078,12/01/2017,36,11,29,4,14,26,,17,1,0,3000000.00,3000000.00,2,0,215856.00,107928.00,46,8,225818.60,4909.10,801,74,126197.55,157.55,1546,235,96315.80,62.30,21482,2943,839946.20,39.10,32121,4200,753237.45,23.45,122532,16681,1727701.20,14.10
1077,05/01/2017,36,8,23,39,31,6,,15,1,0,55000000.00,55000000.00,11,3,1331449.90,121040.90,222,34,1392905.70,6274.35,4249,659,778416.80,183.20,9058,1564,594204.80,65.60,130035,21775,5181894.75,39.85,168416,27197,4648281.60,27.60,765378,123016,10638754.20,13.90
1076,29/12/2016,4,24,6,31,3,25,,13,0,0,0.00,0.00,8,2,738406.80,92300.85,114,20,772486.80,6776.20,2211,286,431697.75,195.25,5025,648,329388.75,65.55,74644,9723,2873794.00,38.50,95251,13017,2576539.55,27.05,442748,56954,5910685.80,13.35
1075,22/12/2016,10,4,29,16,39,26,,18,0,0,0.00,0.00,7,1,570777.55,81539.65,118,12,597121.30,5060.35,2188,310,333670.00,152.50,4027,566,254707.75,63.25,56901,7559,2221984.05,39.05,77942,11009,1991418.10,25.55,328718,45086,4569180.20,13.90
1074,15/12/2016,36,13,30,37,8,22,,11,0,0,0.00,0.00,3,0,404873.55,134957.85,50,8,423560.00,8471.20,1224,206,236721.60,193.40,2917,400,180708.15,61.95,42188,6200,1575721.80,37.35,52476,7451,1414228.20,26.95,247271,35943,3239250.10,13.10
1073,08/12/2016,38,13,3,5,20,37,,14,0,0,0.00,0.00,6,0,338097.30,56349.55,54,12,353702.70,6550.05,982,163,197676.60,201.30,2221,290,150805.90,67.90,31910,4454,1316287.50,41.25,43475,5965,1180346.25,27.15,189748,26722,2703909.00,14.25
1072,01/12/2016,38,34,37,9,12,23,,7,0,0,0.00,0.00,1,0,264154.20,264154.20,28,4,276346.00,9869.50,679,87,154438.55,227.45,1732,249,117862.60,68.05,25473,3424,1027835.55,40.35,32408,4401,922007.60,28.45,151374,20677,2111667.30,13.95
1071,24/11/2016,12,25,18,5,40,13,,5,0,0,0.00,0.00,2,0,210008.90,105004.45,53,13,219700.90,4145.30,798,106,122772.30,153.85,1745,239,93706.50,53.70,23799,3197,817495.65,34.35,28800,3876,732960.00,25.45,131060,16548,1677568.00,12.80
1070,17/11/2016,34,4,16,10,40,24,,11,1,0,3000000.00,3000000.00,5,0,206941.25,41388.25,36,3,216491.40,6013.65,721,105,120983.80,167.80,1454,193,92329.00,63.50,20743,2788,805865.55,38.85,27979,3620,723257.15,25.85,122346,16542,1657788.30,13.55
1069,10/11/2016,26,23,7,19,37,30,,5,1,0,6000000.00,6000000.00,25,0,247743.75,9909.75,61,8,259176.80,4248.80,1033,159,144826.60,140.20,1999,271,110544.70,55.30,26827,3493,964430.65,35.95,37579,5226,864317.00,23.00,150573,19785,1980034.95,13.15
1068,03/11/2016,8,40,26,35,23,22,,6,0,0,0.00,0.00,2,0,205727.30,102863.65,40,6,215222.00,5380.55,683,118,120276.30,176.10,1468,178,91750.00,62.50,20563,2563,800928.85,38.95,27245,3420,717905.75,26.35,118805,15337,1645449.25,13.85
1067,27/10/2016,38,21,17,36,16,2,,7,1,0,6000000.00,6000000.00,3,0,248512.65,82837.55,47,4,259982.85,5531.55,605,81,145290.75,240.15,1827,236,110898.90,60.70,24659,3139,967865.75,39.25,29210,3972,867537.00,29.70,148442,19612,1989122.80,13.40
1066,20/10/2016,12,25,22,5,34,8,,17,0,0,0.00,0.00,2,1,215257.40,107628.70,31,6,225191.75,7264.25,675,70,125853.75,186.45,1470,195,96064.50,65.35,21210,2734,837795.00,39.50,30530,4224,751038.00,24.60,122676,16107,1723597.80,14.05
1065,13/10/2016,8,2,13,36,31,6,,15,2,0,25000000.00,12500000.00,6,0,535512.90,89252.15,82,6,560228.10,6832.05,1717,247,313094.95,182.35,3730,507,238906.50,64.05,53377,7062,2084371.85,39.05,73234,9746,1871128.70,25.55,309508,41581,4286685.80,13.85
1064,06/10/2016,37,33,12,32,9,21,,18,0,0,0.00,0.00,2,1,393321.20,196660.60,67,9,411473.80,6141.40,1091,136,229928.25,210.75,2500,345,175500.00,70.20,36454,5084,1531068.00,42.00,49551,6635,1372562.70,27.70,219605,29859,3151331.75,14.35
1063,29/09/2016,4,8,18,39,28,36,,18,0,0,0.00,0.00,2,0,348811.40,174405.70,81,9,364909.05,4505.05,1194,128,203935.20,170.80,2705,347,155672.75,57.55,37643,4996,1357030.15,36.05,47158,6236,1219034.30,25.85,205539,26969,2795330.40,13.60
1062,22/09/2016,16,33,28,20,23,14,,11,0,0,0.00,0.00,2,2,274644.10,137322.05,47,8,287320.40,6113.20,717,134,160572.15,223.95,1850,246,122562.50,66.25,27708,3782,1069528.80,38.60,34395,4425,959620.50,27.90,163281,22192,2196129.45,13.45
1061,15/09/2016,13,12,27,29,2,32,,12,0,0,0.00,0.00,1,0,209435.75,209435.75,42,8,219101.40,5216.70,644,124,122424.40,190.10,1713,235,93444.15,54.55,23387,2966,815036.95,34.85,28280,3717,731038.00,25.85,130730,16970,1673344.00,12.80
1060,08/09/2016,31,25,9,28,17,10,,2,3,1,6000000.00,2000000.00,22,0,266121.90,12096.45,40,4,278404.00,6960.10,806,125,155598.30,193.05,1910,278,118706.50,62.15,26376,3343,1035258.00,39.25,36282,4582,928819.20,25.60,151008,19667,2129212.80,14.10
1059,01/09/2016,11,22,14,3,18,13,,9,0,0,0.00,0.00,2,0,200054.40,100027.20,43,5,209287.45,4867.15,806,89,116950.60,145.10,1590,187,89278.50,56.15,22070,2826,779071.00,35.30,30566,3823,698433.10,22.85,123227,16286,1601951.00,13.00
1058,25/08/2016,12,39,22,32,25,24,,11,1,0,10000000.00,10000000.00,25,3,344413.75,13776.55,72,5,360309.60,5004.30,1202,157,201335.00,167.50,2264,298,153612.40,67.85,33358,4377,1340991.60,40.20,41791,5557,1203580.80,28.80,201072,27515,2754686.40,13.70
1057,18/08/2016,37,40,33,18,9,3,,8,0,0,0.00,0.00,1,1,245467.70,245467.70,46,2,256797.30,5582.55,721,99,143515.05,199.05,1676,211,109526.60,65.35,24260,3324,955844.00,39.40,30985,4080,856735.25,27.65,141971,18829,1966298.35,13.85
1056,11/08/2016,4,35,17,24,7,12,,4,0,0,0.00,0.00,2,0,213820.30,106910.15,41,8,223689.85,5455.85,727,106,125007.65,171.95,1828,249,95421.60,52.20,24122,3042,832209.00,34.50,31368,4279,746558.40,23.80,131827,16252,1713751.00,13.00
1055,04/08/2016,16,3,38,8,17,24,,5,1,0,35000000.00,35000000.00,8,0,729090.40,91136.30,103,12,762740.75,7405.25,2097,275,426215.25,203.25,5157,732,325406.70,63.10,73553,10197,2839145.80,38.60,95887,14109,2545799.85,26.55,425901,59425,5834843.70,13.70
1054,28/07/2016,1,21,24,36,5,32,,20,0,0,0.00,0.00,8,1,521122.80,65140.35,83,8,545173.05,6568.35,1660,195,304693.00,183.55,3399,446,232491.60,68.40,50664,6835,2029093.20,40.05,63055,8924,1819136.75,28.85,302616,40930,4176100.80,13.80
1053,21/07/2016,12,36,9,30,22,14,,3,0,0,0.00,0.00,3,0,406583.40,135527.80,56,8,425348.00,7595.50,1154,154,237666.30,205.95,2777,365,181338.10,65.30,39544,5458,1581760.00,40.00,53368,7190,1419588.80,26.60,230867,31154,3255224.70,14.10
1052,14/07/2016,13,31,26,6,8,30,,1,0,0,0.00,0.00,7,1,354963.70,50709.10,45,5,371346.75,8252.15,1200,182,207540.00,172.95,2439,336,158413.05,64.95,33837,4708,1382241.45,40.85,49774,7069,1239372.60,24.90,197076,27376,2837894.40,14.40
1051,07/07/2016,4,22,23,32,14,9,,19,0,0,0.00,0.00,4,0,242694.20,60673.55,46,8,253894.70,5519.45,818,131,141882.10,173.45,1602,224,108295.20,67.60,24284,3355,944647.60,38.90,30106,4317,847483.90,28.15,142801,19769,1942093.60,13.60
1050,30/06/2016,14,31,1,13,4,33,,12,0,0,0.00,0.00,5,0,196654.25,39330.85,18,1,205731.00,11429.50,566,64,114954.60,203.10,1293,163,87730.05,67.85,19013,2449,765273.25,40.25,24581,3173,687038.95,27.95,114970,15099,1575089.00,13.70
1049,23/06/2016,36,17,35,40,8,10,,13,1,0,3000000.00,3000000.00,3,0,200098.80,66699.60,35,3,209333.25,5980.95,541,65,116991.25,216.25,1370,215,89255.50,65.15,19847,2598,778994.75,39.25,23955,3717,698288.25,29.15,119723,15529,1598302.05,13.35
1048,16/06/2016,11,17,37,3,24,29,,3,2,1,6000000.00,3000000.00,20,20,236365.00,11818.25,78,3,247275.60,3170.20,855,104,138168.00,161.60,1779,265,105494.70,59.30,24487,3318,919486.85,37.55,31566,4787,825450.90,26.15,138150,18117,1892655.00,13.70
1047,09/06/2016,31,24,5,38,7,13,,8,0,0,0.00,0.00,3,0,211857.00,70619.00,39,3,221635.05,5682.95,770,94,123854.50,160.85,1558,195,94492.70,60.65,21832,2829,824158.00,37.75,29681,4013,740540.95,24.95,127886,17139,1694489.50,13.25
1046,02/06/2016,10,25,39,31,19,2,,6,1,0,6044627.18,6044627.18,5,1,276622.50,55324.50,43,7,289390.00,6730.00,866,150,161725.50,186.75,1801,257,123458.55,68.55,25919,3647,1076934.45,41.55,35106,5060,965415.00,27.50,154655,21726,2211566.50,14.30
1045,26/05/2016,15,35,8,5,29,31,,9,0,0,0.00,0.00,1,0,214161.65,214161.65,40,11,224046.00,5601.15,706,104,125209.10,177.35,1528,244,95576.40,62.55,21452,2933,833410.20,38.85,31035,4312,747943.50,24.10,124888,17318,1710965.60,13.70
1044,19/05/2016,7,11,26,29,22,24,,20,1,0,3000000.00,3000000.00,5,1,211394.25,42278.85,50,7,221150.00,4423.00,947,165,123583.50,130.50,1697,250,94353.20,55.60,23931,3294,823226.40,34.40,33122,4813,738620.60,22.30,130345,17804,1687967.75,12.95
1043,12/05/2016,8,10,26,19,18,36,,5,2,0,3000000.00,1500000.00,21,0,212216.55,10105.55,41,7,222010.90,5414.90,766,106,124053.70,161.95,1554,224,94716.30,60.95,22561,2998,825732.60,36.60,29821,4127,741051.85,24.85,128492,16824,1696094.40,13.20
1042,05/05/2016,1,20,38,11,2,25,,5,1,0,40000000.00,40000000.00,30,1,702892.50,23429.75,116,26,735335.60,6339.10,2328,418,410892.00,176.50,5042,695,313612.40,62.20,70612,9968,2736215.00,38.75,93729,13176,2455699.80,26.20,412599,57413,5631976.35,13.65
1041,28/04/2016,24,20,9,31,2,8,,1,0,0,0.00,0.00,9,2,517932.45,57548.05,81,19,541837.35,6689.35,1615,226,302812.50,187.50,3554,527,231010.00,65.00,50448,6889,2015397.60,39.95,70570,10170,1810120.50,25.65,289160,40598,4149446.00,14.35
1040,21/04/2016,18,33,8,12,19,26,,6,0,0,0.00,0.00,7,1,416754.45,59536.35,95,11,435988.25,4589.35,1632,233,243657.60,149.30,3092,474,185983.80,60.15,42787,5883,1621627.30,37.90,59994,8421,1454854.50,24.25,245868,34916,3331511.40,13.55
1039,14/04/2016,4,20,32,40,5,7,,14,0,0,0.00,0.00,5,1,366600.25,73320.05,63,8,383518.80,6087.60,1063,141,214300.80,201.60,2483,351,163505.55,65.85,36546,5222,1427121.30,39.05,49330,7105,1280113.50,25.95,212710,30784,2935398.00,13.80
1038,07/04/2016,15,35,5,20,34,3,,13,0,0,0.00,0.00,6,2,278563.80,46427.30,38,6,291420.10,7668.95,920,119,162840.00,177.00,2050,272,124332.50,60.65,29022,3959,1083971.70,37.35,36994,5272,972942.20,26.30,168626,22632,2225863.20,13.20
1037,31/03/2016,32,20,19,23,34,31,,11,0,0,0.00,0.00,3,0,221549.85,73849.95,36,6,231775.20,6438.20,761,105,129522.20,170.20,1511,204,98819.40,65.40,22615,3287,862762.25,38.15,29152,3902,773985.60,26.55,132161,18866,1770957.40,13.40
1036,24/03/2016,16,17,32,2,7,25,,14,1,0,30000000.00,30000000.00,10,3,599038.00,59903.80,97,10,626687.90,6460.70,1907,226,350220.55,183.65,4191,640,267176.25,63.75,57711,9010,2331524.40,40.40,80668,12825,2093334.60,25.95,336394,51422,4793614.50,14.25
1035,17/03/2016,36,34,7,15,6,29,,19,0,0,0.00,0.00,9,1,452232.90,50248.10,51,6,473104.05,9276.55,1188,163,264389.40,222.55,2891,419,201791.80,69.80,44075,6476,1760796.25,39.95,54472,8093,1579688.00,29.00,266531,37259,3611495.05,13.55
1034,10/03/2016,31,33,6,4,22,20,,18,0,0,0.00,0.00,2,0,359911.50,179955.75,50,6,376522.50,7530.45,902,98,210391.50,233.25,2398,335,160546.10,66.95,34557,4819,1401286.35,40.55,45868,6272,1256783.20,27.40,204053,27898,2877147.30,14.10
1033,03/03/2016,20,25,27,19,9,32,,5,0,0,0.00,0.00,3,0,322396.80,107465.60,46,5,337276.60,7332.10,837,120,188492.40,225.20,2115,270,143820.00,68.00,32431,4348,1255079.70,38.70,40885,5829,1126381.75,27.55,190700,25901,2574450.00,13.50
1032,25/02/2016,14,38,13,32,15,9,,2,0,0,0.00,0.00,2,0,259438.70,129719.35,34,3,271413.50,7982.75,620,108,151683.00,244.65,1443,194,115728.60,80.20,21969,2978,1009475.55,45.95,29003,4115,906343.75,31.25,135934,18429,2072993.50,15.25
1031,18/02/2016,20,16,12,29,9,18,,17,0,0,0.00,0.00,0,0,0.00,0.00,37,2,450415.80,12173.40,836,108,128702.20,153.95,1428,185,98246.40,68.80,21852,2992,856598.40,39.20,30949,4029,769082.65,24.85,124483,16240,1761434.45,14.15
1030,11/02/2016,1,8,21,30,22,33,,5,1,0,25000000.00,25000000.00,7,1,539174.30,77024.90,102,14,564060.00,5530.00,1636,183,315175.40,192.65,3892,512,240525.60,61.80,54042,7041,2099531.70,38.85,74433,10082,1883154.90,25.30,315842,41403,4311243.30,13.65
1029,04/02/2016,20,6,18,17,36,10,,2,0,0,0.00,0.00,8,4,389434.40,48679.30,61,4,407406.80,6678.80,1136,136,227654.40,200.40,2619,352,173770.65,66.35,36860,5209,1514946.00,41.10,52041,6992,1360872.15,26.15,217140,30139,3115959.00,14.35
1028,28/01/2016,29,17,33,31,2,9,,9,0,0,0.00,0.00,2,0,329386.00,164693.00,58,13,344589.60,5941.20,1015,176,192545.50,189.70,2289,301,146953.80,64.20,33829,4843,1282119.10,37.90,41546,5483,1150824.20,27.70,195815,27104,2633711.75,13.45
1027,21/01/2016,23,22,19,20,26,36,,14,0,0,0.00,0.00,2,0,261033.20,130516.60,48,5,273081.60,5689.20,861,124,152612.25,177.25,1915,287,116432.00,60.80,26519,3612,1015677.70,38.30,36569,5506,912396.55,24.95,152314,21212,2086701.80,13.70
1026,14/01/2016,23,34,12,19,37,36,,20,0,0,0.00,0.00,0,0,0.00,0.00,41,3,472568.05,11526.05,700,104,135030.00,192.90,1617,222,103002.90,63.70,23679,3256,898618.05,37.95,29055,4125,806276.25,27.75,138331,19088,1846718.85,13.35
1025,07/01/2016,18,23,34,14,4,20,,18,1,0,70000000.00,70000000.00,14,1,1582834.40,113059.60,302,45,1655881.10,5483.05,5337,737,925435.80,173.40,11422,1735,706450.70,61.85,158286,23197,6157325.40,38.90,218142,31566,5529899.70,25.35,910795,133714,12660050.50,13.90
1024,31/12/2015,34,17,20,26,37,33,,17,0,0,0.00,0.00,8,0,1048126.00,131015.75,168,21,1096502.40,6526.80,3143,457,612727.85,194.95,7116,982,467521.20,65.70,102634,14861,4079701.50,39.75,131418,18769,3659991.30,27.85,592454,86190,8383224.10,14.15
1023,24/12/2015,38,15,32,26,1,8,,19,0,0,0.00,0.00,8,2,840932.00,105116.50,150,24,879742.50,5864.95,2622,370,491625.00,187.50,5591,825,375156.10,67.10,81401,12679,3272320.20,40.20,107532,16469,2935623.60,27.30,480804,73678,6731256.00,14.00
1022,17/12/2015,40,32,7,9,2,23,,9,0,0,0.00,0.00,5,0,514790.25,102958.05,110,13,538549.00,4895.90,1825,217,300942.50,164.90,3657,499,229659.60,62.80,52372,7254,2003229.00,38.25,69066,9181,1799169.30,26.05,301640,42370,4117386.00,13.65
1021,10/12/2015,28,14,10,18,35,17,,9,0,0,0.00,0.00,3,0,390235.20,130078.40,63,7,408246.30,6480.10,1190,161,228123.00,191.70,2783,460,174076.65,62.55,38471,5572,1519604.50,39.50,53464,7666,1363332.00,25.50,222200,31795,3121910.00,14.05
1020,03/12/2015,11,7,2,21,19,25,,16,0,0,0.00,0.00,9,0,356282.10,39586.90,86,12,372724.00,4334.00,1716,188,208322.40,121.40,2789,399,158973.00,57.00,36752,4911,1387388.00,37.75,58577,7864,1244761.25,21.25,204463,28693,2852258.85,13.95
1019,26/11/2015,8,33,3,17,19,4,,9,0,0,0.00,0.00,2,0,274158.60,137079.30,47,7,286812.80,6102.40,1063,175,160300.40,150.80,2015,282,122310.50,60.70,29468,4256,1066741.60,36.20,39740,5583,957734.00,24.10,167779,23444,2189515.95,13.05
1018,19/11/2015,38,23,13,16,5,2,,18,0,0,0.00,0.00,2,1,227338.40,113669.20,30,4,237831.00,7927.70,638,99,132895.40,208.30,1662,214,101465.10,61.05,22883,3151,884427.95,38.65,30686,4264,793233.10,25.85,129892,18409,1818488.00,14.00
1017,12/11/2015,3,15,19,26,35,1,,18,3,1,70000000.02,23333333.34,10,1,1604030.50,160403.05,270,37,1678063.50,6215.05,5509,737,937631.80,170.20,10881,1585,715425.75,65.75,155992,22449,6239680.00,40.00,211396,30034,5601994.00,26.50,915021,130746,12810294.00,14.00
1016,05/11/2015,17,13,19,31,20,24,,19,0,0,0.00,0.00,12,0,945548.40,78795.70,152,27,989185.60,6507.80,2824,441,552798.00,195.75,6707,996,421870.30,62.90,98188,13880,3682050.00,37.50,121354,18294,3300828.80,27.20,569253,78750,7571064.90,13.30
1015,29/10/2015,10,26,4,34,23,24,,5,0,0,0.00,0.00,8,3,562307.60,70288.45,118,21,588259.50,4985.25,2150,346,328735.00,152.90,3890,520,250905.00,64.50,56167,7556,2187704.65,38.95,77418,10740,1962546.30,25.35,326479,43203,4505410.20,13.80
1014,22/10/2015,12,9,31,18,38,35,,10,0,0,0.00,0.00,5,2,376292.50,75258.50,61,11,393660.45,6453.45,1230,159,219985.50,178.85,2334,349,167931.30,71.95,35304,4791,1465116.00,41.50,45861,6451,1313917.65,28.65,211704,28816,3006196.80,14.20
1013,15/10/2015,23,6,20,13,7,29,,18,0,0,0.00,0.00,3,0,325672.05,108557.35,64,10,340704.00,5323.50,1226,235,190397.80,155.30,2432,332,145312.00,59.75,33432,4719,1267072.80,37.90,49710,6754,1138359.00,22.90,189017,27058,2608434.60,13.80
1012,08/10/2015,35,6,27,20,5,13,,3,0,0,0.00,0.00,5,2,245034.25,49006.85,55,2,256344.00,4660.80,1042,148,143275.00,137.50,1733,237,109352.30,63.10,24450,3497,953550.00,39.00,34693,5009,855182.45,24.65,142826,20683,1956716.20,13.70
1011,01/10/2015,17,3,16,5,27,40,,18,0,0,0.00,0.00,2,1,194699.30,97349.65,20,5,203685.00,10184.25,566,78,113822.60,201.10,1345,183,86887.00,64.60,19100,2823,758270.00,39.70,27594,3731,680192.10,24.65,111001,15554,1559564.05,14.05
1010,24/09/2015,15,39,7,34,21,16,,5,1,1,6000000.00,6000000.00,4,1,239290.40,59822.60,38,10,250334.50,6587.75,741,147,139900.80,188.80,1530,217,106794.00,69.80,22154,3012,931575.70,42.05,30867,4325,834952.35,27.05,136125,18331,1912556.25,14.05
1009,17/09/2015,7,16,21,40,39,38,,10,0,0,0.00,0.00,0,0,0.00,0.00,33,3,413618.70,12533.90,573,79,118181.25,206.25,1285,186,90207.00,70.20,18870,2588,786879.00,41.70,24403,3537,706466.85,28.95,112930,16340,1614899.00,14.30
1008,10/09/2015,15,24,38,29,11,12,,15,1,0,15000000.00,15000000.00,9,1,428204.25,47578.25,52,11,447967.00,8614.75,1310,242,250341.00,191.10,3026,416,191091.90,63.15,44087,6203,1666488.60,37.80,55197,7658,1495838.70,27.10,255783,35998,3427492.20,13.40
1007,03/09/2015,3,15,32,33,21,30,,17,0,0,0.00,0.00,3,1,309019.50,103006.50,44,5,323281.20,7347.30,925,116,180652.50,195.30,1954,285,137854.70,70.55,29014,4133,1202630.30,41.45,39188,5431,1079629.40,27.55,168890,24004,2474238.50,14.65
1006,27/08/2015,6,5,23,11,2,28,,14,0,0,0.00,0.00,7,1,255187.80,36455.40,55,9,266964.50,4853.90,1105,147,149175.00,135.00,2050,320,113877.50,55.55,27232,3968,992606.40,36.45,41623,5724,890732.20,21.40,150601,21955,2040643.55,13.55
1005,20/08/2015,17,20,33,3,19,2,,1,0,0,0.00,0.00,2,0,209311.60,104655.80,37,5,218971.55,5918.15,597,76,122355.15,204.95,1357,201,93361.60,68.80,18796,2576,814806.60,43.35,27101,3755,730371.95,26.95,112517,15598,1676503.30,14.90
1004,13/08/2015,5,11,26,1,12,39,,14,1,1,10000000.00,10000000.00,1,0,310438.80,310438.80,57,11,324766.05,5697.65,1031,151,181507.55,176.05,2295,332,138503.25,60.35,31701,4346,1207808.10,38.10,42382,5689,1084979.20,25.60,184813,25919,2485734.85,13.45
1003,06/08/2015,26,16,17,25,7,5,,17,0,0,0.00,0.00,6,2,238995.30,39832.55,44,10,250025.60,5682.40,892,109,139731.80,156.65,1890,286,106596.00,56.40,25708,3674,930629.60,36.20,34025,4704,835313.75,24.55,143037,19988,1909543.95,13.35
1002,30/07/2015,7,20,3,21,36,1,,19,0,0,0.00,0.00,4,1,200707.80,50176.95,32,1,209971.20,6561.60,672,112,117331.20,174.60,1545,203,89532.75,57.95,20835,2768,781312.50,37.50,28886,3929,700485.50,24.25,118388,16131,1604157.40,13.55
1001,23/07/2015,3,9,27,32,25,21,,18,1,1,50000000.00,50000000.00,14,2,1045914.80,74708.20,169,17,1094190.50,6474.50,3354,364,611434.20,182.30,7438,1054,466734.50,62.75,103954,14048,4069799.10,39.15,140354,17681,3649204.00,26.00,600589,79765,8378216.55,13.95
1000,16/07/2015,18,39,2,5,25,11,,2,0,0,0.00,0.00,9,3,678431.70,75381.30,123,16,709746.90,5770.30,2168,342,396635.60,182.95,4877,680,302617.85,62.05,68268,8803,2641971.60,38.70,89318,11932,2371392.90,26.55,392038,50030,5429726.30,13.85
999,09/07/2015,19,17,35,27,2,24,,11,0,0,0.00,0.00,5,2,430885.00,86177.00,76,12,450771.20,5931.20,1412,167,251900.80,178.40,3087,413,192165.75,62.25,45006,6222,1676473.50,37.25,55556,7176,1505567.60,27.10,261431,35484,3450889.20,13.20
998,02/07/2015,17,7,39,26,23,37,,12,0,0,0.00,0.00,9,1,375957.90,41773.10,65,3,393308.50,6050.90,1232,142,219788.80,178.40,2731,354,167683.40,61.40,38384,5185,1462430.40,38.10,50953,7225,1312039.75,25.75,221612,30878,3002842.60,13.55
997,25/06/2015,24,26,37,25,1,4,,19,0,0,0.00,0.00,2,1,258572.60,129286.30,37,4,270507.00,7311.00,734,85,151167.30,205.95,1710,247,115339.50,67.45,24893,3563,1006921.85,40.45,31779,4463,902523.60,28.40,147009,20215,2065476.45,14.05
996,18/06/2015,37,22,25,15,10,34,,19,0,0,0.00,0.00,1,0,201373.25,201373.25,27,7,210667.50,7802.50,644,117,117723.20,182.80,1330,175,89841.50,67.55,19062,2554,783448.20,41.10,24757,3269,703098.80,28.40,113444,14972,1610904.80,14.20
995,11/06/2015,14,32,16,18,35,17,,1,2,0,6014570.08,3007285.04,3,0,264825.60,88275.20,41,6,277049.30,6757.30,628,67,154833.40,246.55,1514,231,118167.70,78.05,22524,3168,1030473.00,45.75,30906,4485,924089.40,29.90,135002,18842,2119531.40,15.70
994,04/06/2015,4,8,33,21,3,16,,8,0,0,0.00,0.00,5,2,223755.00,44751.00,47,17,234081.15,4980.45,859,198,130825.70,152.30,1847,274,99830.35,54.05,25766,3508,870890.80,33.80,32462,4748,780711.10,24.05,140362,19459,1789615.50,12.75
993,28/05/2015,39,26,31,25,37,29,,2,1,0,50000000.00,50000000.00,9,1,1076427.90,119603.10,168,31,1126112.40,6703.05,3689,452,629343.40,170.60,6992,983,480350.40,68.70,101930,15095,4189323.00,41.10,141566,20603,3758577.30,26.55,595964,89959,8611679.80,14.45
992,21/05/2015,13,35,6,40,31,14,,16,0,0,0.00,0.00,6,1,604675.50,100779.25,90,12,632583.00,7028.70,1597,220,353495.95,221.35,3818,553,269741.70,70.65,56253,7477,2354188.05,41.85,74792,10136,2112874.00,28.25,335777,44949,4835188.80,14.40
991,14/05/2015,5,31,38,29,13,27,,1,0,0,0.00,0.00,3,1,378636.90,126212.30,65,9,396113.25,6094.05,1557,202,221327.55,142.15,2641,354,168891.95,63.95,35419,4698,1473430.40,41.60,56073,7164,1323322.80,23.60,207323,27674,3026915.80,14.60
990,07/05/2015,33,19,20,10,32,22,,12,0,0,0.00,0.00,0,0,0.00,0.00,31,3,608674.15,19634.65,760,89,173888.00,228.80,1954,307,132676.60,67.90,30167,3993,1158412.80,38.40,36403,5083,1039305.65,28.55,178948,24059,2380008.40,13.30
989,30/04/2015,15,37,6,18,35,24,,15,0,0,0.00,0.00,3,1,242901.90,80967.30,36,10,254113.20,7058.70,656,81,141991.20,216.45,1633,218,108349.55,66.35,23818,3315,945574.60,39.70,28882,3655,847686.70,29.35,137849,19416,1943670.90,14.10
988,23/04/2015,32,9,34,2,27,25,,8,0,0,0.00,0.00,0,0,0.00,0.00,30,6,420427.50,14014.25,520,48,120120.00,231.00,1270,183,91694.00,72.20,19306,2864,800233.70,41.45,24231,3489,717237.60,29.60,117559,16643,1645826.00,14.00
987,16/04/2015,29,18,6,27,8,25,,2,2,0,6000000.00,3000000.00,5,0,251055.75,50211.15,48,5,262644.00,5471.75,910,117,146783.00,161.30,1704,181,112038.00,65.75,24901,3450,977364.25,39.25,35200,4964,876480.00,24.90,141994,19580,2009215.10,14.15
986,09/04/2015,37,6,9,17,30,23,,11,0,0,0.00,0.00,4,0,196641.60,49160.40,37,5,205718.15,5559.95,686,95,114973.60,167.60,1350,192,87750.00,65.00,20082,2831,765124.20,38.10,25317,3494,687356.55,27.15,120938,17522,1572194.00,13.00
