Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount
2699,27/02/2008,44,3,32,7,28,16,18,36,1,0,1500000,1500000,12,2,45959.4,3829.95,192,26,84460.8,439.9,10763,1319,210954.8,19.6,27106,3280,279191.8,10.3
2697,20/02/2008,13,16,43,3,5,32,2,45,4,1,1500000,375000,7,2,44855.65,6407.95,177,26,82437.75,465.75,9457,1428,206162.6,21.8,20935,3404,273201.75,13.05
2695,13/02/2008,20,38,24,1,10,43,35,9,2,0,1500000,750000,7,3,43060.5,6151.5,235,20,79136.25,336.75,8807,1253,197717.15,22.45,20943,2881,261787.5,12.5
2693,06/02/2008,31,17,34,42,29,15,3,45,2,0,1500000,750000,10,2,43572,4357.2,149,16,80080.05,537.45,8006,1222,200150,25,18781,3081,264812.1,14.1
2691,30/01/2008,34,28,43,40,33,27,8,17,1,0,2000000,2000000,7,1,44083.55,6297.65,165,32,81015,491,8205,1490,202663.5,24.7,20969,3569,268403.2,12.8
2689,23/01/2008,6,29,21,39,44,10,22,5,0,0,0,0,11,3,41976,3816,171,27,77146.65,451.15,9413,1292,192966.5,20.5,23762,3254,255441.5,10.75
2687,16/01/2008,33,40,18,15,16,7,32,43,2,1,2000000,1000000,2,0,44408.5,22204.25,139,19,81613.85,587.15,8696,1318,203921.2,23.45,20468,3167,270177.6,13.2
2685,09/01/2008,1,32,24,27,7,26,44,21,0,0,0,0,6,1,41528.4,6921.4,140,18,76321,545.15,9130,1151,190817,20.9,23833,3046,252629.8,10.6
2683,02/01/2008,1,9,45,37,29,32,16,30,0,0,0,0,7,0,42802.9,6114.7,113,30,78664.95,696.15,6757,1197,196628.7,29.1,17356,2695,260340,15
2681,26/12/2007,17,34,37,22,31,43,30,14,1,0,750000,750000,7,1,34357.05,4908.15,155,16,63139.25,407.35,7198,820,157996.1,21.95,16168,2056,208567.2,12.9
2679,19/12/2007,21,34,38,43,42,25,27,32,0,0,0,0,10,3,43706,4370.6,127,18,80327.5,632.5,7895,1131,200927.75,25.45,22159,3183,265908,12
2677,12/12/2007,11,2,7,37,43,18,14,42,0,0,0,0,12,1,43653,3637.75,200,27,80230,401.15,11218,1314,200802.2,17.9,24503,3072,265857.55,10.85
2675,05/12/2007,21,22,7,43,33,12,20,35,2,0,1500000,750000,5,1,43291.75,8658.35,166,25,79563.8,479.3,10273,1394,198782.55,19.35,22590,3036,263173.5,11.65
2673,28/11/2007,38,19,21,23,8,9,27,31,1,0,750000,750000,18,7,46386,2577,229,36,85245.25,372.25,11701,1394,212958.2,18.2,29214,3388,281915.1,9.65
2671,21/11/2007,23,7,32,8,36,29,6,26,0,0,0,0,9,2,44190.9,4910.1,177,31,81216.45,458.85,10405,1556,202897.5,19.5,26392,3598,269198.4,10.2
2669,14/11/2007,13,29,16,26,18,31,43,6,4,1,750000,187500,16,1,43293.6,2705.85,264,26,79569.6,301.4,11318,1337,199196.8,17.6,25807,3376,263231.4,10.2
2667,07/11/2007,20,37,21,29,4,27,32,24,2,0,2000000,1000000,17,3,45418.05,2671.65,222,20,83472,376,11502,1458,208761.3,18.15,24651,3690,276091.2,11.2
2665,31/10/2007,17,1,14,15,16,19,37,21,0,0,0,0,13,1,42253.25,3250.25,364,42,77659.4,213.35,10510,1354,193909.5,18.45,22355,3168,257082.5,11.5
2663,24/10/2007,3,24,14,41,10,25,28,4,2,0,750000,375000,11,0,42274.65,3843.15,185,19,77690.75,419.95,8896,1227,194377.6,21.85,23667,3291,256786.95,10.85
2661,17/10/2007,13,6,26,12,35,11,10,45,0,0,0,0,7,0,42686.7,6098.1,204,27,78448.2,384.55,10671,1286,196346.4,18.4,24241,3331,259378.7,10.7
2659,10/10/2007,24,42,39,3,25,14,23,26,1,0,2000000,2000000,9,3,43010.55,4778.95,158,18,79047.4,500.3,7823,1139,197530.75,25.25,20657,2998,261311.05,12.65
2657,03/10/2007,20,17,18,6,45,11,2,14,0,0,0,0,13,5,40929.85,3148.45,140,21,75222,537.3,7531,1130,187898.45,24.95,22878,3240,249370.2,10.9
2655,26/09/2007,45,41,31,13,27,18,20,3,2,1,2000000,1000000,12,2,46868.4,3905.7,179,31,86134.8,481.2,8921,1475,215442.15,24.15,26305,3873,285409.25,10.85
2653,19/09/2007,39,4,8,20,45,30,10,16,0,0,0,0,11,3,43727.75,3975.25,142,18,80364.9,565.95,7982,1116,200747.3,25.15,25703,4692,266026.05,10.35
2651,12/09/2007,23,34,12,45,10,11,30,29,0,0,0,0,6,1,42515.4,7085.9,128,23,78137.6,610.45,7917,1269,195154.05,24.65,22722,3203,259030.8,11.4
2649,05/09/2007,40,29,3,35,10,34,9,24,0,0,0,0,7,1,44630.6,6375.8,146,20,82022.8,561.8,8868,1286,204850.8,23.1,22410,3322,271161,12.1
2647,29/08/2007,17,28,31,1,35,21,10,2,2,0,1500000,750000,13,0,44903.95,3454.15,180,20,82530,458.5,10579,1267,206290.5,19.5,26178,3330,273560.1,10.45
2645,22/08/2007,45,38,23,11,13,30,34,27,1,0,750000,750000,6,2,44778.3,7463.05,127,28,82296,648,8555,1391,205747.75,24.05,25071,3632,272020.35,10.85
2643,15/08/2007,12,31,23,41,19,8,7,37,0,0,0,0,9,1,44286.3,4920.7,194,23,81392.7,419.55,9978,1408,203551.2,20.4,26466,3493,269953.2,10.2
2641,08/08/2007,13,4,41,26,31,2,14,5,1,0,1500000,1500000,11,3,45708.3,4155.3,179,22,84004.7,469.3,10025,1337,210023.75,20.95,25821,3436,277575.75,10.75
2639,01/08/2007,45,18,17,19,32,3,28,16,1,0,1500000,1500000,7,0,47479.6,6782.8,136,24,87257.6,641.6,8247,1286,218133.15,26.45,23786,3632,288999.9,12.15
2637,25/07/2007,4,35,15,41,42,30,19,38,2,1,2000000,1000000,17,2,46118.45,2712.85,155,25,84761.75,546.85,7844,1162,211788,27,22406,3136,280075,12.5
2635,18/07/2007,2,24,5,41,4,16,26,7,0,0,0,0,7,1,41602.4,5943.2,161,26,76458.9,474.9,8325,1019,191058.75,22.95,25492,3188,252370.8,9.9
2633,11/07/2007,2,16,4,19,35,14,17,43,1,1,2528610.4,2528610.4,6,0,45085.2,7514.2,191,27,82855.8,433.8,11006,1335,206912.8,18.8,23070,2980,274533,11.9
2631,04/07/2007,28,2,40,33,36,25,44,19,0,0,0,0,10,2,43848,4384.8,173,30,80583.4,465.8,8266,1119,201277.1,24.35,22561,2803,266219.8,11.8
2629,27/06/2007,43,11,38,1,31,36,25,26,1,0,750000,750000,6,1,47918.7,7986.45,161,21,88067,547,9464,1180,220038,23.25,24526,2918,291859.4,11.9
2627,20/06/2007,25,39,6,21,38,44,36,30,0,0,0,0,7,0,43705.9,6243.7,126,11,80325,637.5,8117,1062,200895.75,24.75,20898,2591,265404.6,12.7
2625,13/06/2007,35,9,14,5,23,6,19,17,3,1,2500000.02,833333.34,17,4,42883.35,2522.55,213,22,78810,370,10949,1347,197082,18,30501,3801,260783.55,8.55
2623,06/06/2007,4,24,3,5,14,2,38,23,0,0,0,0,15,0,43459.5,2897.3,289,37,79865.15,276.35,15415,1581,199624.25,12.95,24406,2969,264805.1,10.85
2621,30/05/2007,2,27,28,14,12,31,30,33,1,0,2000000,2000000,14,2,46949.7,3353.55,249,25,86290.95,346.55,12186,1282,215692.2,17.7,26166,3259,285209.4,10.9
2619,23/05/2007,31,14,15,10,37,40,18,19,0,0,0,0,3,0,42077.55,14025.85,126,21,77332.5,613.75,7526,857,193418.2,25.7,22229,2754,255633.5,11.5
2617,16/05/2007,5,13,35,45,19,17,27,41,2,1,750000,375000,12,1,43591.2,3632.6,168,27,80110.8,476.85,9633,1277,200366.4,20.8,23626,3154,264611.2,11.2
2615,09/05/2007,45,20,43,15,28,5,24,4,0,0,0,0,4,0,42290.4,10572.6,153,13,77724,508,8180,1112,194275,23.75,19013,2588,257626.15,13.55
2613,02/05/2007,32,12,43,28,36,22,7,11,1,1,750000,750000,21,2,43380.75,2065.75,215,24,79722,370.8,10920,1190,199290,18.25,26327,3309,263270,10
2611,25/04/2007,10,32,2,16,24,12,34,22,0,0,0,0,11,0,38403.75,3491.25,219,17,70583.7,322.3,10224,1035,176364,17.25,25141,2427,233811.3,9.3
2609,18/04/2007,33,37,15,17,10,44,24,11,2,0,2530387.78,1265193.89,11,0,49474.15,4497.65,170,16,90924.5,534.85,9301,1353,227409.45,24.45,24918,3535,300261.9,12.05
2607,11/04/2007,33,10,39,22,30,6,40,41,0,0,0,0,7,2,43041.95,6148.85,185,23,79106,427.6,8885,1037,197691.25,22.25,20364,2609,261677.4,12.85
2605,04/04/2007,41,20,5,22,24,34,19,11,1,1,750000,750000,7,0,44123.45,6303.35,133,22,81090.1,609.7,7716,950,202545,26.25,24224,2774,268886.4,11.1
2603,28/03/2007,16,2,37,18,1,32,30,26,2,1,750000,375000,8,1,42387.6,5298.45,148,20,77899.8,526.35,7985,1096,194834,24.4,20619,2451,257737.5,12.5
2601,21/03/2007,45,39,10,3,34,26,17,6,1,1,2000000,2000000,8,2,45604.4,5700.55,176,57,83811.2,476.2,7720,1138,209598,27.15,21606,2955,277637.1,12.85
2599,14/03/2007,24,36,38,17,7,10,41,5,0,0,0,0,6,0,43412.1,7235.35,183,24,79788,436,9513,1038,199297.35,20.95,21884,2611,263702.2,12.05
2597,07/03/2007,42,5,30,8,34,38,11,23,0,0,0,0,10,0,45155.5,4515.55,134,21,82986.2,619.3,8284,1072,207514.2,25.05,24329,2740,274917.7,11.3
2595,28/02/2007,31,7,34,10,11,14,28,9,0,0,0,0,7,3,43389.85,6198.55,194,17,79743.7,411.05,10966,980,199581.2,18.2,30529,2695,264075.85,8.65
2593,21/02/2007,4,21,27,35,13,42,28,38,5,1,2504347.9,500869.58,21,2,44576.7,2122.7,289,53,81931.5,283.5,11665,1356,204720.75,17.55,31144,3069,270952.8,8.7
2591,14/02/2007,44,19,43,21,34,20,27,37,0,0,0,0,7,2,43105.65,6157.95,189,28,79219.35,419.15,8056,993,198177.6,24.6,22395,2945,262021.5,11.7
2589,07/02/2007,18,20,40,24,31,45,17,8,3,0,750000,250000,3,0,42256.35,14085.45,123,15,77662.2,631.4,6334,806,194137.1,30.65,19250,2420,256987.5,13.35
2587,31/01/2007,32,19,22,34,5,42,13,6,1,0,1500000,1500000,10,2,43223,4322.3,178,8,79441.4,446.3,8984,1020,198546.4,22.1,23026,2774,262496.4,11.4
2585,24/01/2007,43,30,29,2,10,13,45,41,1,0,750000,750000,11,2,42546.9,3867.9,219,28,78193.95,357.05,9807,1189,195649.65,19.95,16999,2431,258384.8,15.2
2583,17/01/2007,25,18,20,1,34,35,37,27,1,0,750000,750000,8,3,45732,5716.5,163,18,84050.95,515.65,8803,994,209951.55,23.85,22472,2460,278652.8,12.4
2581,10/01/2007,5,9,1,34,19,26,30,38,0,0,0,0,12,1,43736.4,3644.7,232,24,80376.4,346.45,11892,1301,200974.8,16.9,25609,2605,266333.6,10.4
2579,03/01/2007,39,34,22,10,5,31,40,16,3,0,750000,250000,15,0,43097.25,2873.15,197,13,79203.85,402.05,9158,1030,197812.8,21.6,21140,2422,262136,12.4
2577,27/12/2006,13,32,26,5,37,4,2,10,2,0,1500000,750000,12,0,38318.4,3193.2,188,22,70424.8,374.6,8351,881,176206.1,21.1,22509,2377,232968.15,10.35
2575,20/12/2006,11,18,44,45,24,31,29,5,1,0,2000000,2000000,7,0,42829.5,6118.5,111,14,78715.65,709.15,6727,929,196764.75,29.25,20229,2611,260954.1,12.9
2573,13/12/2006,9,6,37,24,18,14,16,27,0,0,0,0,11,0,42055.75,3823.25,193,13,77296.5,400.5,9853,973,193118.8,19.6,27335,2772,255582.25,9.35
2571,06/12/2006,25,24,9,28,3,22,44,16,0,0,0,0,12,0,43498.2,3624.85,203,17,79941.4,393.8,10941,1133,199673.25,18.25,24518,2613,264794.4,10.8
2569,29/11/2006,34,30,19,13,24,44,35,3,2,0,1500000,750000,21,0,46985.4,2237.4,290,22,86347.5,297.75,10939,1102,216045.25,19.75,25894,2564,286128.7,11.05
2567,22/11/2006,3,37,32,34,1,8,10,17,2,0,750000,375000,9,2,46401.75,5155.75,150,16,85282.5,568.55,8315,998,213279.75,25.65,24257,2471,282594.05,11.65
2565,15/11/2006,38,30,31,32,20,39,6,8,1,0,750000,750000,8,2,43050,5381.25,277,22,79125.05,285.65,8531,965,197919.2,23.2,19049,2269,261923.75,13.75
2563,08/11/2006,11,1,17,20,29,14,5,6,2,1,750000,375000,24,0,43711.2,1821.3,319,45,80340.15,251.85,13007,1298,200958.15,15.45,34299,3062,265817.25,7.75
2561,01/11/2006,44,38,25,16,45,18,10,20,0,0,0,0,8,1,45955.2,5744.4,134,24,84460.2,630.3,7168,961,211097.6,29.45,19195,2415,279287.25,14.55
2559,25/10/2006,23,16,8,30,45,22,4,44,0,0,0,0,12,0,42720.6,3560.05,149,21,78515.55,526.95,8061,1015,196285.35,24.35,20707,2370,259872.85,12.55
2557,18/10/2006,3,21,25,45,22,27,38,37,1,0,750000,750000,7,0,43356.95,6193.85,149,31,79685.2,534.8,8507,1204,199063.8,23.4,21900,2649,263895,12.05
2555,11/10/2006,16,4,24,45,23,42,43,13,0,0,0,0,3,0,43131.75,14377.25,88,15,79270.4,900.8,6703,952,198073.65,29.55,17553,2443,262417.35,14.95
2553,04/10/2006,27,5,30,36,10,20,32,11,1,0,1500000,1500000,19,0,42731,2249,449,26,78530.1,174.9,17310,1402,196468.5,11.35,28437,2750,260198.55,9.15
2551,27/09/2006,29,4,23,31,21,26,32,42,3,0,2000000.01,666666.67,6,0,44034.9,7339.15,255,26,80924.25,317.35,11632,1298,202396.8,17.4,21418,2676,267725,12.5
2549,20/09/2006,3,43,20,39,5,10,7,44,0,0,0,0,8,1,42992.8,5374.1,143,25,79014.65,552.55,9302,965,197667.5,21.25,23745,2367,261195,11
2547,13/09/2006,21,29,20,24,13,33,9,36,0,0,0,0,11,0,42303.25,3845.75,172,16,77744,452,9677,986,194507.7,20.1,24833,2602,257021.55,10.35
2545,06/09/2006,45,18,11,26,38,40,3,36,0,0,0,0,6,3,44282.7,7380.45,140,9,81382,581.3,7177,939,203467.95,28.35,20785,2732,269165.75,12.95
2543,30/08/2006,41,44,18,21,31,10,38,32,0,0,0,0,7,1,43560.3,6222.9,146,11,80059.1,548.35,8553,994,200140.2,23.4,19126,2183,264895.1,13.85
2541,23/08/2006,11,34,7,24,1,6,30,12,0,0,0,0,14,3,44751.7,3196.55,262,30,82241.8,313.9,11977,1199,205405.55,17.15,29168,2971,272720.8,9.35
2539,16/08/2006,22,6,2,13,14,41,25,36,0,0,0,0,9,0,43893,4877,192,28,80668.8,420.15,9686,1105,201468.8,20.8,24047,2700,266921.7,11.1
2537,09/08/2006,12,2,22,19,14,45,21,15,0,0,0,0,6,1,43470,7245,172,33,79894,464.5,9422,1127,199746.4,21.2,23329,2963,264784.15,11.35
2535,02/08/2006,16,28,35,1,21,18,42,13,2,1,750000,375000,18,0,44731.8,2485.1,220,14,82214,373.7,10755,1071,205420.5,19.1,30444,2757,272473.8,8.95
2533,26/07/2006,40,12,41,6,2,35,29,27,0,0,0,0,7,0,43789.2,6255.6,129,26,80476.65,623.85,7860,994,201216,25.6,22829,2552,265957.85,11.65
2531,19/07/2006,6,38,37,1,25,33,2,21,0,0,0,0,8,0,43334.4,5416.8,171,16,79643.25,465.75,7652,861,198952,26,20845,2092,263689.25,12.65
2529,12/07/2006,16,14,29,32,17,26,37,3,1,1,750000,750000,6,1,43512.6,7252.1,193,19,79969.55,414.35,9387,954,199943.1,21.3,23706,2446,264321.9,11.15
2527,05/07/2006,1,39,22,16,4,38,31,34,1,0,750000,750000,9,1,43331.4,4814.6,148,20,79638.8,538.1,7871,820,199136.3,25.3,19537,2192,263749.5,13.5
2525,28/06/2006,36,9,4,10,35,37,33,14,0,0,1468950.27,0,9,2,51300,5700,194,19,94284,486,9674,906,235561.9,24.35,25743,2439,311490.3,12.1
2523,21/06/2006,21,8,41,5,35,2,3,10,1,0,1500000,1500000,9,0,43759.35,4862.15,212,28,80422.2,379.35,9552,1076,201069.6,21.05,26716,2700,265824.2,9.95
2521,14/06/2006,22,17,15,5,32,24,30,35,1,0,750000,750000,15,2,45998.25,3066.55,178,17,84541.1,474.95,10311,1037,211375.5,20.5,25047,2386,279274.05,11.15
2519,07/06/2006,12,8,2,25,44,16,29,20,0,0,0,0,16,1,45172.8,2823.3,217,13,83024.2,382.6,11474,1066,207679.4,18.1,28708,2778,274161.4,9.55
2517,31/05/2006,16,14,34,45,9,6,41,4,0,0,0,0,6,2,43516.8,7252.8,112,23,79979.2,714.1,6918,872,199930.2,28.9,18846,2265,264786.3,14.05
2515,24/05/2006,17,28,32,39,15,18,12,36,1,0,3500000,3500000,11,1,48814.15,4437.65,193,25,89716.05,464.85,10155,1056,224425.5,22.1,26759,2843,297024.9,11.1
2513,17/05/2006,34,25,44,7,37,27,18,20,0,0,0,0,13,0,47756.15,3673.55,308,21,87764.6,284.95,11884,1006,219259.8,18.45,27159,2571,290601.3,10.7
2511,10/05/2006,6,26,10,9,7,23,2,30,2,0,1750000,875000,26,1,43895.8,1688.3,292,16,80679.6,276.3,14223,1024,201966.6,14.2,34693,2636,267136.1,7.7
2509,03/05/2006,10,7,18,4,33,40,44,13,1,0,750000,750000,15,1,44164.5,2944.3,211,12,81171.7,384.7,10953,816,203178.15,18.55,27344,2085,267971.2,9.8
