Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
1186,08/11/2016,42,5,7,36,22,2,13,23,18,0,0,0.00,0.00,6,0,176553.30,29425.55,109,10,363493.20,3334.80,670,86,186930.00,279.00,5109,621,218154.30,42.70,108102,14141,2491751.10,23.05,192998,25864,2798471.00,14.50
1185,01/11/2016,17,22,43,6,27,41,9,8,36,0,0,0.00,0.00,1,0,101271.85,101271.85,49,11,208499.90,4255.10,306,50,107222.40,350.40,2744,339,125126.40,45.60,63041,8838,1431030.70,22.70,114688,15399,1599897.60,13.95
1184,25/10/2016,20,8,37,33,5,34,36,40,17,0,0,0.00,0.00,4,0,76984.80,19246.20,35,5,158497.50,4528.50,205,20,81518.25,397.65,1757,248,95141.55,54.15,44986,5820,1086411.90,24.15,81657,10713,1216689.30,14.90
1183,18/10/2016,43,37,23,6,9,3,13,38,32,1,0,2000000.00,2000000.00,1,0,81158.45,81158.45,123,14,167089.35,1358.45,296,41,85928.80,290.30,3619,500,100246.30,27.70,59875,8132,1146606.25,19.15,84359,12044,1282256.80,15.20
1182,11/10/2016,25,3,8,38,18,21,27,23,35,2,0,15000000.00,7500000.00,10,0,167880.50,16788.05,102,7,345637.20,3388.60,694,76,177768.10,256.15,5239,653,207464.40,39.60,117093,15173,2371133.25,20.25,200059,26205,2660784.70,13.30
1181,04/10/2016,10,14,4,3,28,41,12,32,5,0,0,0.00,0.00,5,0,142423.50,28484.70,70,7,293226.50,4188.95,492,48,150798.00,306.50,4194,617,175938.30,41.95,94561,13207,2009421.25,21.25,163204,23400,2252215.20,13.80
1180,27/09/2016,45,13,32,36,3,26,21,31,14,0,0,0.00,0.00,4,1,104385.60,26096.40,77,9,214910.85,2791.05,352,43,110528.00,314.00,3230,363,128877.00,39.90,68127,8518,1474949.55,21.65,112642,14206,1650205.30,14.65
1179,20/09/2016,39,4,31,33,34,12,27,20,36,0,0,0.00,0.00,2,0,83761.80,41880.90,46,6,172451.70,3748.95,241,31,88688.00,368.00,2104,300,103516.80,49.20,48425,6783,1181570.00,24.40,90571,12159,1326865.15,14.65
1178,13/09/2016,42,19,30,29,1,3,44,28,23,1,0,10000000.00,10000000.00,2,0,171037.30,85518.65,82,11,352136.70,4294.35,489,67,181101.15,370.35,4403,624,211344.00,48.00,106554,14605,2413448.10,22.65,195564,26655,2708561.40,13.85
1177,06/09/2016,27,29,37,44,39,8,16,43,38,0,0,0.00,0.00,2,1,112506.40,56253.20,54,5,231630.30,4289.45,318,36,119122.80,374.60,3003,437,139038.90,46.30,68214,9034,1589386.20,23.30,116471,15969,1782006.30,15.30
1176,30/08/2016,16,33,27,9,12,43,22,15,31,0,0,0.00,0.00,3,0,83344.65,27781.55,48,3,171592.80,3574.85,302,38,88244.40,292.20,2436,316,102921.00,42.25,52626,7224,1176191.10,22.35,90252,12255,1317679.20,14.60
1175,23/08/2016,21,5,32,15,45,36,1,31,9,2,0,40000000.00,20000000.00,12,0,411588.60,34299.05,242,29,847387.20,3501.60,1365,215,435776.25,319.25,11660,1707,508376.00,43.60,256198,36932,5815694.60,22.70,455994,66631,6520714.20,14.30
1174,16/08/2016,24,36,9,11,44,27,20,10,31,0,0,0.00,0.00,8,1,312316.80,39039.60,176,19,643007.20,3653.45,980,153,330701.00,337.45,8865,1332,385627.50,43.50,200983,28024,4411576.85,21.95,352857,49056,4939998.00,14.00
1173,09/08/2016,26,13,33,2,18,11,41,34,6,0,0,0.00,0.00,10,0,237695.00,23769.50,132,26,489370.20,3707.35,725,104,251683.75,347.15,6648,949,293509.20,44.15,147182,20335,3355749.60,22.80,257744,36090,3763062.40,14.60
1172,02/08/2016,45,7,8,27,31,33,1,2,41,0,0,0.00,0.00,1,0,167080.75,167080.75,98,11,343989.80,3510.10,563,68,176922.75,314.25,5202,673,206519.40,39.70,114079,15215,2361435.30,20.70,193823,25804,2645683.95,13.65
1171,26/07/2016,38,30,31,22,4,11,1,25,26,0,0,0.00,0.00,5,0,138274.00,27654.80,55,5,284682.75,5176.05,460,57,146418.00,318.30,3929,472,170715.05,43.45,90278,11770,1950004.80,21.60,159535,20647,2185629.50,13.70
1170,19/07/2016,22,34,7,4,32,45,41,23,36,0,0,0.00,0.00,2,0,104612.60,52306.30,52,6,215378.80,4141.90,287,42,110767.65,385.95,2517,358,129247.95,51.35,58172,7979,1477568.80,25.40,106202,14552,1656751.20,15.60
1169,12/07/2016,24,28,39,1,11,19,29,38,37,0,0,0.00,0.00,2,0,83684.40,41842.20,45,5,172291.50,3828.70,273,35,88602.15,324.55,2522,361,103402.00,41.00,56666,7763,1181486.10,20.85,90640,12636,1323344.00,14.60
1168,05/07/2016,43,41,37,14,9,2,31,1,17,1,0,20000000.00,20000000.00,6,2,264213.00,44035.50,130,17,543965.50,4184.35,899,147,279768.80,311.20,6703,949,326436.10,48.70,152091,22065,3733834.05,24.55,274614,39611,4174132.80,15.20
1167,28/06/2016,11,13,32,24,16,19,44,26,38,0,0,0.00,0.00,5,0,206218.25,41243.65,101,18,424568.65,4203.65,593,80,218342.60,368.20,5391,721,254724.75,47.25,125094,17194,2908435.50,23.25,220816,30069,3268076.80,14.80
1166,21/06/2016,36,44,2,42,28,5,16,25,22,0,0,0.00,0.00,3,0,164785.05,54928.35,79,10,339261.55,4294.45,562,85,174472.90,310.45,4130,595,203609.00,49.30,95350,13936,2326540.00,24.40,177809,25279,2604901.85,14.65
1165,14/06/2016,20,45,29,18,22,25,44,40,36,0,0,0.00,0.00,2,0,98301.50,49150.75,41,9,202386.25,4936.25,264,42,104082.00,394.25,2626,366,121452.50,46.25,58572,8265,1388156.40,23.70,104187,15014,1557595.65,14.95
1164,07/06/2016,34,22,14,8,6,16,29,38,19,0,0,0.00,0.00,1,0,84350.90,84350.90,48,7,173664.00,3618.00,299,41,89311.30,298.70,2479,320,104241.95,42.05,55113,7419,1190440.80,21.60,97357,12942,1333790.90,13.70
1163,31/05/2016,23,9,15,33,44,21,6,1,29,1,0,2051774.06,2051774.06,3,0,87221.55,29073.85,35,13,179574.50,5130.70,290,40,92350.50,318.45,2463,365,107756.25,43.75,53060,7571,1230992.00,23.20,96574,13639,1381008.20,14.30
1162,24/05/2016,22,32,25,11,38,4,5,20,40,1,0,40000000.00,40000000.00,20,1,402321.00,20116.05,208,39,828308.00,3982.25,1317,191,425983.65,323.45,11300,1687,497200.00,44.00,252377,38121,5678482.50,22.50,439445,66324,6371952.50,14.50
1161,17/05/2016,5,24,18,42,44,10,21,3,35,0,0,0.00,0.00,9,1,313807.05,34867.45,155,21,646071.00,4168.20,945,149,332262.00,351.60,8428,1134,387688.00,46.00,189178,27746,4426765.20,23.40,339409,49392,4972341.85,14.65
1160,10/05/2016,21,44,26,27,22,36,20,32,25,0,0,0.00,0.00,9,2,246383.10,27375.90,122,19,507257.70,4157.85,815,129,260881.50,320.10,6652,969,304329.00,45.75,151048,21848,3481656.40,23.05,259180,37328,3900659.00,15.05
1159,03/05/2016,11,42,20,18,9,33,30,27,2,0,0,0.00,0.00,3,0,156230.70,52076.90,85,12,321652.75,3784.15,520,62,165412.00,318.10,4232,618,192979.20,45.60,94863,13711,2205564.75,23.25,179378,26455,2475416.40,13.80
1158,26/04/2016,19,41,6,15,45,1,5,20,3,0,0,0.00,0.00,5,0,130757.75,26151.55,100,13,269205.00,2692.05,492,66,138448.80,281.40,4090,597,161555.00,39.50,85165,12173,1848080.50,21.70,156547,21957,2066420.40,13.20
1157,19/04/2016,25,33,40,5,29,42,22,39,21,0,0,0.00,0.00,2,1,101665.70,50832.85,48,7,209311.20,4360.65,262,32,107642.70,410.85,2443,363,125570.20,51.40,57386,8151,1434650.00,25.00,101873,15341,1609593.40,15.80
1156,12/04/2016,31,35,42,39,18,23,43,37,5,0,0,0.00,0.00,2,0,83079.40,41539.70,41,4,171045.85,4171.85,266,36,87966.20,330.70,2008,333,102608.80,51.10,46024,7154,1173612.00,25.50,84473,12624,1313555.15,15.55
1155,05/04/2016,17,37,44,15,2,3,28,18,4,2,0,5000000.00,2500000.00,2,0,114995.00,57497.50,61,10,236753.20,3881.20,309,40,121761.45,394.05,2863,415,142004.80,49.60,66802,9580,1623288.60,24.30,125618,18343,1821461.00,14.50
1154,29/03/2016,12,38,39,9,3,26,33,23,44,0,0,0.00,0.00,2,0,82730.00,41365.00,30,4,170326.50,5677.55,260,38,87594.00,336.90,2080,313,102232.00,49.15,48589,6977,1168565.45,24.05,88177,12649,1309428.45,14.85
1153,22/03/2016,38,32,37,9,17,19,1,22,41,1,1,40000000.00,40000000.00,11,2,349371.00,31761.00,153,15,719291.25,4701.25,959,140,369934.25,385.75,8633,1315,431650.00,50.00,203472,29451,4934196.00,24.25,368115,53190,5521725.00,15.00
1152,15/03/2016,2,37,13,32,12,8,38,11,23,0,0,0.00,0.00,8,1,277693.60,34711.70,123,23,571722.45,4648.15,815,129,294011.25,360.75,7137,978,342932.85,48.05,164518,22793,3923754.30,23.85,308040,43008,4389570.00,14.25
1151,08/03/2016,35,44,45,24,9,21,1,10,6,0,0,0.00,0.00,3,2,246719.25,82239.75,113,12,507951.95,4495.15,714,77,261216.90,365.85,6315,826,304698.75,48.25,143876,18588,3481799.20,24.20,263342,33112,3897461.60,14.80
1150,01/03/2016,20,30,32,27,3,41,5,40,15,0,0,0.00,0.00,7,1,191086.70,27298.10,98,11,393416.10,4014.45,597,74,202323.30,338.90,5119,641,235985.90,46.10,115835,15626,2698955.50,23.30,208661,28348,3025584.50,14.50
1149,23/02/2016,1,22,21,39,5,18,36,7,38,0,0,0.00,0.00,6,0,166795.80,27799.30,85,14,343404.25,4040.05,550,68,176605.00,321.10,4344,659,206122.80,47.45,101550,14120,2355960.00,23.20,186471,26098,2638564.65,14.15
1148,16/02/2016,15,22,13,33,45,37,28,21,27,0,0,0.00,0.00,5,1,108595.25,21719.05,43,3,223578.50,5199.50,338,36,114987.60,340.20,2769,397,134158.05,48.45,64534,9004,1532682.50,23.75,123056,17408,1716631.20,13.95
1147,09/02/2016,22,6,35,37,11,30,40,16,9,0,0,0.00,0.00,0,0,0.00,0.00,53,8,250939.10,4734.70,223,24,86858.50,389.50,2163,302,101336.55,46.85,48158,6566,1158199.90,24.05,83978,11228,1297460.10,15.45
1146,02/02/2016,5,7,9,44,22,2,19,36,28,1,0,30000000.00,30000000.00,12,4,305223.00,25435.25,219,23,628398.60,2869.40,1239,149,323193.15,260.85,10679,1358,376968.70,35.30,217388,28928,4304282.40,19.80,354657,48466,4823335.20,13.60
1145,26/01/2016,13,24,35,26,23,41,5,9,34,0,0,0.00,0.00,4,0,249055.60,62263.90,110,16,512759.50,4661.45,700,102,263690.00,376.70,6425,885,307757.50,47.90,147953,20148,3513883.75,23.75,257777,35406,3943988.10,15.30
1144,19/01/2016,13,25,34,31,10,12,1,38,15,0,0,0.00,0.00,5,1,218529.75,43705.95,88,9,449913.20,5112.65,600,66,231390.00,385.65,5779,760,269879.30,46.70,132231,17537,3087593.85,23.35,231445,31146,3460102.75,14.95
1143,12/01/2016,35,43,10,24,17,9,34,8,33,0,0,0.00,0.00,3,0,189976.35,63325.45,94,10,391129.30,4160.95,531,74,201142.80,378.80,4595,675,234574.75,51.05,105630,14989,2683002.00,25.40,194581,27006,3006276.45,15.45
1142,05/01/2016,19,33,18,25,37,31,43,13,34,0,0,0.00,0.00,5,0,95695.00,19139.00,56,8,197019.20,3518.20,395,52,101317.50,256.50,2463,348,118224.00,48.00,55062,7707,1351772.10,24.55,104433,14341,1514278.50,14.50
1141,29/12/2015,4,35,9,43,28,37,16,20,3,0,0,0.00,0.00,2,1,78122.40,39061.20,30,8,160840.50,5361.35,209,25,82722.20,395.80,1852,264,96489.20,52.10,42917,5979,1102966.90,25.70,80971,11329,1234807.75,15.25
1140,22/12/2015,27,44,26,20,10,29,34,19,2,1,1,30000000.00,30000000.00,8,2,285464.80,35683.10,126,24,587720.70,4664.45,909,137,302242.50,332.50,7981,1096,352760.20,44.20,178632,24950,4028151.60,22.55,319729,44702,4524165.35,14.15
1139,15/12/2015,44,20,37,4,8,33,6,2,1,0,0,0.00,0.00,2,0,243799.70,121899.85,88,18,501938.80,5703.85,799,89,258156.90,323.10,6455,825,301125.75,46.65,146708,20219,3440302.60,23.45,271907,37380,3861079.40,14.20
1138,08/12/2015,19,14,30,8,36,40,11,5,16,0,0,0.00,0.00,4,1,182720.80,45680.20,127,25,376186.70,2962.10,648,93,193460.40,298.55,5618,837,225843.60,40.20,118664,16016,2580942.00,21.75,209164,28150,2886463.20,13.80
1137,01/12/2015,13,15,29,8,7,5,14,28,27,0,0,0.00,0.00,14,1,158097.10,11292.65,149,16,325497.95,2184.55,714,90,167397.30,234.45,5695,753,195338.50,34.30,116553,16004,2231989.95,19.15,206216,29838,2505524.40,12.15
1136,24/11/2015,25,22,24,9,12,30,1,6,39,0,0,0.00,0.00,5,0,108584.75,21716.95,63,3,223558.65,3548.55,394,66,114969.20,291.80,3282,468,134069.70,40.85,70600,9802,1532020.00,21.70,120954,16937,1717546.80,14.20
1135,17/11/2015,19,5,26,29,39,16,32,4,1,0,0,0.00,0.00,1,0,84711.40,84711.40,57,4,174405.75,3059.75,310,51,89698.50,289.35,2433,358,104619.00,43.00,52806,7872,1196055.90,22.65,92504,13409,1341308.00,14.50
1134,10/11/2015,22,23,36,34,20,25,33,21,13,1,0,35000000.00,35000000.00,16,1,311684.00,19480.25,204,29,641702.40,3145.60,1067,166,330023.10,309.30,8882,1257,385034.70,43.35,190218,27725,4403546.70,23.15,338241,49465,4938318.60,14.60
1133,03/11/2015,30,19,40,37,5,32,31,44,24,0,0,0.00,0.00,4,1,222015.00,55503.75,97,14,457088.25,4712.25,596,92,235062.40,394.40,5661,799,274275.45,48.45,128645,18913,3132505.75,24.35,227281,33352,3511491.45,15.45
1132,27/10/2015,18,30,44,10,5,3,11,31,42,0,0,0.00,0.00,5,0,162057.50,32411.50,85,9,333646.25,3925.25,475,71,171593.75,361.25,4924,616,200160.60,40.65,109561,14292,2289824.90,20.90,173816,22734,2563786.00,14.75
1131,20/10/2015,21,11,43,10,35,9,45,41,40,0,0,0.00,0.00,6,2,141193.20,23532.20,67,15,290692.90,4338.70,417,57,149494.50,358.50,3564,492,174457.80,48.95,83873,11644,1991983.75,23.75,144356,20088,2237518.00,15.50
1130,13/10/2015,36,37,28,41,29,32,34,30,9,0,0,0.00,0.00,1,0,99526.10,99526.10,46,3,204907.00,4454.50,292,34,105382.80,360.90,2533,387,122977.15,48.55,52859,7996,1406049.40,26.60,93744,13367,1574899.20,16.80
1129,06/10/2015,26,13,7,36,21,2,42,40,29,0,0,0.00,0.00,2,0,77556.80,38778.40,75,9,159675.00,2129.00,315,37,82120.50,260.70,2883,407,95859.75,33.25,55268,7945,1094306.40,19.80,88055,12946,1228367.25,13.95
1128,29/09/2015,34,26,1,10,12,3,42,4,20,1,0,15000000.00,15000000.00,4,1,204228.60,51057.15,92,12,420472.20,4570.35,687,72,216233.25,314.75,5465,738,252209.75,46.15,123138,16415,2881429.20,23.40,223690,29735,3232320.50,14.45
1127,22/09/2015,27,42,21,23,35,37,44,28,32,0,0,0.00,0.00,3,0,166548.15,55516.05,72,12,342892.80,4762.40,548,83,176346.40,321.80,4718,656,205704.80,43.60,102758,14774,2353158.20,22.90,177200,25829,2631420.00,14.85
1126,15/09/2015,33,29,2,1,19,43,13,31,9,0,0,0.00,0.00,4,0,107701.40,26925.35,64,6,221737.60,3464.65,488,65,114045.60,233.70,3290,484,133080.50,40.45,71333,10195,1519392.90,21.30,125976,17968,1706974.80,13.55
1125,08/09/2015,38,4,13,21,9,37,24,28,34,0,0,0.00,0.00,3,0,82326.30,27442.10,34,6,169495.10,4985.15,273,39,87168.90,319.30,2050,278,101680.00,49.60,49134,6775,1162019.10,23.65,88506,12285,1301038.20,14.70
1124,01/09/2015,24,13,25,43,18,22,45,12,35,1,0,5000000.00,5000000.00,4,0,102228.80,25557.20,57,6,210472.50,3692.50,270,38,108243.00,400.90,2423,340,126238.30,52.10,58474,8206,1444307.80,24.70,107915,15658,1618725.00,15.00
1123,25/08/2015,15,21,34,25,45,18,19,30,1,0,0,0.00,0.00,3,1,87234.00,29078.00,39,6,179598.90,4605.10,298,42,92365.10,309.95,2095,322,107787.75,51.45,51328,7731,1231872.00,24.00,97083,14352,1378578.60,14.20
1122,18/08/2015,6,32,42,3,25,7,29,22,2,3,1,60000000.00,20000000.00,14,1,719531.40,51395.10,444,41,1481383.80,3336.45,2272,318,761801.60,335.30,20246,2637,888799.40,43.90,446731,63530,10163130.25,22.75,801931,114874,11387420.20,14.20
1121,11/08/2015,1,15,4,32,11,9,37,44,34,0,0,0.00,0.00,8,0,400908.80,50113.60,165,25,825404.25,5002.45,1227,165,424480.65,345.95,10369,1420,495119.75,47.75,242207,34298,5655533.45,23.35,410358,58561,6340031.10,15.45
1120,04/08/2015,14,19,40,9,44,8,41,18,4,0,0,0.00,0.00,13,2,312136.50,24010.50,150,12,642637.50,4284.25,980,142,330505.00,337.25,8476,1230,385658.00,45.50,190625,27732,4403437.50,23.10,341760,50131,4938432.00,14.45
1119,28/07/2015,25,38,14,36,33,20,18,19,6,0,0,0.00,0.00,7,0,236556.60,33793.80,103,11,487030.35,4728.45,698,86,250477.30,358.85,6035,852,292094.00,48.40,138582,20050,3339826.20,24.10,253680,37566,3741780.00,14.75
1118,21/07/2015,21,26,30,3,13,20,33,17,37,0,0,0.00,0.00,6,3,171451.20,28575.20,96,16,352987.20,3676.95,622,94,181530.70,291.85,5337,759,211878.90,39.70,114680,15992,2419748.00,21.10,193065,26778,2712563.25,14.05
1117,14/07/2015,33,34,30,38,2,44,15,20,8,0,0,0.00,0.00,3,0,141791.40,47263.80,57,4,291922.65,5121.45,422,49,150126.50,355.75,3227,486,175226.10,54.30,77707,10966,2000955.25,25.75,149226,21578,2245851.30,15.05
1116,07/07/2015,11,23,1,36,19,17,27,40,45,0,0,0.00,0.00,2,0,99517.40,49758.70,72,15,204890.40,2845.70,401,64,105362.75,262.75,3464,566,122972.00,35.50,73316,10483,1404001.40,19.15,112688,15926,1571997.60,13.95
1115,30/06/2015,22,29,33,10,13,11,2,9,8,0,0,0.00,0.00,2,0,82799.90,41399.95,49,7,170471.00,3479.00,384,52,87667.20,228.30,2861,365,102280.75,35.75,59867,8255,1170399.85,19.55,110401,15300,1308251.85,11.85
1114,23/06/2015,36,2,5,45,19,27,9,41,7,1,0,15000000.00,15000000.00,4,0,194038.60,48509.65,154,23,399491.40,2594.10,821,121,205455.25,250.25,6660,948,239760.00,36.00,132243,18301,2737430.10,20.70,228566,31615,3074212.70,13.45
1113,16/06/2015,7,40,8,20,17,4,30,28,45,0,0,0.00,0.00,6,0,156164.70,26027.45,120,14,321516.00,2679.30,596,84,165360.20,277.45,5463,724,192843.90,35.30,110228,14641,2204560.00,20.00,181769,24552,2472058.40,13.60
1112,09/06/2015,15,32,7,21,14,5,10,16,31,0,0,0.00,0.00,7,1,104170.50,14881.50,60,3,214467.00,3574.45,369,51,110294.10,298.90,3321,486,128688.75,38.75,72220,10795,1469677.00,20.35,119751,18095,1646576.25,13.75
1111,02/06/2015,2,30,33,18,21,37,17,32,43,0,0,0.00,0.00,1,0,86669.60,86669.60,43,7,178437.10,4149.70,248,27,91772.40,370.05,2121,288,107110.50,50.50,49071,6643,1224321.45,24.95,84010,11627,1369363.00,16.30
1110,26/05/2015,26,9,42,39,32,40,44,11,4,1,1,30000000.00,30000000.00,13,2,316723.55,24363.35,202,63,652076.20,3228.10,939,144,335363.85,357.15,8842,1413,391258.50,44.25,186640,26895,4470028.00,23.95,324546,44814,5014235.70,15.45
1109,19/05/2015,16,25,14,2,27,6,4,45,21,0,0,0.00,0.00,7,0,264146.75,37735.25,148,18,543833.40,3674.55,1115,137,279697.75,250.85,7846,990,326393.60,41.60,171474,22841,3729559.50,21.75,293581,39197,4183529.25,14.25
1108,12/05/2015,27,24,30,28,33,13,43,4,25,0,0,0.00,0.00,5,0,185085.75,37017.15,84,13,381057.60,4536.40,617,72,195959.20,317.60,5242,684,228551.20,43.60,114400,14979,2614040.00,22.85,204109,27022,2928964.15,14.35
1107,05/05/2015,37,2,17,18,29,45,21,11,38,0,0,0.00,0.00,1,0,146689.80,146689.80,100,18,302010.00,3020.10,468,66,155329.20,331.90,4062,579,181165.20,44.60,88846,12653,2070111.80,23.30,157535,22390,2323641.25,14.75
1106,28/04/2015,35,41,2,34,29,30,45,19,3,0,0,0.00,0.00,2,0,102800.50,51400.25,41,4,211648.15,5162.15,287,30,108844.75,379.25,2330,340,126985.00,54.50,54029,7490,1450678.65,26.85,105119,14040,1624088.55,15.45
1105,21/04/2015,25,8,2,28,33,37,10,1,41,0,0,0.00,0.00,5,0,81028.75,16205.75,38,7,166823.80,4390.10,226,34,85800.90,379.65,2097,321,100131.75,47.75,49315,7039,1144108.00,23.20,87292,12459,1283192.40,14.70
1104,14/04/2015,33,24,2,42,45,12,3,19,6,2,0,40000000.00,20000000.00,22,2,465285.70,21149.35,218,24,957935.60,4394.20,1556,223,492629.60,316.60,11978,1805,574944.00,48.00,273524,40841,6564576.00,24.00,505358,73920,7352958.90,14.55
1103,07/04/2015,42,14,26,11,22,10,36,45,34,0,0,0.00,0.00,8,0,248717.60,31089.70,130,17,512063.50,3938.95,810,122,263331.00,325.10,7254,1054,307206.90,42.35,156409,21926,3511382.05,22.45,257260,36867,3936078.00,15.30
1102,31/03/2015,16,17,44,32,29,4,3,33,34,0,0,0.00,0.00,8,0,159474.40,19934.30,84,13,328330.80,3908.70,528,70,168854.40,319.80,4314,596,196934.10,45.65,94171,13746,2250686.90,23.90,165534,23379,2524393.50,15.25
1101,24/03/2015,4,33,16,28,45,11,24,44,41,0,0,0.00,0.00,6,0,128575.80,21429.30,60,3,264714.00,4411.90,371,45,136138.45,366.95,3518,461,158837.70,45.15,79424,11228,1814838.40,22.85,132461,19112,2033276.35,15.35
1100,17/03/2015,15,29,5,16,42,14,4,36,10,0,0,0.00,0.00,3,0,96019.35,32006.45,34,7,197686.20,5814.30,261,39,101672.55,389.55,2577,385,118670.85,46.05,56888,8173,1356778.80,23.85,104490,14856,1520329.50,14.55
1099,10/03/2015,25,22,5,36,27,45,3,44,41,0,0,0.00,0.00,1,0,76592.45,76592.45,39,8,157690.65,4043.35,221,33,81095.95,366.95,2278,306,94650.90,41.55,49750,7359,1082062.50,21.75,77004,11433,1212813.00,15.75
1098,03/03/2015,5,26,43,31,20,23,19,21,35,1,0,5000000.00,5000000.00,2,0,104963.70,52481.85,52,5,216101.60,4155.80,329,47,111136.20,337.80,3145,417,129731.25,41.25,68063,9274,1480370.25,21.75,118367,16215,1663056.35,14.05
1097,24/02/2015,3,4,21,31,23,18,6,26,37,0,0,0.00,0.00,2,1,76515.10,38257.55,50,5,157530.00,3150.60,285,36,81011.25,284.25,2495,334,94560.50,37.90,53925,7750,1081196.25,20.05,86834,12545,1211334.30,13.95
1096,17/02/2015,31,38,4,30,19,25,2,22,11,1,1,5000000.00,5000000.00,0,0,0.00,0.00,45,8,300624.75,6680.55,326,49,104059.20,319.20,2440,347,121390.00,49.75,58504,8104,1386544.80,23.70,114519,15683,1557458.40,13.60
1095,10/02/2015,6,42,36,39,40,32,44,38,28,0,0,0.00,0.00,5,0,76583.25,15316.65,47,5,157670.90,3354.70,380,70,81092.00,213.40,1783,260,94588.15,53.05,42014,6210,1081860.50,25.75,73730,10702,1212858.50,16.45
1094,03/02/2015,10,5,7,2,12,36,11,4,14,1,0,5000000.00,5000000.00,6,0,108341.40,18056.90,89,17,223056.25,2506.25,637,80,114723.70,180.10,4309,612,133794.45,31.05,84498,10985,1529413.80,18.10,144877,19212,1716792.45,11.85
1093,27/01/2015,40,7,35,31,9,30,1,13,39,0,0,0.00,0.00,5,1,82069.50,16413.90,38,5,168967.00,4446.50,270,33,86899.50,321.85,2201,260,101356.05,46.05,50394,6579,1159062.00,23.00,91018,12402,1297006.50,14.25
1092,20/01/2015,28,20,15,14,34,31,2,42,29,2,0,20000000.00,10000000.00,7,1,268556.40,38365.20,130,15,552909.50,4253.15,867,111,284332.65,327.95,7430,1017,331749.50,44.65,163181,22061,3793958.25,23.25,285824,39510,4244486.40,14.85
1091,13/01/2015,24,44,40,33,36,23,38,20,37,0,0,0.00,0.00,3,1,211570.95,70523.65,98,7,435585.50,4444.75,581,88,224004.55,385.55,5395,724,261387.75,48.45,121806,15881,2984247.00,24.50,218490,28554,3342897.00,15.30
1090,06/01/2015,39,40,6,2,35,19,11,22,8,0,0,0.00,0.00,6,0,155334.60,25889.10,83,8,319807.30,3853.10,582,79,164473.20,282.60,4136,526,191910.40,46.40,96251,12732,2194522.80,22.80,177427,23187,2457363.95,13.85
1089,30/12/2014,35,41,7,43,26,4,19,31,23,0,0,0.00,0.00,3,1,88098.00,29366.00,54,14,181377.90,3358.85,342,54,93280.50,272.75,2278,331,108774.50,47.75,53671,7016,1242483.65,23.15,99679,12969,1395506.00,14.00
1088,23/12/2014,17,37,19,13,25,6,34,45,12,0,0,0.00,0.00,3,2,81911.85,27303.95,43,7,168641.70,3921.90,251,39,86733.05,345.55,2484,364,101223.00,40.75,52177,7630,1155720.55,22.15,87556,12671,1295828.80,14.80
1087,16/12/2014,25,21,11,42,20,45,4,23,1,1,0,30000000.00,30000000.00,5,1,323678.50,64735.70,130,27,666399.50,5126.15,1024,121,342732.80,334.70,8229,1200,399929.40,48.60,195987,27492,4566497.10,23.30,358345,48937,5124333.50,14.30
1086,09/12/2014,7,21,42,13,43,25,15,22,27,0,0,0.00,0.00,5,0,253708.75,50741.75,150,25,522345.00,3482.30,854,119,268625.70,314.55,6871,932,313317.60,45.60,158631,21764,3585060.60,22.60,289491,40659,4009450.35,13.85
1085,02/12/2014,1,45,35,36,29,15,21,19,40,0,0,0.00,0.00,2,1,193732.40,96866.20,87,10,398860.20,4584.60,595,84,205126.25,344.75,5016,701,239263.20,47.70,117932,16730,2736022.40,23.20,216268,30260,3060192.20,14.15
1084,25/11/2014,8,9,13,24,42,16,25,33,4,0,0,0.00,0.00,3,0,156845.85,52281.95,66,15,322918.20,4892.70,510,74,166081.50,325.65,4363,611,193717.20,44.40,99130,14259,2215555.50,22.35,177144,25034,2480016.00,14.00
1083,18/11/2014,29,38,44,14,37,28,30,9,34,0,0,0.00,0.00,2,0,104454.70,52227.35,47,9,215053.20,4575.60,295,33,110595.50,374.90,2567,396,128991.75,50.25,58367,8845,1473766.75,25.25,107187,16111,1650679.80,15.40
1082,11/11/2014,43,25,10,33,2,41,21,4,31,0,0,0.00,0.00,0,0,0.00,0.00,22,2,239334.70,10878.85,221,24,82841.85,374.85,1707,233,96616.20,56.60,42312,6426,1104343.20,26.10,77847,11205,1237767.30,15.90
1081,04/11/2014,25,14,13,31,23,18,21,38,2,1,0,15000000.00,15000000.00,5,1,170772.75,34154.55,132,10,351588.60,2663.55,559,75,180808.55,323.45,5051,696,210879.25,41.75,108178,15644,2412369.40,22.30,185485,27449,2698806.75,14.55
