Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
526,16/03/2004,27,10,28,18,40,17,,29,5,3,1,6000000,2000000,17,3,288209.5,16953.5,246,27,528383.4,2147.9,12331,1653,912494,74,32057,4348,1152449.15,35.95
525,09/03/2004,8,44,29,11,23,14,,2,42,0,0,3679398.87,0,11,0,209050.6,19004.6,202,34,383254.6,1897.3,9097,1544,661806.75,72.75,20597,3546,836238.2,40.6
524,02/03/2004,22,42,3,31,9,1,,4,10,0,0,2285573.69,0,5,2,179357.5,35871.5,116,23,328819.4,2834.65,6757,1081,567925.85,84.05,18556,2894,717189.4,38.65
523,24/02/2004,26,24,10,11,23,39,,13,28,0,0,1089575.7,0,2,1,163404.5,81702.25,119,25,299576.55,2517.45,6205,1037,517497,83.4,18174,2990,653355.3,35.95
522,17/02/2004,40,44,34,4,36,37,,35,1,1,0,3000000,3000000,5,2,203206,40641.2,142,28,372544.1,2623.55,7824,1334,643524,82.25,18845,3034,813161.75,43.15
521,10/02/2004,43,41,19,29,37,10,,11,26,0,0,996767.45,0,3,0,149569.2,49856.4,136,31,274210,2016.25,6435,1133,473616,73.6,15233,2683,598656.9,39.3
520,03/02/2004,22,12,37,32,7,26,,24,33,1,0,3000000,3000000,7,2,177539.95,25362.85,189,33,325486.35,1722.15,8203,1370,562315.65,68.55,16956,2994,710456.4,41.9
519,27/01/2004,16,38,26,7,25,21,,43,24,0,0,970064.89,0,11,0,145520.1,13229.1,135,20,266787,1976.2,6102,935,460701,75.5,14593,2478,582260.7,39.9
518,20/01/2004,13,3,23,29,12,30,,37,18,2,0,1072557.78,536278.89,5,2,160919,32183.8,211,39,295020.2,1398.2,9419,1553,509567.9,54.1,19366,3375,643919.5,33.25
517,13/01/2004,25,29,2,42,5,36,,8,11,1,0,1024629.03,1024629.03,5,0,153627.5,30725.5,110,13,281649.5,2560.45,5287,899,486404,92,16312,2773,614146.8,37.65
516,06/01/2004,25,43,45,38,17,10,,9,30,1,1,1041105.11,1041105.11,1,1,156150.4,156150.4,106,16,286274.2,2700.7,5068,863,494383.4,97.55,13191,2472,624593.85,47.35
515,30/12/2003,25,20,39,44,28,35,,16,33,1,0,4000000,4000000,10,1,224405,22440.5,164,31,411410.4,2508.6,8252,1437,710497.2,86.1,20556,3523,897269.4,43.65
514,23/12/2003,40,1,15,43,30,7,,34,28,0,0,2299996.38,0,8,0,179328.4,22416.05,131,20,328770.7,2509.7,6729,1093,567927.6,84.4,16528,2868,717315.2,43.4
513,16/12/2003,14,20,12,32,1,22,,45,42,0,0,1104528.39,0,2,0,165711.3,82855.65,119,22,303807,2553,6221,1001,524741.35,84.35,14605,2425,663067,45.4
512,09/12/2003,45,29,10,14,15,31,,35,12,1,0,4000000,4000000,6,0,205802.1,34300.35,178,28,377306.6,2119.7,7533,1329,651604.5,86.5,20254,3452,823325.1,40.65
511,02/12/2003,36,32,25,16,34,28,,44,4,0,0,2363746.78,0,8,3,185663.2,23207.9,129,21,340385.85,2638.65,6984,1223,588052.8,84.2,16632,2988,742618.8,44.65
510,25/11/2003,35,6,32,12,17,16,,4,40,0,0,1126077.69,0,10,1,168878,16887.8,119,17,309608.25,2601.75,6175,892,534755,86.6,15871,2551,675311.05,42.55
509,18/11/2003,38,33,16,7,43,15,,28,32,1,0,1104995.67,1104995.67,4,3,165705.6,41426.4,89,16,303792.6,3413.4,5511,963,524647.2,95.2,15111,2463,662617.35,43.85
508,11/11/2003,22,40,12,45,36,44,,29,14,1,0,10000000,10000000,15,1,422357.25,28157.15,335,41,774319,2311.4,16657,2209,1337557.1,80.3,40490,5522,1688433,41.7
507,04/11/2003,21,22,43,33,42,14,,44,40,0,0,5426118.64,0,6,1,239605.5,39934.25,176,20,439278.4,2495.9,8284,1286,758814.4,91.6,19926,3191,958440.6,48.1
506,28/10/2003,32,6,40,31,34,18,,25,15,0,0,3828831.89,0,4,0,221859.6,55464.9,172,29,406745.6,2364.8,7470,1262,702553.5,94.05,18301,3082,887598.5,48.5
505,21/10/2003,1,11,29,20,43,9,,28,30,0,0,2349927.94,0,10,1,193102,19310.2,173,30,354018.55,2046.35,8887,1634,611425.6,68.8,22629,3972,772780.35,34.15
504,14/10/2003,29,34,27,16,23,15,,40,1,0,0,1062891.27,0,3,1,159425.55,53141.85,128,23,292281.6,2283.45,6564,1093,504771.6,76.9,14219,2340,637722.15,44.85
503,07/10/2003,17,36,12,44,4,24,,16,10,3,1,3000000,1000000,9,2,187255.8,20806.2,206,27,343299,1666.5,9690,1690,593028,61.2,18700,3282,748935,40.05
502,30/09/2003,24,36,43,9,23,45,,37,25,0,0,1110711.24,0,12,3,166586.4,13882.2,86,9,305407.5,3551.25,5690,932,527463,92.7,14116,2407,666275.2,47.2
501,23/09/2003,44,29,43,16,27,7,,38,4,1,0,6000000,6000000,11,0,269047.35,24458.85,179,26,493252.4,2755.6,10566,1625,852147.9,80.65,27844,4440,1076170.6,38.65
500,16/09/2003,10,6,27,26,29,41,,34,39,0,0,3703766.46,0,6,0,207087.6,34514.6,136,29,379657.6,2791.6,7842,1297,655591.2,83.6,19231,3106,827894.55,43.05
499,09/09/2003,14,44,20,31,1,39,,17,36,0,0,2322536.14,0,7,0,189296.1,27042.3,116,21,347043,2991.75,6546,1233,599286.3,91.55,15944,2772,757340,47.5
498,02/09/2003,32,12,42,40,30,22,,31,45,0,0,1060565.27,0,2,0,159075.1,79537.55,161,31,291635.4,1811.4,6690,1167,503757,75.3,13380,2303,636219,47.55
497,26/08/2003,22,3,16,43,35,27,,41,20,1,0,1060340.31,1060340.31,11,2,159044.6,14458.6,127,31,291579.3,2295.9,7714,1237,503724.2,65.3,13918,2379,636052.6,45.7
496,19/08/2003,39,19,37,44,27,15,,32,16,2,1,1074842.62,537421.31,6,1,161194.5,26865.75,144,31,295524,2052.25,6507,1127,510474.15,78.45,14339,2356,644538.05,44.95
495,12/08/2003,27,29,23,28,12,10,,5,17,1,0,3000000,3000000,23,5,200035.6,8697.2,218,26,366730.5,1682.25,10558,1812,633480,60,26054,4147,799857.8,30.7
494,05/08/2003,12,27,25,10,40,36,,20,42,0,0,1040638.62,0,8,3,156097.2,19512.15,113,25,286178.15,2532.55,5936,936,494172,83.25,15811,2499,624534.5,39.5
493,29/07/2003,15,40,23,33,34,36,,6,32,1,1,3000000,3000000,3,1,178765.5,59588.5,82,16,327737.6,3996.8,5863,1079,566072.65,96.55,15793,2857,715422.9,45.3
492,22/07/2003,25,39,21,35,38,41,,30,12,0,0,1094791.42,0,4,1,164224.6,41056.15,102,9,301078.5,2951.75,5459,867,519969.75,95.25,13745,2213,657011,47.8
491,15/07/2003,43,31,15,6,45,38,,10,21,1,0,1041239.75,1041239.75,1,0,156137.75,156137.75,107,20,286251.75,2675.25,4763,879,494399.4,103.8,13212,2302,624267,47.25
490,08/07/2003,27,1,25,19,17,8,,42,33,1,0,3000000,3000000,5,0,186682.5,37336.5,188,40,342254,1820.5,9621,1673,591210.45,61.45,19478,3612,746981.3,38.35
489,01/07/2003,42,4,27,38,11,14,,43,23,0,0,1070036.06,0,16,3,160502.4,10031.4,188,36,294257.6,1565.2,7143,1198,508224.45,71.15,17305,3005,642015.5,37.1
488,24/06/2003,29,22,25,32,2,37,,20,4,1,1,3000000,3000000,6,3,199620.3,33270.05,127,29,365969.55,2881.65,6904,1217,632061.2,91.55,18206,3039,798333.1,43.85
487,17/06/2003,32,3,4,35,12,16,,42,23,0,0,1043848.71,0,5,2,156603.5,31320.7,101,20,287107.65,2842.65,5665,965,495970.75,87.55,14207,2378,626528.7,44.1
486,10/06/2003,37,1,7,16,2,10,,19,27,1,0,3000000,3000000,5,0,172559.25,34511.85,125,33,316356.25,2530.85,7338,1355,546314.1,74.45,23988,4174,689655,28.75
485,03/06/2003,13,40,12,7,16,22,,5,26,0,0,1058316.04,0,9,2,158788.35,17643.15,128,16,291110.4,2274.3,6942,1125,502947.9,72.45,18713,2829,635306.35,33.95
484,27/05/2003,20,28,18,24,21,12,,32,36,1,0,4000000,4000000,9,2,225072.9,25008.1,209,27,412628.7,1974.3,10763,1782,712510.6,66.2,25805,4501,900594.5,34.9
483,20/05/2003,22,19,20,45,10,11,,32,9,0,0,2343781.14,0,8,1,186166,23270.75,176,27,341308,1939.25,8026,1391,589509.7,73.45,18811,3371,744915.6,39.6
482,13/05/2003,40,43,4,35,23,36,,19,39,0,0,1102911.18,0,9,2,165437.1,18381.9,99,11,303301.35,3063.65,5374,937,523965,97.5,16021,2779,661667.3,41.3
481,06/05/2003,17,7,21,37,32,23,,13,16,1,0,3000000,3000000,10,2,198610,19861,255,37,364114.5,1427.9,9928,1579,628938.8,63.35,23792,4097,794652.8,33.4
480,29/04/2003,24,45,35,2,43,40,,22,31,0,0,1058651.32,0,9,1,158756.4,17639.6,56,7,291054.4,5197.4,4749,839,502681.65,105.85,12447,2205,634797,51
479,22/04/2003,7,2,8,17,30,39,,38,24,1,0,3000000,3000000,4,0,175109.8,43777.45,131,16,321035.15,2450.65,7002,1150,554558.4,79.2,16251,2811,700418.1,43.1
478,15/04/2003,34,32,38,8,20,40,,5,39,0,0,1059924.8,0,4,1,158979.2,39744.8,94,18,291461.1,3100.65,6041,915,503517.35,83.35,13973,2157,635771.5,45.5
477,08/04/2003,9,5,40,33,20,36,,15,14,1,0,4000000,4000000,15,3,197614.5,13174.3,134,23,362295.8,2703.7,7200,1127,625680,86.9,18841,3045,790379.95,41.95
476,01/04/2003,26,20,37,11,21,24,,13,30,0,0,2307817.01,0,5,0,186519.25,37303.85,159,28,341953.35,2150.65,7720,1239,590580,76.5,20403,3398,745729.65,36.55
475,25/03/2003,31,21,32,7,40,20,,30,22,0,0,1063943.83,0,8,1,159595.6,19949.45,104,16,292593.6,2813.4,5779,902,505373.55,87.45,15004,2301,638420.2,42.55
474,18/03/2003,13,16,28,14,5,22,,10,4,1,0,3000000,3000000,7,0,194998.65,27856.95,166,26,357497.6,2153.6,9154,1400,617437.3,67.45,23603,3817,780079.15,33.05
473,11/03/2003,36,2,20,21,44,37,,29,1,0,0,1061553,0,11,4,159244.8,14476.8,123,23,291946.65,2373.55,5576,892,504349.2,90.45,14077,2351,636984.25,45.25
472,04/03/2003,1,17,15,9,24,26,,44,4,1,0,3000000,3000000,12,1,196710,16392.5,166,21,360635,2172.5,8711,1300,622836.5,71.5,19908,3001,786366,39.5
471,25/02/2003,7,30,44,31,42,10,,8,29,0,0,1095975.14,0,4,0,164429.2,41107.3,132,12,301455,2283.75,6048,1018,520732.8,86.1,14751,2493,657894.6,44.6
470,18/02/2003,45,38,8,15,39,27,,32,5,1,1,1087088.83,1087088.83,5,2,163043.5,32608.7,127,21,298913.55,2353.65,5845,913,516405.75,88.35,14536,2334,651939.6,44.85
469,11/02/2003,45,11,9,4,8,3,,23,26,1,1,1087789.13,1087789.13,7,0,163212.35,23316.05,186,25,299218.2,1608.7,8708,1475,516819.8,59.35,19763,3005,653167.15,33.05
468,04/02/2003,42,21,12,6,24,36,,23,17,1,0,1168735.07,1168735.07,7,2,175261.1,25037.3,198,22,321314.4,1622.8,8519,1292,555012.85,65.15,16201,2612,700693.25,43.25
467,28/01/2003,14,4,29,34,22,16,,23,32,1,0,10000000,10000000,16,3,375635.2,23477.2,325,42,688658.75,2118.95,15789,2125,1189701.15,75.35,35702,4782,1503054.2,42.1
466,21/01/2003,1,42,2,11,3,32,,13,28,0,0,3951701.49,0,9,3,238791.15,26532.35,179,26,437780.3,2445.7,8989,1429,755974.9,84.1,24738,3606,954886.8,38.6
465,14/01/2003,29,27,40,36,35,41,,32,45,0,0,2359281.42,0,5,0,191519,38303.8,127,17,351116.9,2764.7,6727,1150,606439.05,90.15,17170,2934,765782,44.6
464,07/01/2003,22,29,44,33,40,3,,34,26,0,0,1082154.48,0,2,0,162271.9,81135.95,120,19,297498,2479.15,5998,923,513728.7,85.65,13675,2283,648878.75,47.45
463,31/12/2002,10,5,19,9,27,33,,30,37,1,0,5000000,5000000,20,4,269889,13494.45,313,48,494790.4,1580.8,13602,2146,854885.7,62.85,30065,4657,1079333.5,35.9
462,24/12/2002,2,5,40,13,42,29,,28,39,0,0,2356789.51,0,8,1,197214,24651.75,133,31,361560.5,2718.5,7262,1215,624532,86,19050,3166,788670,41.4
461,17/12/2002,26,4,37,39,34,14,,3,38,0,0,1041866.64,0,1,0,156275.8,156275.8,111,21,286507.65,2581.15,5614,896,494874.1,88.15,13342,2168,625072.7,46.85
460,10/12/2002,17,10,4,40,34,22,,43,6,1,1,1060687,1060687,6,1,159056.7,26509.45,127,15,291604.7,2296.1,6306,982,503534.1,79.85,14522,2494,636063.6,43.8
459,03/12/2002,30,29,9,32,35,8,,1,33,3,0,1083201.42,361067.14,6,2,162447.6,27074.6,107,18,297818.45,2783.35,5537,962,514387.3,92.9,15072,2419,649603.2,43.1
458,26/11/2002,12,38,31,32,18,1,,35,11,1,0,1128470.04,1128470.04,11,0,169250.95,15386.45,117,20,310295.7,2652.1,6226,1046,536058.6,86.1,15329,2578,676775.35,44.15
457,19/11/2002,3,17,39,16,35,22,,43,13,1,0,3000000,3000000,11,0,212016.75,19274.25,137,23,388696.4,2837.2,7628,1246,671264,88,20715,3561,848279.25,40.95
456,12/11/2002,26,11,16,34,27,12,,9,33,0,0,1150062.98,0,9,0,172512,19168,131,29,316273.3,2414.3,7168,1215,546201.6,76.2,17083,2854,690153.2,40.4
455,05/11/2002,9,33,5,28,43,39,,24,3,1,0,10000000,10000000,11,1,410161.95,37287.45,347,33,751966.35,2167.05,16929,2389,1298454.3,76.7,41466,5769,1639980.3,39.55
454,29/10/2002,11,34,3,21,16,17,,6,10,0,0,4148213.24,0,12,2,263439,21953.25,195,28,482976,2476.8,11165,1736,834025.5,74.7,27906,4006,1053451.5,37.75
453,22/10/2002,37,15,24,29,13,45,,14,19,0,0,0.00,0.00,5,0,196280.25,39256.05,168,24,359847.60,2141.95,8515,1418,621595.00,73.00,19316,3162,785195.40,40.65
452,15/10/2002,35,25,39,33,27,43,,45,6,0,0,1083033.62,0,5,2,162516.75,32503.35,135,24,297945,2207,6565,1111,514696,78.4,15056,2566,650419.2,43.2
451,08/10/2002,33,20,13,1,10,28,,24,35,2,1,1090371.78,545185.89,6,0,163506.3,27251.05,158,28,299765.5,1897.25,7472,1189,517809.6,69.3,16260,2680,653652,40.2
450,01/10/2002,17,27,39,36,13,3,,20,15,2,0,1145033.62,572516.81,14,3,171715.6,12265.4,181,14,314813.3,1739.3,8593,1285,543936.9,63.3,18256,2844,686425.6,37.6
449,24/09/2002,32,42,37,16,17,33,,29,6,1,1,3000000,3000000,9,2,223065,24785,153,27,408953.7,2672.9,7598,1281,706234.1,92.95,18999,3210,892003.05,46.95
448,17/09/2002,11,44,24,22,5,3,,37,29,0,0,1136178.2,0,7,1,170430.75,24347.25,164,22,312452.8,1905.2,8072,1256,539613.2,66.85,18428,2925,681836,37
447,10/09/2002,19,3,1,38,16,4,,15,2,2,0,10000000,5000000,28,5,414930.6,14818.95,325,39,760711.25,2340.65,16636,2229,1314244,79,44413,5884,1658825.55,37.35
446,03/09/2002,40,35,37,4,33,28,,41,15,0,0,4020632.49,0,4,0,249117.6,62279.4,183,26,456713.1,2495.7,9060,1340,788673,87.05,22001,3260,996645.3,45.3
445,27/08/2002,11,18,14,36,29,27,,21,20,0,0,2359820.79,0,18,1,191081.7,10615.65,223,33,350310.7,1570.9,10485,1694,604984.5,57.7,24492,3884,764150.4,31.2
444,20/08/2002,14,25,24,32,35,30,,26,2,0,0,1085658.35,0,12,3,162889.8,13574.15,99,26,298633.5,3016.5,5465,864,515896,94.4,13635,2250,651753,47.8
443,13/08/2002,38,4,43,45,27,2,,12,44,1,0,3000000,3000000,7,1,194789,27827,135,27,357115.5,2645.3,7089,1189,616743,87,18768,3191,778872,41.5
442,06/08/2002,12,39,14,20,26,3,,11,24,0,0,1153892.62,0,11,2,173112.5,15737.5,116,16,317376,2736,6715,1120,548279.75,81.65,17735,2807,692551.75,39.05
441,30/07/2002,12,20,26,36,27,34,,16,7,1,0,1137154.26,1137154.26,10,3,170542.5,17054.25,146,19,312659,2141.5,7041,1137,540044.7,76.7,17509,2756,681975.55,38.95
440,23/07/2002,27,42,40,30,6,10,,24,44,1,0,1122214.44,1122214.44,6,1,168256.5,28042.75,119,12,308471.8,2592.2,6990,1069,532638,76.2,16190,2571,672694.5,41.55
439,16/07/2002,13,37,38,28,19,12,,9,27,2,0,5000000,2500000,18,2,243369.9,13520.55,254,58,446176.4,1756.6,11255,1670,770404.75,68.45,28064,4140,973820.8,34.7
438,09/07/2002,39,43,8,20,38,29,,13,16,0,0,2401206.32,0,7,0,197235.5,28176.5,147,27,361597.95,2459.85,7767,1387,624466.8,80.4,19206,3413,789366.6,41.1
437,02/07/2002,10,11,2,43,4,42,,27,25,0,0,1086613.33,0,5,1,163013,32602.6,108,12,298857.6,2767.2,5867,945,516296,88,16872,2635,652102.8,38.65
436,25/06/2002,33,1,27,16,38,29,,21,28,1,0,1080784.93,1080784.93,3,0,162140.1,54046.7,97,14,297256.5,3064.5,5471,873,513453.35,93.85,15707,2536,648699.1,41.3
435,18/06/2002,2,27,16,22,11,3,,12,43,1,0,1135698.58,1135698.58,7,1,170311.05,24330.15,201,32,312233.4,1553.4,9032,1322,539210.4,59.7,21250,3397,681062.5,32.05
434,11/06/2002,17,11,35,7,23,26,,39,33,3,0,1073531.7,357843.9,14,0,161093.8,11506.7,265,45,295342.5,1114.5,9571,1507,510134.3,53.3,17058,2810,644792.4,37.8
433,04/06/2002,20,28,15,18,43,27,,26,3,1,0,3000000,3000000,4,0,196484.6,49121.15,157,20,360220.8,2294.4,7850,1280,622112.5,79.25,21092,3425,785677,37.25
432,28/05/2002,2,11,10,45,18,34,,27,29,0,0,1219092.77,0,16,0,182943.2,11433.95,114,14,335393.7,2942.05,7888,1283,579373.6,73.45,19871,2916,732246.35,36.85
431,21/05/2002,28,4,29,26,27,6,,16,14,2,0,1357800.82,678900.41,16,4,203641.6,12727.6,231,31,373342.2,1616.2,10693,1448,644787.9,60.3,22846,3079,814459.9,35.65
430,14/05/2002,1,17,43,41,23,6,,33,30,2,0,6402356.38,3201178.19,12,0,323754,26979.5,239,23,593544.55,2483.45,11881,1726,1025330.3,86.3,32299,4553,1295189.9,40.1
429,07/05/2002,45,40,14,29,25,22,,18,13,0,0,4244271.44,0,9,1,237987,26443,125,33,436312.5,3490.5,8506,1379,753631.6,88.6,22461,3484,952346.4,42.4
428,30/04/2002,32,27,14,21,39,1,,4,42,0,0,2658097.52,0,6,1,219768.3,36628.05,165,32,402905.25,2441.85,7915,1276,696124.25,87.95,20307,3242,879293.1,43.3
427,23/04/2002,6,45,25,21,7,13,,40,10,0,0,1193385.51,0,12,1,179029.8,14919.15,172,25,328219,1908.25,9028,1343,566958.4,62.8,19463,2889,716238.4,36.8
426,16/04/2002,33,39,5,4,13,11,,28,32,3,1,10000000.02,3333333.34,14,3,428360.8,30597.2,341,40,785323,2303,17485,2331,1356836,77.6,43322,5723,1713385.1,39.55
425,09/04/2002,29,18,26,27,1,5,,22,36,0,0,5819367.65,0,14,2,292404.7,20886.05,247,46,536076.45,2170.35,12615,1823,925941,73.4,30760,4414,1168880,38
424,02/04/2002,44,7,19,12,17,9,,35,6,0,0,3869259.47,0,14,2,215023.2,15358.8,251,38,394208.05,1570.55,10302,1527,680962.2,66.1,24367,3807,860155.1,35.3
423,26/03/2002,22,34,10,5,2,9,,1,14,0,0,2435890.99,0,12,2,196307.4,16358.95,166,28,359896.3,2168.05,8838,1439,621753.3,70.35,21862,3531,784845.8,35.9
422,19/03/2002,34,44,14,3,38,18,,13,32,0,0,1126900.83,0,5,0,169068.75,33813.75,159,28,309962.55,1949.45,6536,1058,535298.4,81.9,15698,2443,676583.8,43.1
421,12/03/2002,15,31,44,43,37,29,,21,6,2,0,4000000,2000000,7,0,211631,30233,156,27,387987.6,2487.1,7607,1367,670176.7,88.1,18694,3119,846838.2,45.3
420,05/03/2002,40,41,36,37,3,12,,23,39,0,0,2362339.82,0,6,2,188934.9,31489.15,79,9,346379.45,4384.55,5967,1031,598191.75,100.25,16777,2740,755803.85,45.05
419,26/02/2002,42,22,29,36,6,21,,16,45,0,0,1102735.83,0,6,0,165396,27566,133,16,303226.7,2279.9,6355,1020,523652,82.4,14985,2514,661587.75,44.15
418,19/02/2002,15,11,23,7,38,39,,28,9,2,0,3000000,1500000,2,1,193005.5,96502.75,172,24,353847,2057.25,8964,1393,611344.8,68.2,22218,3562,772075.5,34.75
417,12/02/2002,20,33,1,28,38,24,,22,32,0,0,1151619.12,0,2,1,172771.4,86385.7,104,18,316747.6,3045.65,5701,989,547010.95,95.95,15112,2503,691374,45.75
416,05/02/2002,28,43,17,22,2,32,,29,11,1,1,1176787.74,1176787.74,6,4,176508.9,29418.15,122,23,323598.9,2652.45,6492,1061,558961.2,86.1,17671,2875,705956.45,39.95
415,29/01/2002,34,45,2,7,41,42,,10,33,1,0,6000000,6000000,12,2,291558.6,24296.55,155,16,534525.25,3448.55,9450,1398,923265,97.7,26193,3793,1165588.5,44.5
414,22/01/2002,18,9,3,41,8,11,,10,44,0,0,3897195.11,0,7,2,220828.65,31546.95,173,23,404854.6,2340.2,10104,1573,699196.8,69.2,22625,3763,883506.25,39.05
413,15/01/2002,9,37,21,20,32,27,,13,23,0,0,2425106.43,0,10,1,196252,19625.2,129,18,359793.9,2789.1,7660,1295,621609,81.15,21417,3472,784933.05,36.65
412,08/01/2002,35,41,34,32,6,17,,9,13,0,0,1116828.58,0,2,0,167579.3,83789.65,85,17,307228.25,3614.45,5168,870,530753.6,102.7,14690,2702,670598.5,45.65
411,01/01/2002,32,36,6,18,13,31,,22,42,1,1,3000000,3000000,8,0,168018.4,21002.3,145,37,308030.75,2124.35,6477,1111,532085.55,82.15,16195,2697,672092.5,41.5
410,25/12/2001,5,41,40,1,8,36,,11,6,0,0,961619.24,0,11,2,144302.95,13118.45,110,15,264555.5,2405.05,5940,1041,457083,76.95,13882,2394,577491.2,41.6
409,18/12/2001,16,2,25,7,41,43,,38,21,2,1,3000000,1500000,8,1,188994,23624.25,146,21,346487.2,2373.2,6996,1163,598507.8,85.55,16228,2628,756224.8,46.6
408,11/12/2001,43,40,41,25,31,26,,23,7,0,0,1122220.72,0,11,5,168317.6,15301.6,132,24,308583,2337.75,5167,891,532976.05,103.15,13866,2334,673194.3,48.55
407,04/12/2001,23,11,13,16,10,43,,32,7,1,0,1146649.77,1146649.77,10,3,171940,17194,113,20,315224.8,2789.6,6990,1175,544521,77.9,19280,3098,687332,35.65
406,27/11/2001,43,8,19,20,35,14,,25,17,1,0,4334946.46,4334946.46,13,1,249166.45,19166.65,186,25,456806.7,2455.95,9947,1502,788797.1,79.3,23742,3676,997164,42
405,20/11/2001,17,34,4,12,35,7,,29,40,0,0,2674101.33,0,13,2,220756.9,16981.3,146,21,404719.3,2772.05,8838,1401,699085.8,79.1,22271,3454,883045.15,39.65
404,13/11/2001,7,10,36,1,24,4,,25,39,0,0,1202426.78,0,2,0,180298.9,90149.45,163,19,330547.7,2027.9,8591,1187,570871.95,66.45,17307,2634,720836.55,41.65
403,06/11/2001,3,19,24,16,33,43,,45,30,2,0,10000000,5000000,25,4,479983.75,19199.35,368,36,879961.6,2391.2,18608,2423,1520273.6,81.7,45518,6093,1920859.6,42.2
402,30/10/2001,17,30,25,2,7,6,,37,28,0,0,5949996.03,0,15,2,314298.75,20953.25,309,46,576207.75,1864.75,14312,1821,995399.6,69.55,31731,4161,1256547.6,39.6
401,23/10/2001,32,9,22,31,30,43,,14,41,0,0,3854132.46,0,8,1,226210,28276.25,116,23,414717.4,3575.15,7348,1224,716430,97.5,18510,3127,905139,48.9
400,16/10/2001,32,12,18,3,38,13,,25,31,0,0,2346459,0,8,2,188798.8,23599.85,152,25,346134.4,2277.2,7442,1200,597964.7,80.35,18151,2964,755081.6,41.6
399,09/10/2001,38,14,44,7,21,43,,4,39,0,0,1087789.65,0,4,1,163176.4,40794.1,144,13,299160,2077.5,6293,962,516655.3,82.1,15415,2451,652825.25,42.35
398,02/10/2001,33,25,39,19,44,20,,29,24,1,0,1069555.26,1069555.26,5,0,160450.75,32090.15,104,17,294158.8,2828.45,5540,848,508018,91.7,15088,2270,641994.4,42.55
397,25/09/2001,33,35,21,6,20,17,,43,36,1,0,1121684.18,1121684.18,3,2,168298.95,56099.65,89,6,308549.65,3466.85,5756,893,533005.6,92.6,14672,2467,673444.8,45.9
396,18/09/2001,21,16,4,6,3,42,,26,15,3,0,3000000,1000000,8,1,197184,24648,128,27,361504,2824.25,7097,1174,624536,88,19820,3415,788836,39.8
395,11/09/2001,39,43,3,22,18,5,,9,11,0,0,1127842.06,0,7,1,169167.95,24166.85,132,21,310140.6,2349.55,6497,1019,535677.65,82.45,18980,2968,676637,35.65
394,04/09/2001,35,3,1,36,7,31,,22,14,1,0,1201716.57,1201716.57,1,1,180196.5,180196.5,126,24,330359.4,2621.9,7004,1060,570475.8,81.45,17135,2518,720526.75,42.05
393,28/08/2001,44,2,38,36,31,45,,42,18,1,1,1146600.89,1146600.89,3,0,172024.05,57341.35,106,16,315376.5,2975.25,5743,947,544723.55,94.85,15591,2636,688342.65,44.15
392,21/08/2001,24,44,45,14,15,23,,1,31,1,0,1144283.47,1144283.47,8,2,171703.6,21462.95,115,17,314789.5,2737.3,5382,874,543851.1,101.05,14211,2359,687101.85,48.35
391,14/08/2001,8,18,14,38,37,17,,12,30,1,1,3000000,3000000,9,3,199163.7,22129.3,158,22,365130.1,2310.95,7466,1158,630503.7,84.45,18236,3034,796913.2,43.7
390,07/08/2001,30,43,29,26,23,4,,38,45,0,0,1152036.97,0,9,0,172786.5,19198.5,96,14,316776,3299.75,6628,1047,547141.4,82.55,14845,2378,691034.75,46.55
389,31/07/2001,5,21,35,31,12,19,,44,42,3,0,3000000,1000000,19,2,211619.15,11137.85,223,30,387964.25,1739.75,10363,1587,669967.95,64.65,20591,3458,846290.1,41.1
388,24/07/2001,34,2,40,11,38,24,,4,14,0,0,1193700.61,0,9,0,179082.9,19898.1,95,11,328320,3456,6205,920,567137,91.4,16740,2514,716472,42.8
387,17/07/2001,43,41,31,11,38,40,,44,7,1,0,1232580.77,1232580.77,4,1,184907.2,46226.8,129,22,338999.1,2627.9,6591,1053,585610.35,88.85,21134,3294,739690,35
386,10/07/2001,9,18,15,27,6,1,,43,10,6,0,10000000.02,1666666.67,35,3,487851,13938.6,553,64,894394.55,1617.35,24423,3086,1544754.75,63.25,52894,7171,1951788.6,36.9
385,03/07/2001,35,31,43,12,6,36,,40,23,0,0,5723742.04,0,8,1,285961.2,35745.15,193,29,524265.2,2716.4,10257,1548,905693.1,88.3,25341,3953,1144146.15,45.15
384,26/06/2001,9,30,24,40,32,17,,36,34,0,0,3817786.35,0,12,2,213516.6,17793.05,243,46,391448.7,1610.9,8313,1365,676262.55,81.35,18854,3075,854086.2,45.3
383,19/06/2001,17,30,22,9,35,45,,19,12,0,0,2394493.1,0,9,2,196669.35,21852.15,134,22,360560.5,2690.75,7270,1272,622675.5,85.65,21029,3512,786484.6,37.4
