Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Supplementary Number 1,Supplementary Number 2,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount
3649,09/07/2016,25,33,17,21,38,13,18,11,7,0,4055455.74,579350.82,66,8,550845.90,8346.15,1228,205,1188642.60,967.95,56875,9897,1797250.00,31.60,150678,24752,3013560.00,20.00,326910,53622,3890229.00,11.90
3647,02/07/2016,5,20,16,41,12,31,10,29,4,0,4058337.16,1014584.29,70,13,550924.50,7870.35,1040,179,1188824.00,1143.10,52153,8942,1796670.85,34.45,140685,24232,3017693.25,21.45,310845,53081,3885562.50,12.50
3645,25/06/2016,31,7,28,10,4,17,12,23,12,0,4074404.04,339533.67,134,18,552951.00,4126.50,1742,272,1193182.90,684.95,74804,12182,1802776.40,24.10,181480,29738,3030716.00,16.70,331683,55698,3897275.25,11.75
3643,18/06/2016,20,13,44,2,1,39,4,7,14,2,22000000.12,1571428.58,127,15,1394352.05,10979.15,2445,416,3008817.00,1230.60,128451,21271,4547165.40,35.40,347599,56305,7629798.05,21.95,823539,132679,9841291.05,11.95
3641,11/06/2016,32,45,39,4,10,25,26,22,2,0,4160761.32,2080380.66,38,4,564334.20,14850.90,872,160,1217791.60,1396.55,47365,8131,1842498.50,38.90,123486,21145,3087150.00,25.00,301392,50394,3978374.40,13.20
3639,04/06/2016,26,38,27,43,12,3,44,16,6,0,4099573.68,683262.28,71,15,556640.00,7840.00,1315,200,1201186.75,913.45,59029,10300,1815141.75,30.75,128514,22436,3045781.80,23.70,234631,42500,3930069.25,16.75
3637,28/05/2016,42,35,37,1,34,21,26,11,3,0,4139764.86,1379921.62,39,4,561481.05,14396.95,754,125,1211602.60,1606.90,45106,8121,1831303.60,40.60,130055,22602,3075800.75,23.65,325584,54445,3955845.60,12.15
3635,21/05/2016,13,39,11,14,5,37,12,32,7,2,4009362.49,572766.07,48,7,543686.40,11326.80,1000,161,1173200.00,1173.20,50878,8877,1773098.30,34.85,125291,21809,2975661.25,23.75,244110,42523,3832527.00,15.70
3633,14/05/2016,21,33,34,4,13,10,14,30,2,0,4076312.86,2038156.43,44,8,554624.40,12605.10,1053,174,1196839.80,1136.60,56332,9633,1811073.80,32.15,137476,23017,3038219.60,22.10,287054,49557,3918287.10,13.65
3631,07/05/2016,31,14,1,24,35,3,8,17,10,2,21000000.00,2100000.00,140,18,1332576.00,9518.40,2410,380,2875612.00,1193.20,126448,19366,4349811.20,34.40,337713,51743,7294600.80,21.60,749835,112111,9410429.25,12.55
3629,30/04/2016,20,2,24,27,22,30,10,26,6,1,4010482.68,668413.78,79,13,544227.05,6888.95,1237,202,1174407.80,949.40,60327,10188,1776630.15,29.45,161861,27097,2978242.40,18.40,333719,55046,3837768.50,11.50
3627,23/04/2016,10,34,36,32,3,27,20,26,4,0,4004923.48,1001230.87,50,5,543772.50,10875.45,913,145,1173387.60,1285.20,49007,8551,1774053.40,36.20,129670,22357,2975926.50,22.95,291842,49503,3837722.30,13.15
3625,16/04/2016,11,1,36,42,29,3,26,33,4,2,4033114.32,1008278.58,68,6,547600.60,8052.95,1163,191,1181666.15,1016.05,57058,10224,1785915.40,31.30,141983,25052,2995841.30,21.10,253535,45630,3866408.75,15.25
3623,09/04/2016,23,18,41,3,6,21,30,16,7,2,4100793.76,585827.68,61,10,556371.85,9120.85,1108,190,1200573.40,1083.55,57086,10028,1815334.80,31.80,139018,24771,3044494.20,21.90,285368,49877,3923810.00,13.75
3621,02/04/2016,23,36,29,11,12,7,33,9,3,0,4140939.03,1380313.01,79,16,561216.00,7104.00,1662,286,1211016.30,728.65,76385,13051,1833240.00,24.00,172011,29641,3070396.35,17.85,291663,52614,3952033.65,13.55
3619,26/03/2016,17,24,43,5,9,32,31,21,3,1,4147133.61,1382377.87,69,15,561735.90,8141.10,1110,249,1212175.50,1092.05,53647,10176,1832045.05,34.15,128837,23509,3072762.45,23.85,283635,50508,3956708.25,13.95
3617,19/03/2016,31,10,24,16,28,8,2,4,19,3,21000000.04,1105263.16,175,27,1174468.75,6711.25,2788,469,2534431.40,909.05,133203,22520,3829586.25,28.75,331550,53312,6432070.00,19.40,639292,101803,8278831.40,12.95
3615,12/03/2016,16,37,1,3,28,8,30,5,1,0,3964758.43,3964758.43,73,10,539721.85,7393.45,1098,207,1164648.60,1060.70,58439,10341,1761935.85,30.15,154466,26411,2958023.90,19.15,307588,50297,3814091.20,12.40
3613,05/03/2016,20,39,11,2,45,26,19,33,6,4,3956684.10,659447.35,38,12,536466.90,14117.55,958,161,1157647.20,1208.40,52443,9081,1751596.20,33.40,122257,21571,2934168.00,24.00,272994,47893,3780966.90,13.85
3611,27/02/2016,38,3,22,18,21,5,27,45,6,1,4044317.52,674052.92,59,9,548909.45,9303.55,1164,205,1184486.40,1017.60,61479,10273,1792112.85,29.15,148976,25559,3001866.40,20.15,286912,51180,3873312.00,13.50
3609,20/02/2016,30,5,17,22,42,26,19,36,13,3,4162911.74,320223.98,70,15,564970.00,8071.00,1147,183,1219146.30,1062.90,56741,9651,1844082.50,32.50,146943,25161,3093150.15,21.05,308791,52547,3983403.90,12.90
3607,13/02/2016,2,43,27,25,28,8,32,6,17,2,20000000.03,1176470.59,155,25,1329745.00,8579.00,2627,395,2869472.10,1092.30,131912,20384,4339904.80,32.90,319796,49822,7275359.00,22.75,632246,97805,9388853.10,14.85
3605,06/02/2016,4,43,39,26,40,33,32,41,4,1,4017363.84,1004340.96,42,10,545006.70,12976.35,804,166,1176051.00,1462.75,42488,7784,1778122.80,41.85,111311,20387,2983134.80,26.80,217712,41322,3842616.80,17.65
3603,30/01/2016,20,5,28,45,29,25,30,21,6,1,3958504.62,659750.77,41,8,538141.40,13125.40,989,172,1161234.35,1174.15,55583,9812,1756422.80,31.60,159665,27381,2945819.25,18.45,278496,47969,3801470.40,13.65
3601,23/01/2016,41,33,45,20,24,44,29,12,5,3,4011499.85,802299.97,46,13,544656.10,11840.35,783,156,1175322.15,1501.05,43012,7810,1776395.60,41.30,111310,20097,2983108.00,26.80,281469,49219,3842051.85,13.65
3599,16/01/2016,1,13,22,11,3,24,29,30,20,4,4154282.40,207714.12,80,21,562692.00,7033.65,1787,288,1214266.50,679.50,77304,12354,1835970.00,23.75,172824,29289,3076267.20,17.80,277219,48814,3964231.70,14.30
3597,09/01/2016,20,25,36,30,18,2,5,11,4,1,4081985.52,1020496.38,77,17,554619.45,7202.85,1045,190,1196786.25,1145.25,57618,9395,1809205.20,31.40,172496,28244,3035929.60,17.60,380260,63145,3916678.00,10.30
3595,02/01/2016,40,10,31,3,45,44,38,37,15,3,30000000.00,2000000.00,156,23,1848958.80,11852.30,3186,555,3989827.80,1252.30,166669,29539,6033417.80,36.20,418204,74588,10120536.80,24.20,869649,155594,13044735.00,15.00
3593,26/12/2015,36,5,35,9,25,34,42,29,9,1,4013417.34,445935.26,30,6,544255.50,18141.85,861,143,1174447.05,1364.05,47590,8087,1775107.00,37.30,119905,21089,2979639.25,24.85,253178,44980,3835646.70,15.15
3591,19/12/2015,6,11,24,34,33,3,1,4,2,0,3923928.00,1961964.00,50,5,533970.00,10679.40,1021,154,1152249.55,1128.55,54637,9150,1742920.30,31.90,134839,22928,2926006.30,21.70,318376,54012,3772755.60,11.85
3589,12/12/2015,6,11,8,7,40,31,22,30,5,1,3928369.10,785673.82,57,4,533337.60,9356.80,1147,183,1150899.80,1003.40,66181,10560,1740560.30,26.30,154027,25111,2918811.65,18.95,280838,48530,3763229.20,13.40
3587,05/12/2015,15,42,40,32,18,28,14,7,6,1,3988529.22,664754.87,53,9,542341.05,10232.85,949,151,1170306.80,1233.20,49846,8743,1769533.00,35.50,127214,22379,2970446.90,23.35,326041,53930,3830981.75,11.75
3585,28/11/2015,17,18,1,24,9,34,36,26,4,0,4040925.12,1010231.28,71,14,549003.95,7732.45,981,164,1184704.65,1207.65,53628,9193,1791175.20,33.40,130384,22870,3005351.20,23.05,271073,47355,3876343.90,14.30
3583,21/11/2015,35,10,37,6,9,11,15,31,3,1,4197896.94,1399298.98,51,7,569091.15,11158.65,988,180,1228034.60,1242.95,53082,9333,1857870.00,35.00,134804,23257,3113972.40,23.10,293717,50358,4009237.05,13.65
3581,14/11/2015,6,10,37,21,28,42,39,14,12,3,4197981.12,349831.76,61,15,570282.90,9348.90,1330,230,1230582.50,925.25,59503,10436,1859468.75,31.25,150223,26017,3124638.40,20.80,245397,41782,4024510.80,16.40
3579,07/11/2015,4,17,39,31,38,6,23,37,2,0,4003799.52,2001899.76,43,3,543803.80,12646.60,834,142,1173479.70,1407.05,44039,7659,1774771.70,40.30,116181,20327,2974233.60,25.60,261262,45545,3840551.40,14.70
3577,31/10/2015,20,10,19,37,14,27,29,13,20,2,20000000.00,1000000.00,177,23,1433558.40,8099.20,3386,555,3093449.60,913.60,156032,24034,4680960.00,30.00,388672,59436,7851174.40,20.20,866064,139243,10089645.60,11.65
3575,24/10/2015,1,29,15,40,18,37,8,30,6,0,3996835.26,666139.21,38,5,543552.00,14304.00,913,140,1172931.10,1284.70,49568,8497,1774534.40,35.80,135288,23131,2976336.00,22.00,296512,50355,3839830.40,12.95
3573,17/10/2015,2,13,23,10,7,24,21,8,7,3,3994343.92,570620.56,106,14,541750.10,5110.85,1679,250,1169003.75,696.25,74084,11879,1766903.40,23.85,185872,30452,2964658.40,15.95,338046,57123,3819919.80,11.30
3571,10/10/2015,1,7,8,15,5,39,30,34,2,0,4042799.84,2021399.92,62,15,548957.30,8854.15,1334,209,1184592.00,888.00,68869,11169,1790594.00,26.00,135346,22992,3004681.20,22.20,246008,42900,3874626.00,15.75
3569,03/10/2015,21,3,22,7,6,43,39,14,4,0,4115402.80,1028850.70,80,14,558892.00,6986.15,1233,228,1206058.95,978.15,63360,10500,1824768.00,28.80,146133,24661,3061486.35,20.95,241047,42093,3941118.45,16.35
3567,26/09/2015,22,17,26,5,13,12,4,44,5,0,4117089.30,823417.86,62,14,558514.60,9008.30,1453,205,1205190.85,829.45,70462,11779,1821442.70,25.85,157451,27680,3054549.40,19.40,291921,51378,3940933.50,13.50
3565,19/09/2015,44,32,4,16,5,29,37,19,4,2,4197383.00,1049345.75,60,6,568581.00,9476.35,989,197,1226953.40,1240.60,50868,9305,1854138.60,36.45,132324,23401,3109614.00,23.50,298954,53749,4005983.60,13.40
3563,12/09/2015,17,42,21,29,38,16,27,11,6,1,4271236.14,711872.69,48,8,580173.60,12086.95,998,208,1251941.10,1254.45,50745,9296,1892788.50,37.30,148239,26760,3172314.60,21.40,399929,68591,4099272.25,10.25
3561,05/09/2015,13,37,27,42,31,5,18,30,28,8,21000000.00,750000.00,191,20,1498882.05,7847.55,3810,635,3234499.50,848.95,164884,27498,4888810.60,29.65,386917,64174,8202640.40,21.20,793372,129806,10551847.60,13.30
3559,29/08/2015,39,26,11,18,27,37,5,30,2,0,4215618.02,2107809.01,55,8,573193.50,10421.70,1018,211,1236870.00,1215.00,55763,10104,1870848.65,33.55,148461,26414,3139950.15,21.15,314987,54105,4047582.95,12.85
3557,22/08/2015,27,30,13,18,4,36,5,32,18,2,4237921.98,235440.11,90,17,575568.00,6395.20,1910,340,1241977.50,650.25,75714,12716,1877707.20,24.80,155624,26815,3151386.00,20.25,268113,47259,4061911.95,15.15
3555,15/08/2015,36,23,12,6,28,26,43,27,17,2,4083854.75,240226.75,76,13,554097.00,7290.75,1485,254,1195647.75,805.15,66859,11383,1808535.95,27.05,143228,25496,3036433.60,21.20,275826,49861,3902937.90,14.15
3553,08/08/2015,28,1,33,29,13,24,14,20,2,0,4215601.88,2107800.94,44,12,571639.20,12991.80,1117,192,1233558.95,1104.35,59107,10563,1864825.85,31.55,140592,24191,3128172.00,22.25,296277,51327,4029367.20,13.60
3551,01/08/2015,17,10,29,16,6,15,33,18,17,8,21000000.04,1235294.12,156,29,1439123.40,9225.15,2886,526,3105480.30,1076.05,146597,24081,4698433.85,32.05,359177,58152,7883935.15,21.95,713483,117363,10167132.75,14.25
3549,25/07/2015,7,20,13,8,23,32,26,34,3,1,4245144.48,1415048.16,93,8,576660.45,6200.65,1437,240,1244370.15,865.95,72190,11893,1880549.50,26.05,163967,26970,3156364.75,19.25,261880,47227,4072234.00,15.55
3547,18/07/2015,3,11,29,13,38,42,19,15,5,2,4178595.35,835719.07,94,20,566857.60,6030.40,1351,219,1223195.40,905.40,64486,11075,1850748.20,28.70,164384,27981,3106857.60,18.90,328486,55173,3991104.90,12.15
3545,11/07/2015,28,41,14,24,45,23,5,43,4,0,4201739.12,1050434.78,51,8,569858.70,11173.70,860,154,1229714.00,1429.90,47845,8850,1858778.25,38.85,129029,22362,3116050.35,24.15,255246,44179,4020124.50,15.75
3543,04/07/2015,30,15,8,31,44,25,14,4,2,0,4272655.04,2136327.52,60,9,579759.00,9662.65,966,161,1251066.60,1295.10,51854,9154,1892671.00,36.50,137989,24279,3173747.00,23.00,323076,54928,4086911.40,12.65
3541,27/06/2015,39,17,30,29,15,32,21,41,2,1,4343341.68,2171670.84,43,13,589355.85,13705.95,904,161,1271747.20,1406.80,49003,8745,1923367.75,39.25,122948,22796,3227385.00,26.25,255640,48225,4154150.00,16.25
3539,20/06/2015,44,27,22,10,8,39,25,20,22,4,22000000.00,1000000.00,198,35,1558626.30,7871.85,3490,618,3363313.00,963.70,160550,26763,5089435.00,31.70,382325,63367,8525847.50,22.30,822935,133545,10986182.25,13.35
3537,13/06/2015,8,38,43,36,20,45,16,29,3,1,4260655.20,1420218.40,56,4,578583.60,10331.85,894,168,1248515.70,1396.55,51928,9264,1887582.80,36.35,147834,27198,3163647.60,21.40,278969,50690,4086895.85,14.65
3535,06/06/2015,32,31,33,29,15,39,12,22,6,0,4332142.38,722023.73,40,6,586616.00,14665.40,878,166,1265856.50,1441.75,50394,9088,1914972.00,38.00,127803,23081,3207855.30,25.10,327763,57580,4129813.80,12.60
3533,30/05/2015,20,16,43,36,38,23,19,13,3,0,4320283.92,1440094.64,51,7,586683.60,11503.60,993,166,1265975.70,1274.90,50673,9128,1915439.40,37.80,138728,24813,3211553.20,23.15,359921,62074,4139091.50,11.50
3531,23/05/2015,39,31,1,2,38,45,26,34,4,1,4086990.48,1021747.62,42,7,554257.20,13196.60,808,169,1196042.00,1480.25,41136,7636,1807927.20,43.95,108223,19487,3035655.15,28.05,237375,42821,3904818.75,16.45
3529,16/05/2015,10,30,26,15,45,16,21,12,5,2,4169149.35,833829.87,76,12,566572.40,7454.90,1118,177,1222588.90,1093.55,56139,9601,1849780.05,32.95,145482,24780,3098766.60,21.30,321521,55635,4002936.45,12.45
3527,09/05/2015,29,31,32,27,13,4,36,34,17,5,21000000.04,1235294.12,175,26,1559503.75,8911.45,3223,563,3365295.45,1044.15,164261,27239,5092091.00,31.00,383639,62685,8535967.75,22.25,750479,121698,10994517.35,14.65
3525,02/05/2015,15,6,18,43,35,23,44,16,3,0,4164425.52,1388141.84,45,8,564619.50,12547.10,1065,186,1218413.25,1144.05,53741,9819,1843316.30,34.30,115880,21222,3088202.00,26.65,230693,42099,3979454.25,17.25
3523,25/04/2015,20,12,7,42,29,5,30,11,4,1,3935984.24,983996.06,56,9,533946.00,9534.75,1252,195,1152215.60,920.30,59800,9969,1743170.00,29.15,160735,26582,2925377.00,18.20,318689,52421,3760530.20,11.80
3521,18/04/2015,27,14,18,16,26,4,10,5,4,0,4236300.80,1059075.20,69,3,574293.90,8323.10,1212,209,1239270.00,1022.50,63727,10717,1873573.80,29.40,165168,27829,3146450.40,19.05,360989,60059,4043076.80,11.20
3519,11/04/2015,13,21,30,3,24,7,27,4,13,2,4113115.37,316393.49,146,29,557851.40,3820.90,2219,357,1203807.50,542.50,85268,14399,1820471.80,21.35,201386,34047,3050997.90,15.15,352829,59376,3934043.35,11.15
3517,04/04/2015,40,34,1,45,44,24,20,16,8,3,4201525.28,525190.66,55,9,569437.00,10353.40,848,144,1228794.40,1449.05,50876,9089,1856974.00,36.50,132144,23680,3118598.40,23.60,270022,47492,4009826.70,14.85
3515,28/03/2015,29,25,13,17,16,18,26,27,13,3,21000000.06,1615384.62,190,27,1514775.00,7972.50,3023,538,3268769.90,1081.30,154902,24983,4941373.80,31.90,399095,63404,8301176.00,20.80,784105,127378,10663828.00,13.60
3513,21/03/2015,12,39,2,11,24,16,42,43,9,1,4265064.45,473896.05,48,10,579208.80,12066.85,1080,191,1249884.00,1157.30,55947,9529,1891008.60,33.80,121394,22534,3168383.40,26.10,233645,43791,4088787.50,17.50
3511,14/03/2015,42,9,17,43,26,7,29,24,3,1,4267282.95,1422427.65,44,11,578375.60,13144.90,1004,185,1248072.40,1243.10,55124,10073,1887997.00,34.25,140595,25572,3163387.50,22.50,292136,52433,4075297.20,13.95
3509,07/03/2015,40,6,3,24,41,44,25,26,2,0,4293141.22,2146570.61,53,12,582093.70,10982.90,910,191,1256118.50,1380.35,46390,8445,1899670.50,40.95,123719,22556,3185764.25,25.75,273432,49149,4101480.00,15.00
3507,28/02/2015,11,14,45,1,33,37,41,22,5,0,4311180.10,862236.02,58,14,584930.00,10085.00,950,201,1262217.50,1328.65,53124,9802,1909807.80,35.95,140740,25958,3201835.00,22.75,249872,46794,4122888.00,16.50
3505,21/02/2015,41,24,11,10,39,5,18,3,2,0,4292940.54,2146470.27,36,6,583603.20,16211.20,926,160,1259360.00,1360.00,51151,10030,1905374.75,37.25,137999,25266,3194676.85,23.15,333766,57711,4122010.10,12.35
3503,14/02/2015,42,22,35,16,37,24,36,29,9,2,20000000.07,2222222.23,166,26,1669603.10,10057.85,2898,444,3602793.60,1243.20,149505,23568,5449457.25,36.45,378699,60942,9145580.85,24.15,841740,139046,11784360.00,14.00
3501,07/02/2015,33,30,9,19,41,44,35,36,7,2,4257706.60,608243.80,64,13,577641.60,9025.65,1097,181,1246466.25,1136.25,50884,9349,1885252.20,37.05,127891,23661,3158907.70,24.70,246975,45179,4075087.50,16.50
3499,31/01/2015,36,19,26,9,15,33,4,45,5,3,4229246.05,845849.21,57,13,573505.50,10061.50,1184,237,1237576.00,1045.25,58270,10198,1870467.00,32.10,142924,25358,3137181.80,21.95,268721,48728,4044251.05,15.05
3497,24/01/2015,34,10,30,12,44,42,1,32,3,0,4270052.25,1423350.75,38,9,580334.10,15271.95,997,175,1252281.85,1256.05,50931,9270,1894633.20,37.20,122525,22323,3179523.75,25.95,244485,44311,4095123.75,16.75
3495,17/01/2015,30,33,16,10,1,41,28,32,4,1,4189038.04,1047259.51,52,13,569311.60,10948.30,1046,189,1228527.00,1174.50,49151,8980,1857907.80,37.80,124505,22903,3118850.25,25.05,262632,46355,4018269.60,15.30
3493,10/01/2015,25,4,19,27,34,24,33,41,4,1,4230076.48,1057519.12,50,7,574455.00,11489.10,1069,163,1239612.40,1159.60,57599,9875,1874847.45,32.55,123235,22512,3142492.50,25.50,260822,49541,4055782.10,15.55
3491,03/01/2015,39,21,18,35,38,43,13,27,11,1,30000000.03,2727272.73,230,45,2257415.50,9814.85,4196,680,4871346.20,1160.95,218426,36977,7360956.20,33.70,556504,95364,12354388.80,22.20,1281101,220826,15949707.45,12.45
3489,27/12/2014,16,43,33,39,20,7,41,3,9,1,4243757.04,471528.56,59,11,576264.80,9767.20,978,170,1243527.00,1271.50,49391,8581,1879327.55,38.05,130865,22301,3153846.50,24.10,254257,44242,4068112.00,16.00
3487,20/12/2014,19,8,9,21,6,41,2,34,7,1,4215285.69,602183.67,69,11,571454.55,8281.95,1260,192,1233162.00,978.70,62010,10346,1863400.50,30.05,150222,25444,3124617.60,20.80,258358,44771,4030384.80,15.60
3485,13/12/2014,44,21,11,17,6,16,40,18,10,2,4092160.50,409216.05,59,10,555895.05,9421.95,1119,234,1199568.00,1072.00,57317,10213,1814083.05,31.65,134143,23536,3045046.10,22.70,256343,44155,3922047.90,15.30
3483,06/12/2014,39,5,38,1,36,13,4,23,4,0,4205364.80,1051341.20,42,12,569679.60,13563.80,866,174,1229287.00,1419.50,48369,8880,1859788.05,38.45,133696,23721,3115116.80,23.30,314692,53453,4012323.00,12.75
3481,29/11/2014,42,36,41,18,31,28,27,13,2,1,4236743.62,2118371.81,47,7,574199.00,12217.00,945,196,1239036.75,1311.15,50377,9298,1874024.40,37.20,135213,25020,3143702.25,23.25,377829,65612,4042770.30,10.70
3479,22/11/2014,42,31,23,14,5,1,10,44,2,0,4305304.28,2152652.14,50,7,584305.00,11686.10,1043,184,1260882.70,1208.90,55549,9886,1905330.70,34.30,136513,24472,3201229.85,23.45,266628,48494,4119402.60,15.45
3477,15/11/2014,42,9,37,4,43,13,23,1,3,0,4302610.23,1434203.41,45,8,583753.50,12972.30,953,201,1259675.40,1321.80,51902,9721,1904803.40,36.70,140391,25528,3193895.25,22.75,306112,54474,4117206.40,13.45
3475,08/11/2014,16,22,19,20,35,27,23,24,1,1,4283648.80,4283648.80,63,10,581008.05,9222.35,1046,193,1253735.60,1198.60,57735,10174,1896594.75,32.85,146039,26089,3183650.20,21.80,278300,50565,4091010.00,14.70
3473,01/11/2014,21,30,24,15,42,9,1,2,14,3,21000000.00,1500000.00,156,31,1488903.00,9544.25,2795,470,3212852.50,1149.50,143063,24025,4856988.85,33.95,361587,59967,8153786.85,22.55,740164,120971,10510328.80,14.20
3471,25/10/2014,11,17,12,36,38,44,9,31,3,0,4342904.79,1447634.93,39,11,588771.30,15096.70,907,164,1270525.60,1400.80,50581,9665,1922078.00,38.00,130723,25178,3222321.95,24.65,291044,53704,4147377.00,14.25
3469,18/10/2014,9,7,8,34,5,27,23,31,6,2,4227757.98,704626.33,80,4,573612.00,7170.15,1377,235,1237785.30,898.90,73722,12138,1872538.80,25.40,177044,29431,3142531.00,17.75,313242,54161,4040821.80,12.90
3467,11/10/2014,3,11,21,44,42,13,26,32,5,1,4146808.40,829361.68,61,8,562825.65,9226.65,1198,198,1214532.40,1013.80,63204,11036,1836076.20,29.05,143924,25879,3079973.60,21.40,261248,45819,3970969.60,15.20
3465,04/10/2014,6,29,20,22,32,44,41,38,3,0,4209818.37,1403272.79,39,9,571589.85,14656.15,961,180,1233443.50,1283.50,48795,8757,1863969.00,38.20,119151,21258,3127713.75,26.25,241635,45304,4035304.50,16.70
3463,27/09/2014,6,25,1,20,36,16,33,24,12,3,4333521.60,361126.80,42,5,588388.50,14009.25,1203,238,1269706.35,1055.45,60278,10569,1919854.30,31.85,136992,24100,3219312.00,23.50,267082,47987,4153125.10,15.55
3461,20/09/2014,38,1,12,27,22,40,32,20,6,1,20000000.04,3333333.34,162,24,1442512.80,8904.40,2845,404,3112714.50,1094.10,145509,22440,4707216.15,32.35,351152,55770,7900920.00,22.50,690852,106721,10190067.00,14.75
3459,13/09/2014,1,10,14,5,33,29,9,22,8,0,4438571.60,554821.45,71,9,601167.65,8467.15,1275,214,1297248.75,1017.45,62810,10642,1962812.50,31.25,164405,29043,3288100.00,20.00,341313,59721,4232281.20,12.40
3457,06/09/2014,43,17,27,10,34,4,26,18,6,0,4528802.58,754800.43,86,12,614530.20,7145.70,1260,216,1326087.00,1052.45,62484,11344,2005736.40,32.10,146645,26297,3365502.75,22.95,322020,57549,4331169.00,13.45
3455,30/08/2014,24,37,44,14,2,40,33,18,4,1,4465137.56,1116284.39,51,5,606639.90,11894.90,973,191,1309074.20,1345.40,50956,9577,1979640.60,38.85,127312,23055,3322843.20,26.10,279795,50002,4280863.50,15.30
3453,23/08/2014,29,43,40,11,30,41,2,4,3,0,4314876.24,1438292.08,49,3,584783.15,11934.35,951,183,1261881.90,1326.90,51644,9603,1908245.80,36.95,130662,24232,3201219.00,24.50,294146,51201,4118044.00,14.00
3451,16/08/2014,24,3,16,18,15,2,31,25,6,1,4293963.42,715660.57,52,6,582004.80,11192.40,1091,184,1255904.65,1151.15,57747,10111,1899876.30,32.90,143216,24974,3186556.00,22.25,283572,49918,4097615.40,14.45
3449,09/08/2014,31,30,27,41,23,26,16,38,8,1,21000000.00,2625000.00,142,29,1412715.40,9948.70,2448,420,3048494.40,1245.30,128715,22936,4607997.00,35.80,323106,55887,7738388.70,23.95,655016,111489,9956243.20,15.20
3447,02/08/2014,30,12,26,10,7,36,32,15,11,2,4400109.67,400009.97,92,10,596997.20,6489.10,1738,296,1288292.50,741.25,73309,12831,1946353.95,26.55,153858,27858,3269482.50,21.25,268105,48511,4209248.50,15.70
3445,26/07/2014,28,5,7,40,12,45,20,37,9,2,4298650.56,477627.84,64,14,583804.80,9121.95,1374,282,1259820.60,916.90,63829,11438,1905295.65,29.85,150713,27395,3195115.60,21.20,287151,53822,4120616.85,14.35
3443,19/07/2014,27,13,8,4,42,28,26,6,7,2,4371612.84,624516.12,100,11,593310.00,5933.10,1482,252,1280299.80,863.90,73567,12966,1934812.10,26.30,167817,28801,3247258.95,19.35,325764,57428,4186067.40,12.85
3441,12/07/2014,44,1,15,42,19,3,36,37,3,0,4155705.48,1385235.16,54,13,563233.50,10430.25,1057,178,1215391.45,1149.85,56443,10039,1837219.65,32.55,141393,25858,3082367.40,21.80,251936,45567,3967992.00,15.75
3439,05/07/2014,20,31,5,7,39,14,18,27,6,2,4248298.92,708049.82,76,16,577201.00,7594.75,1378,217,1245574.20,903.90,64368,11086,1882764.00,29.25,168426,29626,3157987.50,18.75,367360,65739,4077696.00,11.10
3437,28/06/2014,17,44,42,1,20,40,5,30,17,2,22000000.05,1294117.65,150,26,1508265.00,10055.10,2679,409,3254717.10,1214.90,147929,23459,4918639.25,33.25,395100,62517,8257590.00,20.90,892068,138354,10615609.20,11.90
3435,21/06/2014,12,31,34,1,28,32,24,8,5,0,4261690.90,852338.18,52,12,579625.80,11146.65,1076,194,1250796.20,1162.45,55583,10210,1892601.15,34.05,152127,27338,3171847.95,20.85,374133,65143,4096756.35,10.95
3433,14/06/2014,11,13,27,16,35,19,24,36,14,4,4092777.08,292341.22,69,14,556150.35,8060.15,1577,268,1200097.00,761.00,82624,14913,1813596.80,21.95,155886,27653,3047571.30,19.55,290764,51373,3925314.00,13.50
3431,07/06/2014,38,19,20,41,1,36,29,10,3,1,4044112.65,1348037.55,67,12,550110.20,8210.60,954,169,1187062.20,1244.30,50500,9051,1795275.00,35.55,143465,26107,3012765.00,21.00,325296,56804,3887287.20,11.95
3429,31/05/2014,37,26,45,20,1,13,27,22,6,0,4123623.54,687270.59,81,19,560179.80,6915.80,1291,192,1208827.85,936.35,62139,10980,1826886.60,29.40,156676,27820,3063015.80,19.55,353484,62041,3959020.80,11.20
3427,24/05/2014,45,13,28,43,11,37,26,27,6,1,4067848.98,677974.83,115,22,553035.00,4809.00,1367,245,1193391.00,873.00,62188,11788,1803452.00,29.00,165944,30599,3028478.00,18.25,298276,53114,3907415.60,13.10
3425,17/05/2014,25,36,22,42,9,8,28,33,19,2,21000000.04,1105263.16,205,37,1403542.75,6846.55,3115,490,3028714.50,972.30,153253,24054,4582264.70,29.90,378121,58929,7675856.30,20.30,764204,120139,9896441.80,12.95
3423,10/05/2014,22,13,10,16,39,45,9,2,5,0,4297879.70,859575.94,57,10,584344.05,10251.65,1088,193,1260937.60,1158.95,56543,10440,1905499.10,33.70,145809,26931,3200507.55,21.95,357428,63483,4128293.40,11.55
3421,03/05/2014,14,41,1,12,19,37,23,7,9,1,4057771.86,450863.54,70,12,552016.50,7885.95,1033,193,1191203.95,1153.15,54765,9954,1801768.50,32.90,157930,27939,3024359.50,19.15,414855,70133,3899637.00,9.40
